AttackNumber,Time,TargetPartID,DurationActive,WarningDuration
13,3.401666667,LeftLeg,0.2666666667,0.5
13,3.135,Chest,0.2666666667,0.5
13,2.868333333,RightArm,0.2666666667,0.5
13,2.601666667,RightFinger,0.2666666667,0.5
13,2.335,RightLeg,0.2666666667,0.5
13,2.068333333,LeftLeg,0.2666666667,0.5
13,1.801666667,LeftFinger,0.2666666667,0.5
13,1.535,LeftArm,0.2666666667,0.5
13,1.268333333,Head,0.2666666667,0.5
13,1.001666667,RightArm,0.2666666667,0.5
13,0.735,Chest,0.2666666667,0.5
13,0.4683333333,LeftLeg,0.2666666667,0.5
13,0.2016666667,LeftFinger,0.2016666667,0.5
14,29,Chest,3,1
14,26.5,Head,0.33,2
14,26.335,RightArm,0.33,0.33
14,26.17,RightFinger,0.33,0.33
14,26.005,RightLeg,0.33,0.33
14,25.84,LeftLeg,0.33,0.33
14,25.675,LeftFinger,0.33,0.33
14,25.51,LeftArm,0.33,0.33
14,25.345,Head,0.33,0.33
14,25.18,Chest,3,0.33
14,22.68,RightLeg,0.33,2
14,22.515,RightFinger,0.33,0.3
14,22.35,RightArm,0.33,0.27
14,22.185,Head,0.33,0.24
14,22.02,Chest,0.33,0.21
14,21.855,RightLeg,0.33,0.18
14,21.69,RightFinger,0.33,0.15
14,21.525,RightArm,0.33,0.15
14,21.36,Head,0.33,0.15
14,21.195,Chest,3,0.15
14,19.195,RightArm,1,0.5
14,18.195,RightFinger,0.9333333333,0.5
14,17.26166667,RightLeg,0.8666666667,0.5
14,16.395,Chest,0.8,0.5
14,15.595,LeftArm,0.74,0.5
14,14.855,LeftFinger,0.68,0.5
14,14.175,LeftLeg,0.62,0.5
14,13.555,Chest,0.5666666667,0.5
14,12.98833333,RightArm,0.5133333333,0.5
14,12.475,RightFinger,0.4733333333,0.5
14,12.00166667,RightLeg,0.4333333333,0.5
14,11.56833333,LeftLeg,0.4,0.5
14,11.16833333,LeftFinger,0.3666666667,0.5
14,10.80166667,LeftArm,0.3333333333,0.5
14,10.46833333,Head,0.32,0.5
14,10.14833333,RightArm,0.3066666667,0.5
14,9.841666667,Chest,0.2933333333,0.5
14,9.548333333,LeftLeg,0.28,0.5
14,9.268333333,LeftFinger,0.2666666667,0.5
14,9.001666667,LeftArm,0.2666666667,0.5
14,8.735,Chest,0.2666666667,0.5
14,8.468333333,RightLeg,0.2666666667,0.5
14,8.201666667,RightFinger,0.2666666667,0.5
14,7.935,RightArm,0.2666666667,0.5
14,7.668333333,Chest,0.2666666667,0.5
14,7.401666667,LeftLeg,0.2666666667,0.5
14,7.135,LeftFinger,0.2666666667,0.5
14,6.868333333,LeftArm,0.2666666667,0.5
14,6.601666667,Head,0.2666666667,0.5
14,6.335,RightArm,0.2666666667,0.5
14,6.068333333,RightFinger,0.2666666667,0.5
14,5.801666667,RightLeg,0.2666666667,0.5
14,5.535,LeftLeg,0.2666666667,0.5
14,5.268333333,Chest,0.2666666667,0.5
14,5.001666667,RightArm,0.2666666667,0.5
14,4.735,RightFinger,0.2666666667,0.5
14,4.468333333,RightLeg,0.2666666667,0.5
14,4.201666667,Chest,0.2666666667,0.5
14,3.935,LeftArm,0.2666666667,0.5
14,3.668333333,LeftFinger,0.2666666667,0.5
14,3.401666667,LeftLeg,0.2666666667,0.5
14,3.135,Chest,0.2666666667,0.5
14,2.868333333,RightArm,0.2666666667,0.5
14,2.601666667,RightFinger,0.2666666667,0.5
14,2.335,RightLeg,0.2666666667,0.5
14,2.068333333,LeftLeg,0.2666666667,0.5
14,1.801666667,LeftFinger,0.2666666667,0.5
14,1.535,LeftArm,0.2666666667,0.5
14,1.268333333,Head,0.2666666667,0.5
14,1.001666667,RightArm,0.2666666667,0.5
14,0.735,Chest,0.2666666667,0.5
14,0.4683333333,LeftLeg,0.2666666667,0.5
14,0.2016666667,LeftFinger,0.2016666667,0.5
15,29,Chest,3,1
15,26.5,Head,0.33,2
15,26.335,RightArm,0.33,0.33
15,26.17,RightFinger,0.33,0.33
15,26.005,RightLeg,0.33,0.33
15,25.84,LeftLeg,0.33,0.33
15,25.675,LeftFinger,0.33,0.33
15,25.51,LeftArm,0.33,0.33
15,25.345,Head,0.33,0.33
15,25.18,Chest,3,0.33
15,22.68,RightLeg,0.33,2
15,22.515,RightFinger,0.33,0.3
15,22.35,RightArm,0.33,0.27
15,22.185,Head,0.33,0.24
15,22.02,Chest,0.33,0.21
15,21.855,RightLeg,0.33,0.18
15,21.69,RightFinger,0.33,0.15
15,21.525,RightArm,0.33,0.15
15,21.36,Head,0.33,0.15
15,21.195,Chest,3,0.15
15,19.195,RightArm,1,0.5
15,18.195,RightFinger,0.9333333333,0.5
15,17.26166667,RightLeg,0.8666666667,0.5
15,16.395,Chest,0.8,0.5
15,15.595,LeftArm,0.74,0.5
15,14.855,LeftFinger,0.68,0.5
15,14.175,LeftLeg,0.62,0.5
15,13.555,Chest,0.5666666667,0.5
15,12.98833333,RightArm,0.5133333333,0.5
15,12.475,RightFinger,0.4733333333,0.5
15,12.00166667,RightLeg,0.4333333333,0.5
15,11.56833333,LeftLeg,0.4,0.5
15,11.16833333,LeftFinger,0.3666666667,0.5
15,10.80166667,LeftArm,0.3333333333,0.5
15,10.46833333,Head,0.32,0.5
15,10.14833333,RightArm,0.3066666667,0.5
15,9.841666667,Chest,0.2933333333,0.5
15,9.548333333,LeftLeg,0.28,0.5
15,9.268333333,LeftFinger,0.2666666667,0.5
15,9.001666667,LeftArm,0.2666666667,0.5
15,8.735,Chest,0.2666666667,0.5
15,8.468333333,RightLeg,0.2666666667,0.5
15,8.201666667,RightFinger,0.2666666667,0.5
15,7.935,RightArm,0.2666666667,0.5
15,7.668333333,Chest,0.2666666667,0.5
15,7.401666667,LeftLeg,0.2666666667,0.5
15,7.135,LeftFinger,0.2666666667,0.5
15,6.868333333,LeftArm,0.2666666667,0.5
15,6.601666667,Head,0.2666666667,0.5
15,6.335,RightArm,0.2666666667,0.5
15,6.068333333,RightFinger,0.2666666667,0.5
15,5.801666667,RightLeg,0.2666666667,0.5
15,5.535,LeftLeg,0.2666666667,0.5
15,5.268333333,Chest,0.2666666667,0.5
15,5.001666667,RightArm,0.2666666667,0.5
15,4.735,RightFinger,0.2666666667,0.5
15,4.468333333,RightLeg,0.2666666667,0.5
15,4.201666667,Chest,0.2666666667,0.5
15,3.935,LeftArm,0.2666666667,0.5
15,3.668333333,LeftFinger,0.2666666667,0.5
15,3.401666667,LeftLeg,0.2666666667,0.5
15,3.135,Chest,0.2666666667,0.5
15,2.868333333,RightArm,0.2666666667,0.5
15,2.601666667,RightFinger,0.2666666667,0.5
15,2.335,RightLeg,0.2666666667,0.5
15,2.068333333,LeftLeg,0.2666666667,0.5
15,1.801666667,LeftFinger,0.2666666667,0.5
15,1.535,LeftArm,0.2666666667,0.5
15,1.268333333,Head,0.2666666667,0.5
15,1.001666667,RightArm,0.2666666667,0.5
15,0.735,Chest,0.2666666667,0.5
15,0.4683333333,LeftLeg,0.2666666667,0.5
15,0.2016666667,LeftFinger,0.2016666667,0.5
16,29,Chest,3,1
16,26.5,Head,0.33,2
16,26.335,RightArm,0.33,0.33
16,26.17,RightFinger,0.33,0.33
16,26.005,RightLeg,0.33,0.33
16,25.84,LeftLeg,0.33,0.33
16,25.675,LeftFinger,0.33,0.33
16,25.51,LeftArm,0.33,0.33
16,25.345,Head,0.33,0.33
16,25.18,Chest,3,0.33
16,22.68,RightLeg,0.33,2
16,22.515,RightFinger,0.33,0.3
16,22.35,RightArm,0.33,0.27
16,22.185,Head,0.33,0.24
16,22.02,Chest,0.33,0.21
16,21.855,RightLeg,0.33,0.18
16,21.69,RightFinger,0.33,0.15
16,21.525,RightArm,0.33,0.15
16,21.36,Head,0.33,0.15
16,21.195,Chest,3,0.15
16,19.195,RightArm,1,0.5
16,18.195,RightFinger,0.9333333333,0.5
16,17.26166667,RightLeg,0.8666666667,0.5
16,16.395,Chest,0.8,0.5
16,15.595,LeftArm,0.74,0.5
16,14.855,LeftFinger,0.68,0.5
16,14.175,LeftLeg,0.62,0.5
16,13.555,Chest,0.5666666667,0.5
16,12.98833333,RightArm,0.5133333333,0.5
16,12.475,RightFinger,0.4733333333,0.5
16,12.00166667,RightLeg,0.4333333333,0.5
16,11.56833333,LeftLeg,0.4,0.5
16,11.16833333,LeftFinger,0.3666666667,0.5
16,10.80166667,LeftArm,0.3333333333,0.5
16,10.46833333,Head,0.32,0.5
16,10.14833333,RightArm,0.3066666667,0.5
16,9.841666667,Chest,0.2933333333,0.5
16,9.548333333,LeftLeg,0.28,0.5
16,9.268333333,LeftFinger,0.2666666667,0.5
16,9.001666667,LeftArm,0.2666666667,0.5
16,8.735,Chest,0.2666666667,0.5
16,8.468333333,RightLeg,0.2666666667,0.5
16,8.201666667,RightFinger,0.2666666667,0.5
16,7.935,RightArm,0.2666666667,0.5
16,7.668333333,Chest,0.2666666667,0.5
16,7.401666667,LeftLeg,0.2666666667,0.5
16,7.135,LeftFinger,0.2666666667,0.5
16,6.868333333,LeftArm,0.2666666667,0.5
16,6.601666667,Head,0.2666666667,0.5
16,6.335,RightArm,0.2666666667,0.5
16,6.068333333,RightFinger,0.2666666667,0.5
16,5.801666667,RightLeg,0.2666666667,0.5
16,5.535,LeftLeg,0.2666666667,0.5
16,5.268333333,Chest,0.2666666667,0.5
16,5.001666667,RightArm,0.2666666667,0.5
16,4.735,RightFinger,0.2666666667,0.5
16,4.468333333,RightLeg,0.2666666667,0.5
16,4.201666667,Chest,0.2666666667,0.5
16,3.935,LeftArm,0.2666666667,0.5
16,3.668333333,LeftFinger,0.2666666667,0.5
16,3.401666667,LeftLeg,0.2666666667,0.5
16,3.135,Chest,0.2666666667,0.5
16,2.868333333,RightArm,0.2666666667,0.5
16,2.601666667,RightFinger,0.2666666667,0.5
16,2.335,RightLeg,0.2666666667,0.5
16,2.068333333,LeftLeg,0.2666666667,0.5
16,1.801666667,LeftFinger,0.2666666667,0.5
16,1.535,LeftArm,0.2666666667,0.5
16,1.268333333,Head,0.2666666667,0.5
16,1.001666667,RightArm,0.2666666667,0.5
16,0.735,Chest,0.2666666667,0.5
16,0.4683333333,LeftLeg,0.2666666667,0.5
16,0.2016666667,LeftFinger,0.2016666667,0.5
17,29,Chest,3,1
17,26.5,Head,0.33,2
17,26.335,RightArm,0.33,0.33
17,26.17,RightFinger,0.33,0.33
17,26.005,RightLeg,0.33,0.33
17,25.84,LeftLeg,0.33,0.33
17,25.675,LeftFinger,0.33,0.33
17,25.51,LeftArm,0.33,0.33
17,25.345,Head,0.33,0.33
17,25.18,Chest,3,0.33
17,22.68,RightLeg,0.33,2
17,22.515,RightFinger,0.33,0.3
17,22.35,RightArm,0.33,0.27
17,22.185,Head,0.33,0.24
17,22.02,Chest,0.33,0.21
17,21.855,RightLeg,0.33,0.18
17,21.69,RightFinger,0.33,0.15
17,21.525,RightArm,0.33,0.15
17,21.36,Head,0.33,0.15
17,21.195,Chest,3,0.15
17,19.195,RightArm,1,0.5
17,18.195,RightFinger,0.9333333333,0.5
17,17.26166667,RightLeg,0.8666666667,0.5
17,16.395,Chest,0.8,0.5
17,15.595,LeftArm,0.74,0.5
17,14.855,LeftFinger,0.68,0.5
17,14.175,LeftLeg,0.62,0.5
17,13.555,Chest,0.5666666667,0.5
17,12.98833333,RightArm,0.5133333333,0.5
17,12.475,RightFinger,0.4733333333,0.5
17,12.00166667,RightLeg,0.4333333333,0.5
17,11.56833333,LeftLeg,0.4,0.5
17,11.16833333,LeftFinger,0.3666666667,0.5
17,10.80166667,LeftArm,0.3333333333,0.5
17,10.46833333,Head,0.32,0.5
17,10.14833333,RightArm,0.3066666667,0.5
17,9.841666667,Chest,0.2933333333,0.5
17,9.548333333,LeftLeg,0.28,0.5
17,9.268333333,LeftFinger,0.2666666667,0.5
17,9.001666667,LeftArm,0.2666666667,0.5
17,8.735,Chest,0.2666666667,0.5
17,8.468333333,RightLeg,0.2666666667,0.5
17,8.201666667,RightFinger,0.2666666667,0.5
17,7.935,RightArm,0.2666666667,0.5
17,7.668333333,Chest,0.2666666667,0.5
17,7.401666667,LeftLeg,0.2666666667,0.5
17,7.135,LeftFinger,0.2666666667,0.5
17,6.868333333,LeftArm,0.2666666667,0.5
17,6.601666667,Head,0.2666666667,0.5
17,6.335,RightArm,0.2666666667,0.5
17,6.068333333,RightFinger,0.2666666667,0.5
17,5.801666667,RightLeg,0.2666666667,0.5
17,5.535,LeftLeg,0.2666666667,0.5
17,5.268333333,Chest,0.2666666667,0.5
17,5.001666667,RightArm,0.2666666667,0.5
17,4.735,RightFinger,0.2666666667,0.5
17,4.468333333,RightLeg,0.2666666667,0.5
17,4.201666667,Chest,0.2666666667,0.5
17,3.935,LeftArm,0.2666666667,0.5
17,3.668333333,LeftFinger,0.2666666667,0.5
17,3.401666667,LeftLeg,0.2666666667,0.5
17,3.135,Chest,0.2666666667,0.5
17,2.868333333,RightArm,0.2666666667,0.5
17,2.601666667,RightFinger,0.2666666667,0.5
17,2.335,RightLeg,0.2666666667,0.5
17,2.068333333,LeftLeg,0.2666666667,0.5
17,1.801666667,LeftFinger,0.2666666667,0.5
17,1.535,LeftArm,0.2666666667,0.5
17,1.268333333,Head,0.2666666667,0.5
17,1.001666667,RightArm,0.2666666667,0.5
17,0.735,Chest,0.2666666667,0.5
17,0.4683333333,LeftLeg,0.2666666667,0.5
17,0.2016666667,LeftFinger,0.2016666667,0.5
18,29,Chest,3,1
18,26.5,Head,0.33,2
18,26.335,RightArm,0.33,0.33
18,26.17,RightFinger,0.33,0.33
18,26.005,RightLeg,0.33,0.33
18,25.84,LeftLeg,0.33,0.33
18,25.675,LeftFinger,0.33,0.33
18,25.51,LeftArm,0.33,0.33
18,25.345,Head,0.33,0.33
18,25.18,Chest,3,0.33
18,22.68,RightLeg,0.33,2
18,22.515,RightFinger,0.33,0.3
18,22.35,RightArm,0.33,0.27
18,22.185,Head,0.33,0.24
18,22.02,Chest,0.33,0.21
18,21.855,RightLeg,0.33,0.18
18,21.69,RightFinger,0.33,0.15
18,21.525,RightArm,0.33,0.15
18,21.36,Head,0.33,0.15
18,21.195,Chest,3,0.15
18,19.195,RightArm,1,0.5
18,18.195,RightFinger,0.9333333333,0.5
18,17.26166667,RightLeg,0.8666666667,0.5
18,16.395,Chest,0.8,0.5
18,15.595,LeftArm,0.74,0.5
18,14.855,LeftFinger,0.68,0.5
18,14.175,LeftLeg,0.62,0.5
18,13.555,Chest,0.5666666667,0.5
18,12.98833333,RightArm,0.5133333333,0.5
18,12.475,RightFinger,0.4733333333,0.5
18,12.00166667,RightLeg,0.4333333333,0.5
18,11.56833333,LeftLeg,0.4,0.5
18,11.16833333,LeftFinger,0.3666666667,0.5
18,10.80166667,LeftArm,0.3333333333,0.5
18,10.46833333,Head,0.32,0.5
18,10.14833333,RightArm,0.3066666667,0.5
18,9.841666667,Chest,0.2933333333,0.5
18,9.548333333,LeftLeg,0.28,0.5
18,9.268333333,LeftFinger,0.2666666667,0.5
18,9.001666667,LeftArm,0.2666666667,0.5
18,8.735,Chest,0.2666666667,0.5
18,8.468333333,RightLeg,0.2666666667,0.5
18,8.201666667,RightFinger,0.2666666667,0.5
18,7.935,RightArm,0.2666666667,0.5
18,7.668333333,Chest,0.2666666667,0.5
18,7.401666667,LeftLeg,0.2666666667,0.5
18,7.135,LeftFinger,0.2666666667,0.5
18,6.868333333,LeftArm,0.2666666667,0.5
18,6.601666667,Head,0.2666666667,0.5
18,6.335,RightArm,0.2666666667,0.5
18,6.068333333,RightFinger,0.2666666667,0.5
18,5.801666667,RightLeg,0.2666666667,0.5
18,5.535,LeftLeg,0.2666666667,0.5
18,5.268333333,Chest,0.2666666667,0.5
18,5.001666667,RightArm,0.2666666667,0.5
18,4.735,RightFinger,0.2666666667,0.5
18,4.468333333,RightLeg,0.2666666667,0.5
18,4.201666667,Chest,0.2666666667,0.5
18,3.935,LeftArm,0.2666666667,0.5
18,3.668333333,LeftFinger,0.2666666667,0.5
18,3.401666667,LeftLeg,0.2666666667,0.5
18,3.135,Chest,0.2666666667,0.5
18,2.868333333,RightArm,0.2666666667,0.5
18,2.601666667,RightFinger,0.2666666667,0.5
18,2.335,RightLeg,0.2666666667,0.5
18,2.068333333,LeftLeg,0.2666666667,0.5
18,1.801666667,LeftFinger,0.2666666667,0.5
18,1.535,LeftArm,0.2666666667,0.5
18,1.268333333,Head,0.2666666667,0.5
18,1.001666667,RightArm,0.2666666667,0.5
18,0.735,Chest,0.2666666667,0.5
18,0.4683333333,LeftLeg,0.2666666667,0.5
18,0.2016666667,LeftFinger,0.2016666667,0.5
19,29,Chest,3,1
19,26.5,Head,0.33,2
19,26.335,RightArm,0.33,0.33
19,26.17,RightFinger,0.33,0.33
19,26.005,RightLeg,0.33,0.33
19,25.84,LeftLeg,0.33,0.33
19,25.675,LeftFinger,0.33,0.33
19,25.51,LeftArm,0.33,0.33
19,25.345,Head,0.33,0.33
19,25.18,Chest,3,0.33
19,22.68,RightLeg,0.33,2
19,22.515,RightFinger,0.33,0.3
19,22.35,RightArm,0.33,0.27
19,22.185,Head,0.33,0.24
19,22.02,Chest,0.33,0.21
19,21.855,RightLeg,0.33,0.18
19,21.69,RightFinger,0.33,0.15
19,21.525,RightArm,0.33,0.15
19,21.36,Head,0.33,0.15
19,21.195,Chest,3,0.15
19,19.195,RightArm,1,0.5
19,18.195,RightFinger,0.9333333333,0.5
19,17.26166667,RightLeg,0.8666666667,0.5
19,16.395,Chest,0.8,0.5
19,15.595,LeftArm,0.74,0.5
19,14.855,LeftFinger,0.68,0.5
19,14.175,LeftLeg,0.62,0.5
19,13.555,Chest,0.5666666667,0.5
19,12.98833333,RightArm,0.5133333333,0.5
19,12.475,RightFinger,0.4733333333,0.5
19,12.00166667,RightLeg,0.4333333333,0.5
19,11.56833333,LeftLeg,0.4,0.5
19,11.16833333,LeftFinger,0.3666666667,0.5
19,10.80166667,LeftArm,0.3333333333,0.5
19,10.46833333,Head,0.32,0.5
19,10.14833333,RightArm,0.3066666667,0.5
19,9.841666667,Chest,0.2933333333,0.5
19,9.548333333,LeftLeg,0.28,0.5
19,9.268333333,LeftFinger,0.2666666667,0.5
19,9.001666667,LeftArm,0.2666666667,0.5
19,8.735,Chest,0.2666666667,0.5
19,8.468333333,RightLeg,0.2666666667,0.5
19,8.201666667,RightFinger,0.2666666667,0.5
19,7.935,RightArm,0.2666666667,0.5
19,7.668333333,Chest,0.2666666667,0.5
19,7.401666667,LeftLeg,0.2666666667,0.5
19,7.135,LeftFinger,0.2666666667,0.5
19,6.868333333,LeftArm,0.2666666667,0.5
19,6.601666667,Head,0.2666666667,0.5
19,6.335,RightArm,0.2666666667,0.5
19,6.068333333,RightFinger,0.2666666667,0.5
19,5.801666667,RightLeg,0.2666666667,0.5
19,5.535,LeftLeg,0.2666666667,0.5
19,5.268333333,Chest,0.2666666667,0.5
19,5.001666667,RightArm,0.2666666667,0.5
19,4.735,RightFinger,0.2666666667,0.5
19,4.468333333,RightLeg,0.2666666667,0.5
19,4.201666667,Chest,0.2666666667,0.5
19,3.935,LeftArm,0.2666666667,0.5
19,3.668333333,LeftFinger,0.2666666667,0.5
19,3.401666667,LeftLeg,0.2666666667,0.5
19,3.135,Chest,0.2666666667,0.5
19,2.868333333,RightArm,0.2666666667,0.5
19,2.601666667,RightFinger,0.2666666667,0.5
19,2.335,RightLeg,0.2666666667,0.5
19,2.068333333,LeftLeg,0.2666666667,0.5
19,1.801666667,LeftFinger,0.2666666667,0.5
19,1.535,LeftArm,0.2666666667,0.5
19,1.268333333,Head,0.2666666667,0.5
19,1.001666667,RightArm,0.2666666667,0.5
19,0.735,Chest,0.2666666667,0.5
19,0.4683333333,LeftLeg,0.2666666667,0.5
19,0.2016666667,LeftFinger,0.2016666667,0.5
20,29,Chest,3,1
20,26.5,Head,0.33,2
20,26.335,RightArm,0.33,0.33
20,26.17,RightFinger,0.33,0.33
20,26.005,RightLeg,0.33,0.33
20,25.84,LeftLeg,0.33,0.33
20,25.675,LeftFinger,0.33,0.33
20,25.51,LeftArm,0.33,0.33
20,25.345,Head,0.33,0.33
20,25.18,Chest,3,0.33
20,22.68,RightLeg,0.33,2
20,22.515,RightFinger,0.33,0.3
20,22.35,RightArm,0.33,0.27
20,22.185,Head,0.33,0.24
20,22.02,Chest,0.33,0.21
20,21.855,RightLeg,0.33,0.18
20,21.69,RightFinger,0.33,0.15
20,21.525,RightArm,0.33,0.15
20,21.36,Head,0.33,0.15
20,21.195,Chest,3,0.15
20,19.195,RightArm,1,0.5
20,18.195,RightFinger,0.9333333333,0.5
20,17.26166667,RightLeg,0.8666666667,0.5
20,16.395,Chest,0.8,0.5
20,15.595,LeftArm,0.74,0.5
20,14.855,LeftFinger,0.68,0.5
20,14.175,LeftLeg,0.62,0.5
20,13.555,Chest,0.5666666667,0.5
20,12.98833333,RightArm,0.5133333333,0.5
20,12.475,RightFinger,0.4733333333,0.5
20,12.00166667,RightLeg,0.4333333333,0.5
20,11.56833333,LeftLeg,0.4,0.5
20,11.16833333,LeftFinger,0.3666666667,0.5
20,10.80166667,LeftArm,0.3333333333,0.5
20,10.46833333,Head,0.32,0.5
20,10.14833333,RightArm,0.3066666667,0.5
20,9.841666667,Chest,0.2933333333,0.5
20,9.548333333,LeftLeg,0.28,0.5
20,9.268333333,LeftFinger,0.2666666667,0.5
20,9.001666667,LeftArm,0.2666666667,0.5
20,8.735,Chest,0.2666666667,0.5
20,8.468333333,RightLeg,0.2666666667,0.5
20,8.201666667,RightFinger,0.2666666667,0.5
20,7.935,RightArm,0.2666666667,0.5
20,7.668333333,Chest,0.2666666667,0.5
20,7.401666667,LeftLeg,0.2666666667,0.5
20,7.135,LeftFinger,0.2666666667,0.5
20,6.868333333,LeftArm,0.2666666667,0.5
20,6.601666667,Head,0.2666666667,0.5
20,6.335,RightArm,0.2666666667,0.5
20,6.068333333,RightFinger,0.2666666667,0.5
20,5.801666667,RightLeg,0.2666666667,0.5
20,5.535,LeftLeg,0.2666666667,0.5
20,5.268333333,Chest,0.2666666667,0.5
20,5.001666667,RightArm,0.2666666667,0.5
20,4.735,RightFinger,0.2666666667,0.5
20,4.468333333,RightLeg,0.2666666667,0.5
20,4.201666667,Chest,0.2666666667,0.5
20,3.935,LeftArm,0.2666666667,0.5
20,3.668333333,LeftFinger,0.2666666667,0.5
20,3.401666667,LeftLeg,0.2666666667,0.5
20,3.135,Chest,0.2666666667,0.5
20,2.868333333,RightArm,0.2666666667,0.5
20,2.601666667,RightFinger,0.2666666667,0.5
20,2.335,RightLeg,0.2666666667,0.5
20,2.068333333,LeftLeg,0.2666666667,0.5
20,1.801666667,LeftFinger,0.2666666667,0.5
20,1.535,LeftArm,0.2666666667,0.5
20,1.268333333,Head,0.2666666667,0.5
20,1.001666667,RightArm,0.2666666667,0.5
20,0.735,Chest,0.2666666667,0.5
20,0.4683333333,LeftLeg,0.2666666667,0.5
20,0.2016666667,LeftFinger,0.2016666667,0.5
