BoardNumber,BoardSize,Rows,Columns,SuccessesOnBoard,BombsOnBoard,SuccessesNeededToWin,RewardString,ChestIconIndex
376,30,6,5,19,11,9,"HolidayCurrency:50,RaidCard:20",1
377,24,6,4,18,6,8,"HolidayCurrency:25,RaidCard:5",0
378,24,6,4,18,6,8,"HolidayCurrency:25,Diamonds:10",0
379,24,6,4,18,6,8,"HolidayCurrency:25,PetsLvl1:1",0
380,30,6,5,19,11,9,"HolidayCurrency:50,FortuneHelperWeapon:1",1
381,24,6,4,18,6,8,"HolidayCurrency:25,RaidCard:5",0
382,24,6,4,18,6,8,"HolidayCurrency:25,Diamonds:10",0
383,24,6,4,18,6,8,"HolidayCurrency:25,PetsLvl1:1",0
384,36,6,6,19,17,11,"HolidayCurrency:75,RaidCard:100",2
385,24,6,4,18,6,8,"HolidayCurrency:25,RaidCard:5",0
386,24,6,4,18,6,8,"HolidayCurrency:25,Diamonds:10",0
387,24,6,4,18,6,8,"HolidayCurrency:25,PetsLvl1:1",0
388,30,6,5,19,11,9,"HolidayCurrency:50,RaidCard:20",1
389,24,6,4,18,6,8,"HolidayCurrency:25,RaidCard:5",0
390,24,6,4,18,6,8,"HolidayCurrency:25,Diamonds:10",0
391,24,6,4,18,6,8,"HolidayCurrency:25,PetsLvl1:1",0
392,30,6,5,19,11,9,"HolidayCurrency:50,Diamonds:100",1
393,24,6,4,18,6,8,"HolidayCurrency:25,RaidCard:5",0
394,24,6,4,18,6,8,"HolidayCurrency:25,Diamonds:10",0
395,24,6,4,18,6,8,"HolidayCurrency:25,HelperWeapon:1",0
396,30,6,5,19,11,9,"HolidayCurrency:50,EquipmentShards:5",1
397,24,6,4,18,6,8,"HolidayCurrency:25,RaidCard:5",0
398,24,6,4,18,6,8,"HolidayCurrency:25,Diamonds:10",0
399,24,6,4,18,6,8,"HolidayCurrency:25,Perk:1",0
400,36,6,6,19,17,11,"HolidayCurrency:75,RaidWildcard:50",2
401,30,6,5,22,8,9,"HolidayCurrency:25,RaidCard:5",0
402,30,6,5,22,8,9,"HolidayCurrency:25,Diamonds:10",0
403,30,6,5,22,8,9,"HolidayCurrency:25,PetsLvl1:1",0
404,36,6,6,23,13,11,"HolidayCurrency:50,SkillPoint:1",1
405,30,6,5,22,8,9,"HolidayCurrency:25,RaidCard:5",0
406,30,6,5,22,8,9,"HolidayCurrency:25,Diamonds:10",0
407,30,6,5,22,8,9,"HolidayCurrency:25,PetsLvl1:1",0
408,36,6,6,23,13,11,"HolidayCurrency:50,PetsLvl1:5",1
409,30,6,5,22,8,9,"HolidayCurrency:25,RaidCard:5",0
410,30,6,5,22,8,9,"HolidayCurrency:25,Diamonds:10",0
411,30,6,5,22,8,9,"HolidayCurrency:25,PetsLvl1:1",0
412,36,6,6,23,13,11,"HolidayCurrency:50,Perk:1",1
413,30,6,5,22,8,9,"HolidayCurrency:25,RaidCard:5",0
414,30,6,5,22,8,9,"HolidayCurrency:25,Diamonds:10",0
415,30,6,5,22,8,9,"HolidayCurrency:25,PetsLvl1:1",0
416,36,6,6,19,17,11,"HolidayCurrency:75,Equipment:Legendary",2
417,30,6,5,22,8,9,"HolidayCurrency:25,RaidCard:5",0
418,30,6,5,22,8,9,"HolidayCurrency:25,Diamonds:10",0
419,30,6,5,22,8,9,"HolidayCurrency:25,PetsLvl1:1",0
420,36,6,6,23,13,11,"HolidayCurrency:50,PetsLvl1:5",1
421,30,6,5,22,8,9,"HolidayCurrency:25,RaidCard:5",0
422,30,6,5,22,8,9,"HolidayCurrency:25,Diamonds:10",0
423,30,6,5,22,8,9,"HolidayCurrency:25,HelperWeapon:1",0
424,36,6,6,23,13,11,"HolidayCurrency:50,PetsLvl1:5",1
425,30,6,5,22,8,9,"HolidayCurrency:25,RaidCard:5",0
426,30,6,5,22,8,9,"HolidayCurrency:25,Diamonds:10",0
427,30,6,5,22,8,9,"HolidayCurrency:25,PetsLvl1:1",0
428,36,6,6,23,13,11,"HolidayCurrency:50,Diamonds:100",1
429,30,6,5,22,8,9,"HolidayCurrency:25,RaidCard:5",0
430,30,6,5,22,8,10,"HolidayCurrency:25,Diamonds:10",0
431,30,6,5,22,8,10,"HolidayCurrency:25,PetsLvl1:1",0
432,36,6,6,19,17,11,"HolidayCurrency:75,Equipment:Suit_Nomad",2
433,30,6,5,22,8,10,"HolidayCurrency:25,RaidCard:5",0
434,30,6,5,22,8,10,"HolidayCurrency:25,Diamonds:10",0
435,30,6,5,22,8,10,"HolidayCurrency:25,PetsLvl1:1",0
436,36,6,6,23,13,12,"HolidayCurrency:50,SkillPoint:1",1
437,30,6,5,22,8,10,"HolidayCurrency:25,RaidCard:5",0
438,30,6,5,22,8,10,"HolidayCurrency:25,Diamonds:10",0
439,30,6,5,22,8,10,"HolidayCurrency:25,PetsLvl1:1",0
440,36,6,6,22,14,11,"HolidayCurrency:50,EquipmentShards:5",1
441,30,6,5,22,8,10,"HolidayCurrency:25,RaidCard:5",0
442,30,6,5,22,8,10,"HolidayCurrency:25,Diamonds:10",0
443,30,6,5,22,8,10,"HolidayCurrency:25,PetsLvl1:1",0
444,36,6,6,22,14,11,"HolidayCurrency:50,PetsLvl1:5",1
445,30,6,5,22,8,10,"HolidayCurrency:25,RaidCard:5",0
446,30,6,5,22,8,10,"HolidayCurrency:25,Diamonds:10",0
447,30,6,5,22,8,10,"HolidayCurrency:25,PetsLvl1:1",0
448,36,6,6,19,17,11,"HolidayCurrency:75,RaidWildcard:50",2
449,30,6,5,22,8,10,"HolidayCurrency:25,RaidCard:5",0
450,30,6,5,22,8,10,"HolidayCurrency:25,Diamonds:10",0
451,30,6,5,22,8,10,"HolidayCurrency:25,PetsLvl1:1",0
452,36,6,6,22,14,11,"HolidayCurrency:50,RaidCard:20",1
453,30,6,5,22,8,10,"HolidayCurrency:25,RaidCard:5",0
454,30,6,5,22,8,10,"HolidayCurrency:25,Diamonds:10",0
455,30,6,5,22,8,10,"HolidayCurrency:25,PetsLvl1:1",0
456,36,6,6,22,14,11,"HolidayCurrency:50,Perk:1",1
457,30,6,5,22,8,10,"HolidayCurrency:25,RaidCard:5",0
458,30,6,5,22,8,10,"HolidayCurrency:25,Diamonds:10",0
459,30,6,5,22,8,10,"HolidayCurrency:25,Perk:1",0
460,36,6,6,22,14,11,"HolidayCurrency:50,PetsLvl1:5",1
461,30,6,5,22,8,10,"HolidayCurrency:25,RaidCard:5",0
462,30,6,5,22,8,10,"HolidayCurrency:25,Diamonds:10",0
463,30,6,5,22,8,10,"HolidayCurrency:25,PetsLvl1:1",0
464,36,6,6,19,17,11,"HolidayCurrency:75,Diamonds:250",2
465,30,6,5,22,8,10,"HolidayCurrency:25,RaidCard:5",0
466,30,6,5,22,8,10,"HolidayCurrency:25,Diamonds:10",0
467,30,6,5,22,8,10,"HolidayCurrency:25,PetsLvl1:1",0
468,36,6,6,22,14,11,"HolidayCurrency:50,RaidCard:20",1
469,30,6,5,22,8,10,"HolidayCurrency:25,RaidCard:5",0
470,30,6,5,22,8,10,"HolidayCurrency:25,Diamonds:10",0
471,30,6,5,22,8,10,"HolidayCurrency:25,PetsLvl1:1",0
472,36,6,6,22,14,11,"HolidayCurrency:50,Diamonds:100",1
473,30,6,5,22,8,10,"HolidayCurrency:25,RaidCard:5",0
474,30,6,5,22,8,10,"HolidayCurrency:25,Diamonds:10",0
475,30,6,5,22,8,10,"HolidayCurrency:25,PetsLvl1:1",0
476,36,6,6,22,14,12,"HolidayCurrency:50,EquipmentShards:5",1
477,30,6,5,22,8,10,"HolidayCurrency:25,RaidCard:5",0
478,30,6,5,22,8,10,"HolidayCurrency:25,Diamonds:10",0
479,30,6,5,22,8,10,"HolidayCurrency:25,PetsLvl1:1",0
480,36,6,6,19,17,11,"HolidayCurrency:75,Equipment:Legendary",2
481,30,6,5,22,8,10,"HolidayCurrency:25,RaidCard:5",0
482,30,6,5,22,8,10,"HolidayCurrency:25,Diamonds:10",0
483,30,6,5,22,8,10,"HolidayCurrency:25,PetsLvl1:1",0
484,36,6,6,22,14,12,"HolidayCurrency:50,PetsLvl1:5",1
485,30,6,5,22,8,10,"HolidayCurrency:25,RaidCard:5",0
486,30,6,5,22,8,10,"HolidayCurrency:25,Diamonds:10",0
487,30,6,5,22,8,10,"HolidayCurrency:25,PetsLvl1:1",0
488,36,6,6,22,14,12,"HolidayCurrency:50,SkillPoint:1",1
489,30,6,5,22,8,10,"HolidayCurrency:25,RaidCard:5",0
490,30,6,5,22,8,10,"HolidayCurrency:25,Diamonds:10",0
491,30,6,5,22,8,10,"HolidayCurrency:25,PetsLvl1:1",0
492,36,6,6,22,14,12,"HolidayCurrency:50,RaidWildcard:10",1
493,30,6,5,22,8,10,"HolidayCurrency:25,RaidCard:5",0
494,30,6,5,22,8,10,"HolidayCurrency:25,Diamonds:10",0
495,30,6,5,21,9,10,"HolidayCurrency:25,PetsLvl1:1",0
496,36,6,6,18,18,11,"HolidayCurrency:75,Equipment:Legendary",2
497,30,6,5,21,9,10,"HolidayCurrency:25,RaidCard:5",0
498,30,6,5,21,9,10,"HolidayCurrency:25,Diamonds:10",0
499,30,6,5,21,9,10,"HolidayCurrency:25,HelperWeapon:1",0
500,36,6,6,22,14,12,"HolidayCurrency:50,FortuneHelperWeapon:1",1
501,30,6,5,21,9,10,HolidayCurrency:25,0
502,30,6,5,21,9,10,HolidayCurrency:25,0
503,30,6,5,21,9,10,HolidayCurrency:25,0
504,36,6,6,22,14,12,HolidayCurrency:50,0
505,30,6,5,21,9,10,HolidayCurrency:25,0
506,30,6,5,21,9,10,HolidayCurrency:25,0
507,30,6,5,21,9,10,HolidayCurrency:25,0
508,36,6,6,22,14,12,HolidayCurrency:50,0
509,30,6,5,21,9,10,HolidayCurrency:25,0
510,30,6,5,21,9,10,HolidayCurrency:25,0
511,30,6,5,21,9,10,HolidayCurrency:25,0
512,36,6,6,18,18,11,HolidayCurrency:75,0
513,30,6,5,21,9,10,HolidayCurrency:25,0
514,30,6,5,21,9,10,HolidayCurrency:25,0
515,30,6,5,21,9,10,HolidayCurrency:25,0
516,36,6,6,22,14,12,HolidayCurrency:50,0
517,30,6,5,21,9,10,HolidayCurrency:25,0
518,30,6,5,21,9,10,HolidayCurrency:25,0
519,30,6,5,21,9,10,HolidayCurrency:25,0
520,36,6,6,22,14,12,HolidayCurrency:50,0
521,30,6,5,21,9,10,HolidayCurrency:25,0
522,30,6,5,21,9,10,HolidayCurrency:25,0
523,30,6,5,21,9,10,HolidayCurrency:25,0
524,36,6,6,22,14,12,HolidayCurrency:50,0
525,30,6,5,21,9,10,HolidayCurrency:25,0
526,30,6,5,21,9,10,HolidayCurrency:25,0
527,30,6,5,21,9,10,HolidayCurrency:25,0
528,36,6,6,18,18,11,HolidayCurrency:75,0
529,30,6,5,21,9,10,HolidayCurrency:25,0
530,30,6,5,21,9,10,HolidayCurrency:25,0
531,30,6,5,21,9,10,HolidayCurrency:25,0
532,36,6,6,22,14,12,HolidayCurrency:50,0
533,30,6,5,21,9,10,HolidayCurrency:25,0
534,30,6,5,21,9,10,HolidayCurrency:25,0
535,30,6,5,21,9,10,HolidayCurrency:25,0
536,36,6,6,22,14,12,HolidayCurrency:50,0
537,30,6,5,21,9,10,HolidayCurrency:25,0
538,30,6,5,21,9,10,HolidayCurrency:25,0
539,30,6,5,21,9,10,HolidayCurrency:25,0
540,36,6,6,22,14,12,HolidayCurrency:50,0
541,30,6,5,21,9,10,HolidayCurrency:25,0
542,30,6,5,21,9,10,HolidayCurrency:25,0
543,30,6,5,21,9,10,HolidayCurrency:25,0
544,36,6,6,18,18,11,HolidayCurrency:75,0
545,30,6,5,21,9,10,HolidayCurrency:25,0
546,30,6,5,21,9,10,HolidayCurrency:25,0
547,30,6,5,21,9,10,HolidayCurrency:25,0
548,36,6,6,22,14,12,HolidayCurrency:50,0
549,30,6,5,21,9,10,HolidayCurrency:25,0
550,30,6,5,21,9,10,HolidayCurrency:25,0
551,30,6,5,21,9,10,HolidayCurrency:25,0
552,36,6,6,22,14,12,HolidayCurrency:50,0
553,30,6,5,21,9,10,HolidayCurrency:25,0
554,30,6,5,21,9,10,HolidayCurrency:25,0
555,30,6,5,21,9,10,HolidayCurrency:25,0
556,36,6,6,22,14,12,HolidayCurrency:50,0
557,30,6,5,21,9,10,HolidayCurrency:25,0
558,30,6,5,21,9,10,HolidayCurrency:25,0
559,30,6,5,21,9,10,HolidayCurrency:25,0
560,36,6,6,18,18,12,HolidayCurrency:75,0
561,30,6,5,21,9,10,HolidayCurrency:25,0
562,30,6,5,21,9,10,HolidayCurrency:25,0
563,30,6,5,21,9,10,HolidayCurrency:25,0
564,36,6,6,22,14,13,HolidayCurrency:50,0
565,30,6,5,21,9,11,HolidayCurrency:25,0
566,30,6,5,21,9,11,HolidayCurrency:25,0
567,30,6,5,21,9,11,HolidayCurrency:25,0
568,36,6,6,22,14,13,HolidayCurrency:50,0
569,30,6,5,21,9,11,HolidayCurrency:25,0
570,30,6,5,21,9,11,HolidayCurrency:25,0
571,30,6,5,21,9,11,HolidayCurrency:25,0
572,36,6,6,22,14,13,HolidayCurrency:50,0
573,30,6,5,21,9,11,HolidayCurrency:25,0
574,30,6,5,21,9,11,HolidayCurrency:25,0
575,30,6,5,21,9,11,HolidayCurrency:25,0
576,36,6,6,18,18,12,HolidayCurrency:75,0
577,30,6,5,21,9,11,HolidayCurrency:25,0
578,30,6,5,21,9,11,HolidayCurrency:25,0
579,30,6,5,21,9,11,HolidayCurrency:25,0
580,36,6,6,21,15,12,HolidayCurrency:50,0
581,30,6,5,21,9,11,HolidayCurrency:25,0
582,30,6,5,21,9,11,HolidayCurrency:25,0
583,30,6,5,21,9,11,HolidayCurrency:25,0
584,36,6,6,21,15,12,HolidayCurrency:50,0
585,30,6,5,21,9,11,HolidayCurrency:25,0
586,30,6,5,21,9,11,HolidayCurrency:25,0
587,30,6,5,21,9,11,HolidayCurrency:25,0
588,36,6,6,21,15,12,HolidayCurrency:50,0
589,30,6,5,21,9,11,HolidayCurrency:25,0
590,30,6,5,21,9,11,HolidayCurrency:25,0
591,30,6,5,21,9,11,HolidayCurrency:25,0
592,36,6,6,18,18,12,HolidayCurrency:75,0
593,30,6,5,21,9,11,HolidayCurrency:25,0
594,30,6,5,21,9,11,HolidayCurrency:25,0
595,30,6,5,21,9,11,HolidayCurrency:25,0
596,36,6,6,21,15,12,HolidayCurrency:50,0
597,30,6,5,21,9,11,HolidayCurrency:25,0
598,30,6,5,21,9,11,HolidayCurrency:25,0
599,30,6,5,21,9,11,HolidayCurrency:25,0
600,36,6,6,21,15,12,HolidayCurrency:50,0
601,36,6,6,25,11,13,HolidayCurrency:25,0
602,36,6,6,25,11,13,HolidayCurrency:25,0
603,36,6,6,25,11,13,HolidayCurrency:25,0
604,36,6,6,21,15,12,HolidayCurrency:50,0
605,36,6,6,25,11,13,HolidayCurrency:25,0
606,36,6,6,25,11,13,HolidayCurrency:25,0
607,36,6,6,25,11,13,HolidayCurrency:25,0
608,36,6,6,18,18,12,HolidayCurrency:75,0
609,36,6,6,25,11,13,HolidayCurrency:25,0
610,36,6,6,25,11,13,HolidayCurrency:25,0
611,36,6,6,25,11,13,HolidayCurrency:25,0
612,36,6,6,21,15,12,HolidayCurrency:50,0
613,36,6,6,25,11,13,HolidayCurrency:25,0
614,36,6,6,25,11,13,HolidayCurrency:25,0
615,36,6,6,25,11,13,HolidayCurrency:25,0
616,36,6,6,21,15,13,HolidayCurrency:50,0
617,36,6,6,25,11,13,HolidayCurrency:25,0
618,36,6,6,25,11,13,HolidayCurrency:25,0
619,36,6,6,25,11,13,HolidayCurrency:25,0
620,36,6,6,21,15,13,HolidayCurrency:50,0
621,36,6,6,25,11,13,HolidayCurrency:25,0
622,36,6,6,25,11,13,HolidayCurrency:25,0
623,36,6,6,25,11,13,HolidayCurrency:25,0
624,36,6,6,18,18,12,HolidayCurrency:75,0
625,36,6,6,25,11,13,HolidayCurrency:25,0
626,36,6,6,25,11,13,HolidayCurrency:25,0
627,36,6,6,25,11,13,HolidayCurrency:25,0
628,36,6,6,21,15,13,HolidayCurrency:50,0
629,36,6,6,25,11,13,HolidayCurrency:25,0
630,36,6,6,25,11,13,HolidayCurrency:25,0
631,36,6,6,25,11,13,HolidayCurrency:25,0
632,36,6,6,21,15,13,HolidayCurrency:50,0
633,36,6,6,25,11,13,HolidayCurrency:25,0
634,36,6,6,25,11,13,HolidayCurrency:25,0
635,36,6,6,25,11,13,HolidayCurrency:25,0
636,36,6,6,21,15,13,HolidayCurrency:50,0
637,36,6,6,25,11,13,HolidayCurrency:25,0
638,36,6,6,25,11,13,HolidayCurrency:25,0
639,36,6,6,25,11,13,HolidayCurrency:25,0
640,36,6,6,17,19,12,HolidayCurrency:75,0
641,36,6,6,25,11,13,HolidayCurrency:25,0
642,36,6,6,25,11,13,HolidayCurrency:25,0
643,36,6,6,25,11,13,HolidayCurrency:25,0
644,36,6,6,21,15,13,HolidayCurrency:50,0
645,36,6,6,25,11,13,HolidayCurrency:25,0
646,36,6,6,25,11,13,HolidayCurrency:25,0
647,36,6,6,25,11,13,HolidayCurrency:25,0
648,36,6,6,21,15,13,HolidayCurrency:50,0
649,36,6,6,25,11,13,HolidayCurrency:25,0
650,36,6,6,25,11,13,HolidayCurrency:25,0
651,36,6,6,25,11,13,HolidayCurrency:25,0
652,36,6,6,21,15,13,HolidayCurrency:50,0
653,36,6,6,25,11,13,HolidayCurrency:25,0
654,36,6,6,25,11,13,HolidayCurrency:25,0
655,36,6,6,25,11,13,HolidayCurrency:25,0
656,36,6,6,17,19,12,HolidayCurrency:75,0
657,36,6,6,25,11,13,HolidayCurrency:25,0
658,36,6,6,25,11,13,HolidayCurrency:25,0
659,36,6,6,25,11,13,HolidayCurrency:25,0
660,36,6,6,21,15,13,HolidayCurrency:50,0
661,36,6,6,25,11,13,HolidayCurrency:25,0
662,36,6,6,24,12,13,HolidayCurrency:25,0
663,36,6,6,24,12,13,HolidayCurrency:25,0
664,36,6,6,21,15,13,HolidayCurrency:50,0
665,36,6,6,24,12,13,HolidayCurrency:25,0
666,36,6,6,24,12,13,HolidayCurrency:25,0
667,36,6,6,24,12,13,HolidayCurrency:25,0
668,36,6,6,21,15,13,HolidayCurrency:50,0
669,36,6,6,24,12,13,HolidayCurrency:25,0
670,36,6,6,24,12,13,HolidayCurrency:25,0
671,36,6,6,24,12,13,HolidayCurrency:25,0
672,36,6,6,17,19,12,HolidayCurrency:75,0
673,36,6,6,24,12,13,HolidayCurrency:25,0
674,36,6,6,24,12,13,HolidayCurrency:25,0
675,36,6,6,24,12,13,HolidayCurrency:25,0
676,36,6,6,21,15,13,HolidayCurrency:50,0
677,36,6,6,24,12,13,HolidayCurrency:25,0
678,36,6,6,24,12,13,HolidayCurrency:25,0
679,36,6,6,24,12,13,HolidayCurrency:25,0
680,36,6,6,21,15,13,HolidayCurrency:50,0
681,36,6,6,24,12,13,HolidayCurrency:25,0
682,36,6,6,24,12,13,HolidayCurrency:25,0
683,36,6,6,24,12,13,HolidayCurrency:25,0
684,36,6,6,21,15,13,HolidayCurrency:50,0
685,36,6,6,24,12,13,HolidayCurrency:25,0
686,36,6,6,24,12,13,HolidayCurrency:25,0
687,36,6,6,24,12,13,HolidayCurrency:25,0
688,36,6,6,17,19,12,HolidayCurrency:75,0
689,36,6,6,24,12,13,HolidayCurrency:25,0
690,36,6,6,24,12,13,HolidayCurrency:25,0
691,36,6,6,24,12,13,HolidayCurrency:25,0
692,36,6,6,21,15,13,HolidayCurrency:50,0
693,36,6,6,24,12,13,HolidayCurrency:25,0
694,36,6,6,24,12,13,HolidayCurrency:25,0
695,36,6,6,24,12,13,HolidayCurrency:25,0
696,36,6,6,21,15,13,HolidayCurrency:50,0
697,36,6,6,24,12,13,HolidayCurrency:25,0
698,36,6,6,24,12,13,HolidayCurrency:25,0
699,36,6,6,24,12,13,HolidayCurrency:25,0
700,36,6,6,21,15,13,HolidayCurrency:50,0
701,36,6,6,24,12,13,HolidayCurrency:25,0
702,36,6,6,24,12,13,HolidayCurrency:25,0
703,36,6,6,24,12,13,HolidayCurrency:25,0
704,36,6,6,17,19,12,HolidayCurrency:75,0
705,36,6,6,24,12,13,HolidayCurrency:25,0
706,36,6,6,24,12,13,HolidayCurrency:25,0
707,36,6,6,24,12,14,HolidayCurrency:25,0
708,36,6,6,21,15,13,HolidayCurrency:50,0
709,36,6,6,24,12,14,HolidayCurrency:25,0
710,36,6,6,24,12,14,HolidayCurrency:25,0
711,36,6,6,24,12,14,HolidayCurrency:25,0
712,36,6,6,21,15,14,HolidayCurrency:50,0
713,36,6,6,24,12,14,HolidayCurrency:25,0
714,36,6,6,24,12,14,HolidayCurrency:25,0
715,36,6,6,24,12,14,HolidayCurrency:25,0
716,36,6,6,21,15,14,HolidayCurrency:50,0
717,36,6,6,24,12,14,HolidayCurrency:25,0
718,36,6,6,24,12,14,HolidayCurrency:25,0
719,36,6,6,24,12,14,HolidayCurrency:25,0
720,36,6,6,17,19,12,HolidayCurrency:75,0
721,36,6,6,24,12,14,HolidayCurrency:25,0
722,36,6,6,24,12,14,HolidayCurrency:25,0
723,36,6,6,24,12,14,HolidayCurrency:25,0
724,36,6,6,20,16,13,HolidayCurrency:50,0
725,36,6,6,24,12,14,HolidayCurrency:25,0
726,36,6,6,24,12,14,HolidayCurrency:25,0
727,36,6,6,24,12,14,HolidayCurrency:25,0
728,36,6,6,20,16,13,HolidayCurrency:50,0
729,36,6,6,24,12,14,HolidayCurrency:25,0
730,36,6,6,24,12,14,HolidayCurrency:25,0
731,36,6,6,24,12,14,HolidayCurrency:25,0
732,36,6,6,20,16,13,HolidayCurrency:50,0
733,36,6,6,24,12,14,HolidayCurrency:25,0
734,36,6,6,24,12,14,HolidayCurrency:25,0
735,36,6,6,24,12,14,HolidayCurrency:25,0
736,36,6,6,17,19,13,HolidayCurrency:75,0
737,36,6,6,24,12,14,HolidayCurrency:25,0
738,36,6,6,24,12,14,HolidayCurrency:25,0
739,36,6,6,24,12,14,HolidayCurrency:25,0
740,36,6,6,20,16,13,HolidayCurrency:50,0
741,36,6,6,24,12,14,HolidayCurrency:25,0
742,36,6,6,24,12,14,HolidayCurrency:25,0
743,36,6,6,24,12,14,HolidayCurrency:25,0
744,36,6,6,20,16,13,HolidayCurrency:50,0
745,36,6,6,24,12,14,HolidayCurrency:25,0
746,36,6,6,24,12,14,HolidayCurrency:25,0
747,36,6,6,24,12,14,HolidayCurrency:25,0
748,36,6,6,20,16,13,HolidayCurrency:50,0
749,36,6,6,24,12,14,HolidayCurrency:25,0
750,36,6,6,24,12,14,HolidayCurrency:25,0
751,36,6,6,24,12,14,HolidayCurrency:25,0
752,36,6,6,17,19,13,HolidayCurrency:75,0
753,36,6,6,24,12,14,HolidayCurrency:25,0
754,36,6,6,24,12,14,HolidayCurrency:25,0
755,36,6,6,24,12,14,HolidayCurrency:25,0
756,36,6,6,20,16,13,HolidayCurrency:50,0
757,36,6,6,24,12,14,HolidayCurrency:25,0
758,36,6,6,24,12,14,HolidayCurrency:25,0
759,36,6,6,24,12,14,HolidayCurrency:25,0
760,36,6,6,20,16,13,HolidayCurrency:50,0
761,36,6,6,24,12,14,HolidayCurrency:25,0
762,36,6,6,24,12,14,HolidayCurrency:25,0
763,36,6,6,24,12,14,HolidayCurrency:25,0
764,36,6,6,20,16,13,HolidayCurrency:50,0
765,36,6,6,24,12,14,HolidayCurrency:25,0
766,36,6,6,24,12,14,HolidayCurrency:25,0
767,36,6,6,24,12,14,HolidayCurrency:25,0
768,36,6,6,17,19,13,HolidayCurrency:75,0
769,36,6,6,24,12,14,HolidayCurrency:25,0
770,36,6,6,24,12,14,HolidayCurrency:25,0
771,36,6,6,24,12,14,HolidayCurrency:25,0
772,36,6,6,20,16,13,HolidayCurrency:50,0
773,36,6,6,24,12,14,HolidayCurrency:25,0
774,36,6,6,24,12,14,HolidayCurrency:25,0
775,36,6,6,24,12,14,HolidayCurrency:25,0
776,36,6,6,20,16,14,HolidayCurrency:50,0
777,36,6,6,24,12,14,HolidayCurrency:25,0
778,36,6,6,24,12,14,HolidayCurrency:25,0
779,36,6,6,24,12,14,HolidayCurrency:25,0
780,36,6,6,20,16,14,HolidayCurrency:50,0
781,36,6,6,24,12,14,HolidayCurrency:25,0
782,36,6,6,24,12,14,HolidayCurrency:25,0
783,36,6,6,24,12,14,HolidayCurrency:25,0
784,36,6,6,16,20,12,HolidayCurrency:75,0
785,36,6,6,24,12,14,HolidayCurrency:25,0
786,36,6,6,24,12,14,HolidayCurrency:25,0
787,36,6,6,24,12,14,HolidayCurrency:25,0
788,36,6,6,20,16,14,HolidayCurrency:50,0
789,36,6,6,24,12,14,HolidayCurrency:25,0
790,36,6,6,24,12,15,HolidayCurrency:25,0
791,36,6,6,24,12,15,HolidayCurrency:25,0
792,36,6,6,20,16,14,HolidayCurrency:50,0
793,36,6,6,24,12,15,HolidayCurrency:25,0
794,36,6,6,24,12,15,HolidayCurrency:25,0
795,36,6,6,24,12,15,HolidayCurrency:25,0
796,36,6,6,20,16,14,HolidayCurrency:50,0
797,36,6,6,24,12,15,HolidayCurrency:25,0
798,36,6,6,24,12,15,HolidayCurrency:25,0
799,36,6,6,24,12,15,HolidayCurrency:25,0
800,36,6,6,16,20,12,HolidayCurrency:75,0
801,36,6,6,23,13,14,HolidayCurrency:25,0
802,36,6,6,23,13,14,HolidayCurrency:25,0
803,36,6,6,23,13,14,HolidayCurrency:25,0
804,36,6,6,20,16,14,HolidayCurrency:50,0
805,36,6,6,23,13,14,HolidayCurrency:25,0
806,36,6,6,23,13,14,HolidayCurrency:25,0
807,36,6,6,23,13,14,HolidayCurrency:25,0
808,36,6,6,20,16,14,HolidayCurrency:50,0
809,36,6,6,23,13,14,HolidayCurrency:25,0
810,36,6,6,23,13,14,HolidayCurrency:25,0
811,36,6,6,23,13,14,HolidayCurrency:25,0
812,36,6,6,20,16,14,HolidayCurrency:50,0
813,36,6,6,23,13,14,HolidayCurrency:25,0
814,36,6,6,23,13,14,HolidayCurrency:25,0
815,36,6,6,23,13,14,HolidayCurrency:25,0
816,36,6,6,16,20,12,HolidayCurrency:75,0
817,36,6,6,23,13,14,HolidayCurrency:25,0
818,36,6,6,23,13,14,HolidayCurrency:25,0
819,36,6,6,23,13,14,HolidayCurrency:25,0
820,36,6,6,20,16,14,HolidayCurrency:50,0
821,36,6,6,23,13,14,HolidayCurrency:25,0
822,36,6,6,23,13,14,HolidayCurrency:25,0
823,36,6,6,23,13,14,HolidayCurrency:25,0
824,36,6,6,20,16,14,HolidayCurrency:50,0
825,36,6,6,23,13,14,HolidayCurrency:25,0
826,36,6,6,23,13,14,HolidayCurrency:25,0
827,36,6,6,23,13,14,HolidayCurrency:25,0
828,36,6,6,20,16,14,HolidayCurrency:50,0
829,36,6,6,23,13,14,HolidayCurrency:25,0
830,36,6,6,23,13,14,HolidayCurrency:25,0
831,36,6,6,23,13,14,HolidayCurrency:25,0
832,36,6,6,16,20,13,HolidayCurrency:75,0
833,36,6,6,23,13,14,HolidayCurrency:25,0
834,36,6,6,23,13,14,HolidayCurrency:25,0
835,36,6,6,23,13,14,HolidayCurrency:25,0
836,36,6,6,20,16,14,HolidayCurrency:50,0
837,36,6,6,23,13,14,HolidayCurrency:25,0
838,36,6,6,23,13,14,HolidayCurrency:25,0
839,36,6,6,23,13,14,HolidayCurrency:25,0
840,36,6,6,20,16,14,HolidayCurrency:50,0
841,36,6,6,23,13,15,HolidayCurrency:25,0
842,36,6,6,23,13,15,HolidayCurrency:25,0
843,36,6,6,23,13,15,HolidayCurrency:25,0
844,36,6,6,20,16,14,HolidayCurrency:50,0
845,36,6,6,23,13,15,HolidayCurrency:25,0
