ResearchID,Index,Bonus,Row,Notes,RequiredResearchID,ResearchPointsPerLevel,MaxLevel,BonusType,Type,BaseEffect,EffectPerLevel,GrowthExpo
231,231,TRUE,44,"225,226,1071,232,236,1073","225,226,232,236",100,30,GemstoneLevel,Maingame,0.00,1.00,0.0000
232,232,TRUE,44,"226,1070,231,1072,1073,238","226,231,238",100,30,GemstoneLevel,Maingame,0.00,1.00,0.0000
1072,233,FALSE,44,"1070,228,232,234,238,239","228,232,234,238,239",100,20,None,None,0.00,0.00,0.0000
234,234,TRUE,44,"228,229,1072,235,239,240","228,229,235,239,240",100,20,AllDamage,Maingame,0.00,0.00,10.3180
235,235,TRUE,44,"229,234,240","229,234,240",100,20,GoldAll,Maingame,0.00,0.00,10.3180
236,236,TRUE,45,"1071,231,1073,241,1074","231,241",102,20,SlashBoost,Maingame,0.00,0.00,10.7241
1073,237,FALSE,45,"231,232,236,238,1074,243","231,232,236,238,243",102,20,None,None,0.00,0.00,0.0000
238,238,TRUE,45,"232,1072,1073,239,243,244","232,239,243,244",102,30,GemstoneLevel,Maingame,0.00,1.00,0.0000
239,239,TRUE,45,"1072,234,238,240,244,1075","234,238,240,244",102,20,AllDamage,Maingame,0.00,0.00,10.7241
240,240,TRUE,45,"234,235,239,1075,246","234,235,239,246",102,30,GemstoneLevel,Maingame,0.00,1.00,0.0000
241,241,TRUE,46,"236,1074,247","236,247",104,20,HelperBoostSkillAmount,Maingame,0.00,0.00,11.1457
1074,242,FALSE,46,"236,1073,241,243,247,248","236,241,243,247,248",104,20,None,None,0.00,0.00,0.0000
243,243,TRUE,46,"1073,238,1074,244,248,249","238,244,248,249",104,20,JackpotGold,Maingame,0.00,0.00,11.1457
244,244,TRUE,46,"238,239,243,1075,249,250","238,239,243,249,250",104,30,GemstoneLevel,Maingame,0.00,1.00,0.0000
1075,245,FALSE,46,"239,240,244,246,250,251","239,240,244,246,250,251",104,20,None,None,0.00,0.00,0.0000
246,246,TRUE,46,"240,1075,251","240,251",104,20,ArmorBoost,Maingame,0.00,0.00,11.1457
247,247,TRUE,47,"241,1074,248,1076,1077","241,248",106,20,GoldAll,Maingame,0.00,0.00,11.5838
248,248,TRUE,47,"1074,243,247,249,1077,254","243,247,249,254",106,20,AllHelperDamage,Maingame,0.00,0.00,11.5838
249,249,TRUE,47,"243,244,248,250,254,255","243,244,248,250,254,255",106,30,GemstoneLevel,Maingame,0.00,1.00,0.0000
250,250,TRUE,47,"244,1075,249,251,255,1078","244,249,251,255",106,30,GemstoneLevel,Maingame,0.00,1.00,0.0000
251,251,TRUE,47,"1075,246,250,1078,1079","246,250",106,20,AuraBoost,Maingame,0.00,0.00,11.5838
1076,252,FALSE,48,"247,1077,258","247,258",108,20,None,None,0.00,0.00,0.0000
1077,253,FALSE,48,"247,248,1076,254,258,259","247,248,254,258,259",108,20,None,None,0.00,0.00,0.0000
254,254,TRUE,48,"248,249,1077,255,259,260","248,249,255,259,260",108,20,GoldAll,Maingame,0.00,0.00,12.0392
255,255,TRUE,48,"249,250,254,1078,260,1080","249,250,254,260",108,30,GemstoneLevel,Maingame,0.00,1.00,0.0000
1078,256,FALSE,48,"250,251,255,1079,1080,262","250,251,255,262",108,20,None,None,0.00,0.00,0.0000
1079,257,FALSE,48,"251,1078,262","251,262",108,20,None,None,0.00,0.00,0.0000
258,258,TRUE,49,"1076,1077,259,263,264","259,263,264",110,20,BurstDamageSkillAmount,Maingame,0.00,0.00,12.5128
259,259,TRUE,49,"1077,254,258,260,264,1081","254,258,260,264",110,30,GemstoneLevel,Maingame,0.00,1.00,0.0000
260,260,TRUE,49,"254,255,259,1080,1081,266","254,255,259,266",110,30,GemstoneLevel,Maingame,0.00,1.00,0.0000
1080,261,FALSE,49,"255,1078,260,262,266,1082","255,260,262,266",110,20,None,None,0.00,0.00,0.0000
262,262,TRUE,49,"1078,1079,1080,1082,268",268,110,20,AllDamage,Maingame,0.00,0.00,12.5128
263,263,TRUE,50,"258,264,269","258,264,269",112,20,CritDamage,Maingame,0.00,0.00,13.0055
264,264,TRUE,50,"258,259,263,1081,269,1083","258,259,263,269",112,30,GemstoneLevel,Maingame,0.00,1.00,0.0000
1081,265,FALSE,50,"259,260,264,266,1083,1084","259,260,264,266",112,20,None,None,0.00,0.00,0.0000
266,266,TRUE,50,"260,1080,1081,1082,1084,272","260,272",112,20,TapDamage,Maingame,0.00,0.00,13.0055
1082,267,FALSE,50,"1080,262,266,268,272,273","262,266,268,272,273",112,20,None,None,0.00,0.00,0.0000
268,268,TRUE,50,"262,1082,273","262,273",112,20,SwordAttackDamage,Maingame,0.00,0.00,13.0055
269,269,TRUE,51,"263,264,1083,274,275","263,264,274,275",114,30,GemstoneLevel,Maingame,0.00,1.00,0.0000
1083,270,FALSE,51,"264,1081,269,1084,275,1085","264,269,275",114,20,None,None,0.00,0.00,0.0000
1084,271,FALSE,51,"1081,266,1083,272,1085,1086","266,272",114,20,None,None,0.00,0.00,0.0000
272,272,TRUE,51,"266,1082,1084,273,1086,1087","266,273",114,30,GemstoneLevel,Maingame,0.00,1.00,0.0000
273,273,TRUE,51,"1082,268,272,1087,279","268,272,279",114,20,HandOfMidasSkillAmount,Maingame,0.00,0.00,13.5183
274,274,TRUE,52,"269,275,280","269,275,280",116,20,AllDamage,Maingame,0.00,0.00,14.0524
275,275,TRUE,52,"269,1083,274,1085,280,281","269,274,280,281",116,30,GemstoneLevel,Maingame,0.00,1.00,0.0000
1085,276,FALSE,52,"1083,1084,275,1086,281,1088","275,281",116,20,None,None,0.00,0.00,0.0000
1086,277,FALSE,52,"1084,272,1085,1087,1088,1089",272,116,20,None,None,0.00,0.00,0.0000
1087,278,FALSE,52,"272,273,1086,279,1089,284","272,273,279,284",116,20,None,None,0.00,0.00,0.0000
279,279,TRUE,52,"273,1087,284","273,284",116,20,SwordAttackDamage,Maingame,0.00,0.00,14.0524
280,280,TRUE,53,"274,275,281,285,1090","274,275,281,285",118,20,SlashBoost,Maingame,0.00,0.00,14.6089
281,281,TRUE,53,"275,1085,280,1088,1090,287","275,280,287",118,30,GemstoneLevel,Maingame,0.00,1.00,0.0000
1088,282,FALSE,53,"1085,1086,281,1089,287,1091","281,287",118,20,None,None,0.00,0.00,0.0000
1089,283,FALSE,53,"1086,1087,1088,284,1091,1092",284,118,20,None,None,0.00,0.00,0.0000
284,284,TRUE,53,"1087,279,1089,1092,290","279,290",118,20,PetDamage,Maingame,0.00,0.00,14.6089
285,285,TRUE,54,"280,1090,291","280,291",120,20,AllDamage,Maingame,0.00,0.00,15.1890
1090,286,FALSE,54,"280,281,285,287,291,292","280,281,285,287,291,292",120,20,None,None,0.00,0.00,0.0000
287,287,TRUE,54,"281,1088,1090,1091,292,293","281,292,293",120,30,GemstoneLevel,Maingame,0.00,1.00,0.0000
1091,288,FALSE,54,"1088,1089,287,1092,293,1093","287,293",120,20,None,None,0.00,0.00,0.0000
1092,289,FALSE,54,"1089,284,1091,290,1093,295","284,290,295",120,20,None,None,0.00,0.00,0.0000
290,290,TRUE,54,"284,1092,295","284,295",120,20,HelmetBoost,Maingame,0.00,0.00,15.1890
291,291,TRUE,55,"285,1090,292,296,297","285,292,296,297",122,20,GoldAll,Maingame,0.00,0.00,15.7941
292,292,TRUE,55,"1090,287,291,293,297,298","287,291,293,297,298",122,30,GemstoneLevel,Maingame,0.00,1.00,0.0000
293,293,TRUE,55,"287,1091,292,1093,298,299","287,292,298,299",122,30,GemstoneLevel,Maingame,0.00,1.00,0.0000
1093,294,FALSE,55,"1091,1092,293,295,299,300","293,295,299,300",122,20,None,None,0.00,0.00,0.0000
295,295,TRUE,55,"1092,290,1093,300,301","290,300,301",122,20,GoldSpecialty,Maingame,0.00,0.00,15.7941
296,296,TRUE,56,"291,297,302","291,297,302",124,20,AllDamage,Maingame,0.00,0.00,16.4255
297,297,TRUE,56,"291,292,296,298,302,303","291,292,296,298,302,303",124,30,GemstoneLevel,Maingame,0.00,1.00,0.0000
298,298,TRUE,56,"292,293,297,299,303,1094","292,293,297,299,303",124,20,GroundHelperDamage,Maingame,0.00,0.00,16.4255
299,299,TRUE,56,"293,1093,298,300,1094,305","293,298,300,305",124,30,GemstoneLevel,Maingame,0.00,1.00,0.0000
300,300,TRUE,56,"1093,295,299,301,305,306","295,299,301,305,306",124,10,Enemy5BaseDamage,Raid,0.00,1.00,0.0000
301,301,TRUE,56,"295,300,306","295,300,306",124,20,FlyingHelperDamage,Maingame,0.00,0.00,16.4255
302,302,TRUE,57,"296,297,303,1095,308","296,297,303,308",126,20,ChestAmount,Maingame,0.00,0.00,17.0849
303,303,TRUE,57,"297,298,302,1094,308,309","297,298,302,308,309",126,20,AllDamage,Maingame,0.00,0.00,17.0849
1094,304,FALSE,57,"298,299,303,305,309,310","298,299,303,305,309,310",126,20,None,None,0.00,0.00,0.0000
305,305,TRUE,57,"299,300,1094,306,310,311","299,300,306,310,311",126,30,GemstoneLevel,Maingame,0.00,1.00,0.0000
306,306,TRUE,57,"300,301,305,311,312","300,301,305,311,312",126,10,Enemy6BaseDamage,Raid,0.00,1.00,0.0000
1095,307,FALSE,58,"302,308,313","302,308,313",128,20,None,None,0.00,0.00,0.0000
308,308,TRUE,58,"302,303,1095,309,313,314","302,303,309,313,314",128,10,Enemy7BaseDamage,Raid,0.00,1.00,0.0000
309,309,TRUE,58,"303,1094,308,310,314,1096","303,308,310,314",128,10,Enemy8BaseDamage,Raid,0.00,1.00,0.0000
310,310,TRUE,58,"1094,305,309,311,1096,316","305,309,311,316",128,10,Enemy3BaseDamage,Raid,0.00,1.00,0.0000
311,311,TRUE,58,"305,306,310,312,316,317","305,306,310,312,316,317",128,30,GemstoneLevel,Maingame,0.00,1.00,0.0000
312,312,TRUE,58,"306,311,317","306,311,317",128,10,Enemy4BaseDamage,Raid,0.00,1.00,0.0000
313,313,TRUE,59,"1095,308,314,318,1097","308,314,318",130,20,GoldAll,Maingame,0.00,0.00,18.4939
314,314,TRUE,59,"308,309,313,1096,1097,1098","308,309,313",130,10,Enemy1BaseDamage,Raid,0.00,1.00,0.0000
1096,315,FALSE,59,"309,310,314,316,1098,321","309,310,314,316,321",130,20,None,None,0.00,0.00,0.0000
316,316,TRUE,59,"310,311,1096,317,321,322","310,311,317,321,322",130,30,GemstoneLevel,Maingame,0.00,1.00,0.0000
317,317,TRUE,59,"311,312,316,322,323","311,312,316,322,323",130,10,Enemy2BaseDamage,Raid,0.00,1.00,0.0000
318,318,TRUE,60,"313,1097,1099",313,132,20,AllDamage,Maingame,0.00,0.00,19.2472
1097,319,FALSE,60,"313,314,318,1098,1099,325","313,314,318,325",132,20,None,None,0.00,0.00,0.0000
1098,320,FALSE,60,"314,1096,1097,321,325,1100","314,321,325",132,20,None,None,0.00,0.00,0.0000
321,321,TRUE,60,"1096,316,1098,322,1100,327","316,322,327",132,10,HeadArmorBaseDamage,Raid,0.00,1.00,0.0000
322,322,TRUE,60,"316,317,321,323,327,328","316,317,321,323,327,328",132,30,GemstoneLevel,Maingame,0.00,1.00,0.0000
323,323,TRUE,60,"317,322,328","317,322,328",132,10,LimbArmorBaseDamage,Raid,0.00,1.00,0.0000
1099,324,FALSE,61,"318,1097,325,329,1101","318,325,329",134,20,None,None,0.00,0.00,0.0000
325,325,TRUE,61,"1097,1098,1099,1100,1101,331",331,134,10,TorsoArmorBaseDamage,Raid,0.00,1.00,0.0000
1100,326,FALSE,61,"1098,321,325,327,331,332","321,325,327,331,332",134,20,None,None,0.00,0.00,0.0000
327,327,TRUE,61,"321,322,1100,328,332,333","321,322,328,332,333",134,30,GemstoneLevel,Maingame,0.00,1.00,0.0000
328,328,TRUE,61,"322,323,327,333,334","322,323,327,333,334",134,20,BossDamage,Maingame,0.00,0.00,20.0357
329,329,TRUE,62,"1099,1101,335",335,136,10,Enemy1BaseDamage,Raid,0.00,1.00,0.0000
1101,330,FALSE,62,"1099,325,329,331,335,1102","325,329,331,335",136,20,None,None,0.00,0.00,0.0000
331,331,TRUE,62,"325,1100,1101,332,1102,337","325,332,337",136,20,TitanDamage,Maingame,0.00,0.00,20.8614
332,332,TRUE,62,"1100,327,331,333,337,338","327,331,333,337,338",136,30,GemstoneLevel,Maingame,0.00,1.00,0.0000
333,333,TRUE,62,"327,328,332,334,338,339","327,328,332,334,338,339",136,20,KnightBonusBoost,Maingame,0.00,0.00,20.8614
334,334,TRUE,62,"328,333,339","328,333,339",136,20,TapDamage,Maingame,0.00,0.00,20.8614
335,335,TRUE,63,"329,1101,1102,340,341","329,340,341",138,10,Enemy2BaseDamage,Raid,0.00,1.00,0.0000
1102,336,FALSE,63,"1101,331,335,337,341,1103","331,335,337,341",138,20,None,None,0.00,0.00,0.0000
337,337,TRUE,63,"331,332,1102,338,1103,343","331,332,338,343",138,30,GemstoneLevel,Maingame,0.00,1.00,0.0000
338,338,TRUE,63,"332,333,337,339,343,344","332,333,337,339,343,344",138,10,LimbBodyBaseDamage,Raid,0.00,1.00,0.0000
339,339,TRUE,63,"333,334,338,344,345","333,334,338,344,345",138,10,TorsoBodyBaseDamage,Raid,0.00,1.00,0.0000
340,340,TRUE,64,"335,341,346","335,341,346",140,10,Enemy3BaseDamage,Raid,0.00,1.00,0.0000
341,341,TRUE,64,"335,1102,340,1103,346,347","335,340,346,347",140,10,Enemy4BaseDamage,Raid,0.00,1.00,0.0000
1103,342,FALSE,64,"1102,337,341,343,347,348","337,341,343,347,348",140,20,None,None,0.00,0.00,0.0000
343,343,TRUE,64,"337,338,1103,344,348,349","337,338,344,348,349",140,10,HeadBodyBaseDamage,Raid,0.00,1.00,0.0000
344,344,TRUE,64,"338,339,343,345,349,350","338,339,343,345,349,350",140,30,GemstoneLevel,Maingame,0.00,1.00,0.0000
345,345,TRUE,64,"339,344,350","339,344,350",140,20,AllDamage,Maingame,0.00,0.00,22.6341
346,346,TRUE,65,"340,341,347,1104,352","340,341,347,352",142,10,Enemy5BaseDamage,Raid,0.00,1.00,0.0000
347,347,TRUE,65,"341,1103,346,348,352,1105","341,346,348,352",142,30,GemstoneLevel,Maingame,0.00,1.00,0.0000
348,348,TRUE,65,"1103,343,347,349,1105,1106","343,347,349",142,30,GemstoneLevel,Maingame,0.00,1.00,0.0000
349,349,TRUE,65,"343,344,348,350,1106,355","343,344,348,350,355",142,30,GemstoneLevel,Maingame,0.00,1.00,0.0000
350,350,TRUE,65,"344,345,349,355,356","344,345,349,355,356",142,20,CritBoostSkillAmount,Maingame,0.00,0.00,23.5862
1104,351,FALSE,66,"346,352,357","346,352,357",144,20,None,None,0.00,0.00,0.0000
352,352,TRUE,66,"346,347,1104,1105,357,358","346,347,357,358",144,30,GemstoneLevel,Maingame,0.00,1.00,0.0000
1105,353,FALSE,66,"347,348,352,1106,358,1107","347,348,352,358",144,20,None,None,0.00,0.00,0.0000
1106,354,FALSE,66,"348,349,1105,355,1107,1108","348,349,355",144,20,None,None,0.00,0.00,0.0000
355,355,TRUE,66,"349,350,1106,356,1108,1109","349,350,356",144,20,AlchemistBonusBoost,Maingame,0.00,0.00,24.5858
356,356,TRUE,66,"350,355,1109","350,355",144,20,AllActiveSkillAmount,Maingame,0.00,0.00,24.5858
357,357,TRUE,67,"1104,352,358,362,363","352,358,362,363",146,10,Enemy7BaseDamage,Raid,0.00,1.00,0.0000
358,358,TRUE,67,"352,1105,357,1107,363,364","352,357,363,364",146,30,GemstoneLevel,Maingame,0.00,1.00,0.0000
1107,359,FALSE,67,"1105,1106,358,1108,364,1110","358,364",146,20,None,None,0.00,0.00,0.0000
1108,360,FALSE,67,"1106,355,1107,1109,1110,1111",355,146,20,None,None,0.00,0.00,0.0000
1109,361,FALSE,67,"355,356,1108,1111,367","355,356,367",146,20,None,None,0.00,0.00,0.0000
362,362,TRUE,68,"357,363,1112","357,363",148,10,Enemy6BaseDamage,Raid,0.00,1.00,0.0000
363,363,TRUE,68,"357,358,362,364,1112,369","357,358,362,364,369",148,30,GemstoneLevel,Maingame,0.00,1.00,0.0000
364,364,TRUE,68,"358,1107,363,1110,369,370","358,363,369,370",148,10,Enemy8BaseDamage,Raid,0.00,1.00,0.0000
1110,365,FALSE,68,"1107,1108,364,1111,370,1113","364,370",148,20,None,None,0.00,0.00,0.0000
1111,366,FALSE,68,"1108,1109,1110,367,1113,372","367,372",148,20,None,None,0.00,0.00,0.0000
367,367,TRUE,68,"1109,1111,372",372,148,20,RogueBonusBoost,Maingame,0.00,0.00,26.7404
1112,368,FALSE,69,"362,363,369,373,374","362,363,369,373,374",150,20,None,None,0.00,0.00,0.0000
369,369,TRUE,69,"363,364,1112,370,374,375","363,364,370,374,375",150,30,GemstoneLevel,Maingame,0.00,1.00,0.0000
370,370,TRUE,69,"364,1110,369,1113,375,1114","364,369,375",150,20,GoldAll,Maingame,0.00,0.00,27.9022
1113,371,FALSE,69,"1110,1111,370,372,1114,377","370,372,377",150,20,None,None,0.00,0.00,0.0000
372,372,TRUE,69,"1111,367,1113,377,378","367,377,378",150,20,GoldBoss,Maingame,0.00,0.00,27.9022
373,373,TRUE,70,"1112,374,1115",374,152,20,SorcererBonusBoost,Maingame,0.00,0.00,29.1253
374,374,TRUE,70,"1112,369,373,375,1115,380","369,373,375,380",152,20,AllDamage,Maingame,0.00,0.00,29.1253
375,375,TRUE,70,"369,370,374,1114,380,381","369,370,374,380,381",152,30,GemstoneLevel,Maingame,0.00,1.00,0.0000
1114,376,FALSE,70,"370,1113,375,377,381,382","370,375,377,381,382",152,20,None,None,0.00,0.00,0.0000
377,377,TRUE,70,"1113,372,1114,378,382,1116","372,378,382",152,20,SwordBoost,Maingame,0.00,0.00,29.1253
378,378,TRUE,70,"372,377,1116","372,377",152,20,PaladinBonusBoost,Maingame,0.00,0.00,29.1253
1115,379,FALSE,71,"373,374,380,1117,1118","373,374,380",154,20,None,None,0.00,0.00,0.0000
380,380,TRUE,71,"374,375,1115,381,1118,386","374,375,381,386",154,20,JackpotGold,Maingame,0.00,0.00,30.4139
381,381,TRUE,71,"375,1114,380,382,386,387","375,380,382,386,387",154,30,GemstoneLevel,Maingame,0.00,1.00,0.0000
382,382,TRUE,71,"1114,377,381,1116,387,1119","377,381,387",154,20,AllDamage,Maingame,0.00,0.00,30.4139
1116,383,FALSE,71,"377,378,382,1119,1120","377,378,382",154,20,None,None,0.00,0.00,0.0000
1117,384,FALSE,72,"1115,1118,",392,156,20,None,None,0.00,0.00,0.0000
1118,385,FALSE,72,"1115,380,1117,386,,","380,386",156,20,None,None,0.00,0.00,0.0000
386,386,TRUE,72,"380,381,1118,387,,","380,381,387",156,20,CritDamage,Maingame,0.00,0.00,31.7724
387,387,TRUE,72,"381,382,386,1119,,","381,382,386",156,20,GoldAll,Maingame,0.00,0.00,31.7724
1119,388,FALSE,72,"382,1116,387,1120,,","382,387",156,20,None,None,0.00,0.00,0.0000
1120,389,FALSE,72,"1116,1119,",392,156,20,None,None,0.00,0.00,0.0000
