Ascension,Level,AmountMelee,PrecalculatedAmountMelee,AmountRanged,PrecalculatedAmountRanged,AmountSpell,PrecalculatedAmountSpell,Melee Total MAGs,Ranged Total MAGs,Spell Total MAGs
2,490,4,3.96E+12,2,8.39E+06,3,3.22E+08,12.60,6.92,8.51
2,520,4,1.59E+13,2,1.68E+07,3,9.67E+08,13.20,7.22,8.99
2,550,4,6.34E+13,2,3.36E+07,3,2.90E+09,13.80,7.53,9.46
2,580,4,2.54E+14,2,6.71E+07,3,8.71E+09,14.40,7.83,9.94
2,610,4,1.01E+15,2,1.34E+08,3,2.61E+10,15.01,8.13,10.42
2,640,4,4.06E+15,2,2.68E+08,4,1.04E+11,15.61,8.43,11.02
2,670,4,1.62E+16,2,5.37E+08,4,4.18E+11,16.21,8.73,11.62
2,700,4,6.49E+16,2,1.07E+09,4,1.67E+12,16.81,9.03,12.22
2,730,4,2.60E+17,2,2.15E+09,4,6.69E+12,17.41,9.33,12.83
2,760,4,1.04E+18,2,4.29E+09,5,3.34E+13,18.02,9.63,13.52
2,790,4,4.16E+18,2,8.59E+09,5,1.67E+14,18.62,9.93,14.22
2,820,4,1.66E+19,2,1.72E+10,5,8.36E+14,19.22,10.24,14.92
2,850,4,6.65E+19,2,3.44E+10,5,4.18E+15,19.82,10.54,15.62
2,880,4,2.66E+20,2,6.87E+10,6,2.51E+16,20.42,10.84,16.40
2,910,4,1.06E+21,2,1.37E+11,6,1.50E+17,21.03,11.14,17.18
2,940,4,4.25E+21,2,2.75E+11,7,1.05E+18,21.63,11.44,18.02
2,970,4,1.70E+22,2,5.50E+11,8,8.43E+18,22.23,11.74,18.93
2,1000,1000,1.70E+25,1.00E+16,5.50E+27,1.00E+02,8.43E+20,25.23,27.74,20.93
2,1040,15,2.55E+26,3,1.65E+28,5,4.21E+21,26.41,28.22,21.62
2,1080,15,3.83E+27,3,4.95E+28,5,2.11E+22,27.58,28.69,22.32
2,1120,14,5.36E+28,3,1.48E+29,5,1.05E+23,28.73,29.17,23.02
2,1160,14,7.51E+29,3,4.45E+29,7,7.37E+23,29.88,29.65,23.87
2,1200,13,9.76E+30,3,1.34E+30,7,5.16E+24,30.99,30.13,24.71
2,1240,13,1.27E+32,3,4.01E+30,7,3.61E+25,32.10,30.60,25.56
2,1280,13,1.65E+33,3,1.20E+31,9,3.25E+26,33.22,31.08,26.51
2,1320,12,1.98E+34,3,3.61E+31,9,2.93E+27,34.30,31.56,27.47
2,1360,12,2.37E+35,3,1.08E+32,9,2.63E+28,35.38,32.03,28.42
2,1400,11,2.61E+36,3,3.25E+32,11,2.90E+29,36.42,32.51,29.46
2,1440,11,2.87E+37,3,9.74E+32,11,3.19E+30,37.46,32.99,30.50
2,1480,10,2.87E+38,3,2.92E+33,11,3.51E+31,38.46,33.47,31.54
2,1520,10,2.87E+39,3,8.76E+33,13,4.56E+32,39.46,33.94,32.66
2,1560,9,2.59E+40,3,2.63E+34,13,5.92E+33,40.41,34.42,33.77
2,1600,9,2.33E+41,3,7.89E+34,13,7.70E+34,41.37,34.90,34.89
2,1640,8,1.86E+42,3,2.37E+35,15,1.16E+36,42.27,35.37,36.06
2,1680,8,1.49E+43,3,7.10E+35,15,1.73E+37,43.17,35.85,37.24
2,1720,7,1.04E+44,3,2.13E+36,15,2.60E+38,44.02,36.33,38.41
2,1760,7,7.30E+44,3,6.39E+36,17,4.42E+39,44.86,36.81,39.65
2,1800,6,4.38E+45,3,1.92E+37,17,7.51E+40,45.64,37.28,40.88
2,1840,6,2.63E+46,3,5.75E+37,17,1.28E+42,46.42,37.76,42.11
2,1880,5,1.31E+47,3,1.73E+38,19,2.43E+43,47.12,38.24,43.38
2,1920,5,6.57E+47,3,5.18E+38,19,4.61E+44,47.82,38.71,44.66
2,1960,4,2.63E+48,3,1.55E+39,19,8.76E+45,48.42,39.19,45.94
2,2000,100,2.63E+50,1.00E+14,1.55E+53,1.00E+02,8.76E+47,50.42,53.19,47.94
2,2050,50,1.31E+52,6,9.32E+53,2,1.75E+48,52.12,53.97,48.24
2,2100,45,5.91E+53,6,5.59E+54,2,3.50E+48,53.77,54.75,48.54
2,2150,40,2.36E+55,6,3.35E+55,2,7.01E+48,55.37,55.53,48.85
2,2200,35,8.28E+56,6,2.01E+56,2,1.40E+49,56.92,56.30,49.15
2,2250,30,2.48E+58,6,1.21E+57,5,7.01E+49,58.39,57.08,49.85
2,2300,25,6.21E+59,6,7.24E+57,10,7.01E+50,59.79,57.86,50.85
2,2350,20,1.24E+61,6,4.35E+58,15,1.05E+52,61.09,58.64,52.02
2,2400,15,1.86E+62,6,2.61E+59,20,2.10E+53,62.27,59.42,53.32
2,2450,10,1.86E+63,6,1.56E+60,30,6.31E+54,63.27,60.19,54.80
2,2500,8,1.49E+64,6,9.39E+60,40,2.52E+56,64.17,60.97,56.40
2,2550,6,8.94E+64,6,5.63E+61,50,1.26E+58,64.95,61.75,58.10
2,2600,4,3.58E+65,6,3.38E+62,60,7.57E+59,65.55,62.53,59.88
2,2650,4,1.43E+66,6,2.03E+63,70,5.30E+61,66.16,63.31,61.72
2,2700,3,4.29E+66,6,1.22E+64,80,4.24E+63,66.63,64.09,63.63
2,2750,3,1.29E+67,6,7.30E+64,90,3.81E+65,67.11,64.86,65.58
2,2800,3,3.86E+67,6,4.38E+65,100,3.81E+67,67.59,65.64,67.58
2,2850,2,7.72E+67,6,2.63E+66,100,3.81E+69,67.89,66.42,69.58
2,2900,2,1.54E+68,6,1.58E+67,100,3.81E+71,68.19,67.20,71.58
2,2950,2,3.09E+68,6,9.46E+67,100,3.81E+73,68.49,67.98,73.58
2,3000,1000,3.09E+71,1.00E+11,9.46E+78,1.00E+02,3.81E+75,71.49,78.98,75.58
2,3050,70,2.16E+73,6,5.68E+79,2,7.63E+75,73.33,79.75,75.88
2,3100,65,1.41E+75,6,3.41E+80,2,1.53E+76,75.15,80.53,76.18
2,3150,60,8.43E+76,6,2.04E+81,2,3.05E+76,76.93,81.31,76.48
2,3200,55,4.64E+78,6,1.23E+82,2,6.10E+76,78.67,82.09,76.79
2,3250,50,2.32E+80,6,7.36E+82,5,3.05E+77,80.37,82.87,77.48
2,3300,45,1.04E+82,6,4.41E+83,10,3.05E+78,82.02,83.64,78.48
2,3350,40,4.17E+83,6,2.65E+84,15,4.58E+79,83.62,84.42,79.66
2,3400,35,1.46E+85,6,1.59E+85,20,9.15E+80,85.16,85.20,80.96
2,3450,30,4.38E+86,6,9.53E+85,30,2.75E+82,86.64,85.98,82.44
2,3500,25,1.10E+88,6,5.72E+86,40,1.10E+84,88.04,86.76,84.04
2,3550,20,2.19E+89,6,3.43E+87,50,5.49E+85,89.34,87.54,85.74
2,3600,15,3.29E+90,6,2.06E+88,60,3.30E+87,90.52,88.31,87.52
2,3650,10,3.29E+91,6,1.24E+89,70,2.31E+89,91.52,89.09,89.36
2,3700,10,3.29E+92,6,7.41E+89,80,1.85E+91,92.52,89.87,91.27
2,3750,5,1.64E+93,6,4.45E+90,90,1.66E+93,93.22,90.65,93.22
2,3800,5,8.22E+93,6,2.67E+91,100,1.66E+95,93.91,91.43,95.22
2,3850,2,1.64E+94,6,1.60E+92,100,1.66E+97,94.22,92.20,97.22
2,3900,2,3.29E+94,6,9.61E+92,100,1.66E+99,94.52,92.98,99.22
2,3950,2,6.57E+94,6,5.77E+93,100,1.66E+101,94.82,93.76,101.22
2,4000,1000,6.57E+97,1.00E+12,5.77E+105,1.00E+02,1.66E+103,97.82,105.76,103.22
2,4050,70,4.60E+99,5,2.88E+106,2,3.32E+103,99.66,106.46,103.52
2,4100,65,2.99E+101,5,1.44E+107,2,6.64E+103,101.48,107.16,103.82
2,4150,60,1.79E+103,5,7.21E+107,2,1.33E+104,103.25,107.86,104.12
2,4200,55,9.87E+104,5,3.60E+108,2,2.66E+104,104.99,108.56,104.42
2,4250,50,4.94E+106,5,1.80E+109,5,1.33E+105,106.69,109.26,105.12
2,4300,45,2.22E+108,5,9.01E+109,10,1.33E+106,108.35,109.95,106.12
2,4350,40,8.88E+109,5,4.50E+110,15,1.99E+107,109.95,110.65,107.30
2,4400,35,3.11E+111,5,2.25E+111,20,3.99E+108,111.49,111.35,108.60
2,4450,30,9.33E+112,5,1.13E+112,30,1.20E+110,112.97,112.05,110.08
2,4500,25,2.33E+114,5,5.63E+112,40,4.78E+111,114.37,112.75,111.68
2,4550,20,4.66E+115,5,2.82E+113,50,2.39E+113,115.67,113.45,113.38
2,4600,15,7.00E+116,5,1.41E+114,60,1.43E+115,116.84,114.15,115.16
2,4650,10,7.00E+117,5,7.04E+114,70,1.00E+117,117.84,114.85,117.00
2,4700,10,7.00E+118,5,3.52E+115,80,8.04E+118,118.84,115.55,118.91
2,4750,5,3.50E+119,5,1.76E+116,90,7.23E+120,119.54,116.25,120.86
2,4800,5,1.75E+120,5,8.80E+116,100,7.23E+122,120.24,116.94,122.86
2,4850,2,3.50E+120,5,4.40E+117,100,7.23E+124,120.54,117.64,124.86
2,4900,2,7.00E+120,5,2.20E+118,100,7.23E+126,120.84,118.34,126.86
2,4950,2,1.40E+121,5,1.10E+119,100,7.23E+128,121.15,119.04,128.86
2,5000,100,1.40E+123,1.00E+13,1.10E+132,1.00E+02,7.23E+130,123.15,132.04,130.86
2,5050,70,9.80E+124,3,3.30E+132,2,1.45E+131,124.99,132.52,131.16
2,5100,65,6.37E+126,3,9.90E+132,2,2.89E+131,126.80,133.00,131.46
2,5150,60,3.82E+128,3,2.97E+133,2,5.79E+131,128.58,133.47,131.76
2,5200,55,2.10E+130,3,8.91E+133,2,1.16E+132,130.32,133.95,132.06
2,5250,50,1.05E+132,3,2.67E+134,5,5.79E+132,132.02,134.43,132.76
2,5300,45,4.73E+133,3,8.02E+134,10,5.79E+133,133.67,134.90,133.76
2,5350,40,1.89E+135,3,2.40E+135,15,8.68E+134,135.28,135.38,134.94
2,5400,35,6.62E+136,3,7.21E+135,20,1.74E+136,136.82,135.86,136.24
2,5450,30,1.99E+138,3,2.16E+136,30,5.21E+137,138.30,136.34,137.72
2,5500,25,4.96E+139,3,6.49E+136,40,2.08E+139,139.70,136.81,139.32
2,5550,20,9.93E+140,3,1.95E+137,50,1.04E+141,141.00,137.29,141.02
2,5600,15,1.49E+142,3,5.84E+137,60,6.25E+142,142.17,137.77,142.80
2,5650,10,1.49E+143,3,1.75E+138,70,4.37E+144,143.17,138.24,144.64
2,5700,10,1.49E+144,3,5.26E+138,80,3.50E+146,144.17,138.72,146.54
2,5750,5,7.45E+144,3,1.58E+139,90,3.15E+148,144.87,139.20,148.50
2,5800,5,3.72E+145,3,4.73E+139,100,3.15E+150,145.57,139.68,150.50
2,5850,2,7.45E+145,3,1.42E+140,100,3.15E+152,145.87,140.15,152.50
2,5900,2,1.49E+146,3,4.26E+140,100,3.15E+154,146.17,140.63,154.50
2,5950,2,2.98E+146,3,1.28E+141,100,3.15E+156,146.47,141.11,156.50
2,6000,10,2.98E+147,1.00E+13,1.28E+154,1.00E+02,3.15E+158,147.47,154.11,158.50
3,10,3,3.00E+00,2,2.00E+00,2,2.00E+00,0.48,0.30,0.30
3,30,3,9.00E+00,2,4.00E+00,2,4.00E+00,0.95,0.60,0.60
3,50,3,2.70E+01,2,8.00E+00,2,8.00E+00,1.43,0.90,0.90
3,70,3,8.10E+01,2,1.60E+01,2,1.60E+01,1.91,1.20,1.20
3,90,3,2.43E+02,2,3.20E+01,2,3.20E+01,2.39,1.51,1.51
3,110,3,7.29E+02,2,6.40E+01,2,6.40E+01,2.86,1.81,1.81
3,130,3,2.19E+03,2,1.28E+02,2,1.28E+02,3.34,2.11,2.11
3,150,3,6.56E+03,2,2.56E+02,2,2.56E+02,3.82,2.41,2.41
3,170,3,1.97E+04,2,5.12E+02,2,5.12E+02,4.29,2.71,2.71
3,190,3,5.90E+04,2,1.02E+03,2,1.02E+03,4.77,3.01,3.01
3,210,4,2.36E+05,2,2.05E+03,2,2.05E+03,5.37,3.31,3.31
3,230,4,9.45E+05,2,4.10E+03,2,4.10E+03,5.98,3.61,3.61
3,250,4,3.78E+06,2,8.19E+03,2,8.19E+03,6.58,3.91,3.91
3,270,4,1.51E+07,2,1.64E+04,2,1.64E+04,7.18,4.21,4.21
3,290,4,6.05E+07,2,3.28E+04,3,4.92E+04,7.78,4.52,4.69
3,310,4,2.42E+08,2,6.55E+04,3,1.47E+05,8.38,4.82,5.17
3,330,4,9.67E+08,2,1.31E+05,3,4.42E+05,8.99,5.12,5.65
3,350,4,3.87E+09,2,2.62E+05,3,1.33E+06,9.59,5.42,6.12
3,370,4,1.55E+10,2,5.24E+05,3,3.98E+06,10.19,5.72,6.60
3,400,4,6.19E+10,2,1.05E+06,3,1.19E+07,10.79,6.02,7.08
3,430,4,2.48E+11,2,2.10E+06,3,3.58E+07,11.39,6.32,7.55
3,460,4,9.91E+11,2,4.19E+06,3,1.07E+08,12.00,6.62,8.03
3,490,4,3.96E+12,2,8.39E+06,3,3.22E+08,12.60,6.92,8.51
3,520,4,1.59E+13,2,1.68E+07,3,9.67E+08,13.20,7.22,8.99
3,550,4,6.34E+13,2,3.36E+07,3,2.90E+09,13.80,7.53,9.46
3,580,4,2.54E+14,2,6.71E+07,3,8.71E+09,14.40,7.83,9.94
3,610,4,1.01E+15,2,1.34E+08,3,2.61E+10,15.01,8.13,10.42
3,640,4,4.06E+15,2,2.68E+08,4,1.04E+11,15.61,8.43,11.02
3,670,4,1.62E+16,2,5.37E+08,4,4.18E+11,16.21,8.73,11.62
3,700,4,6.49E+16,2,1.07E+09,4,1.67E+12,16.81,9.03,12.22
3,730,4,2.60E+17,2,2.15E+09,4,6.69E+12,17.41,9.33,12.83
3,760,4,1.04E+18,2,4.29E+09,5,3.34E+13,18.02,9.63,13.52
3,790,4,4.16E+18,2,8.59E+09,5,1.67E+14,18.62,9.93,14.22
3,820,4,1.66E+19,2,1.72E+10,5,8.36E+14,19.22,10.24,14.92
3,850,4,6.65E+19,2,3.44E+10,5,4.18E+15,19.82,10.54,15.62
3,880,4,2.66E+20,2,6.87E+10,6,2.51E+16,20.42,10.84,16.40
3,910,4,1.06E+21,2,1.37E+11,6,1.50E+17,21.03,11.14,17.18
3,940,4,4.25E+21,2,2.75E+11,7,1.05E+18,21.63,11.44,18.02
3,970,4,1.70E+22,2,5.50E+11,8,8.43E+18,22.23,11.74,18.93
3,1000,10000,1.70E+26,1.00E+16,5.50E+27,1.00E+02,8.43E+20,26.23,27.74,20.93
3,1040,10,1.70E+27,3,1.65E+28,5,4.21E+21,27.23,28.22,21.62
3,1080,10,1.70E+28,3,4.95E+28,5,2.11E+22,28.23,28.69,22.32
3,1120,9,1.53E+29,3,1.48E+29,5,1.05E+23,29.19,29.17,23.02
3,1160,9,1.38E+30,3,4.45E+29,7,7.37E+23,30.14,29.65,23.87
3,1200,8,1.10E+31,3,1.34E+30,7,5.16E+24,31.04,30.13,24.71
3,1240,8,8.82E+31,3,4.01E+30,7,3.61E+25,31.95,30.60,25.56
3,1280,8,7.06E+32,3,1.20E+31,9,3.25E+26,32.85,31.08,26.51
3,1320,7,4.94E+33,3,3.61E+31,9,2.93E+27,33.69,31.56,27.47
3,1360,7,3.46E+34,3,1.08E+32,9,2.63E+28,34.54,32.03,28.42
3,1400,7,2.42E+35,3,3.25E+32,11,2.90E+29,35.38,32.51,29.46
3,1440,6,1.45E+36,3,9.74E+32,11,3.19E+30,36.16,32.99,30.50
3,1480,6,8.72E+36,3,2.92E+33,11,3.51E+31,36.94,33.47,31.54
3,1520,6,5.23E+37,3,8.76E+33,13,4.56E+32,37.72,33.94,32.66
3,1560,6,3.14E+38,3,2.63E+34,13,5.92E+33,38.50,34.42,33.77
3,1600,6,1.88E+39,3,7.89E+34,13,7.70E+34,39.27,34.90,34.89
3,1640,6,1.13E+40,3,2.37E+35,15,1.16E+36,40.05,35.37,36.06
3,1680,5,5.65E+40,3,7.10E+35,15,1.73E+37,40.75,35.85,37.24
3,1720,5,2.82E+41,3,2.13E+36,17,2.95E+38,41.45,36.33,38.47
3,1760,5,1.41E+42,3,6.39E+36,17,5.01E+39,42.15,36.81,39.70
3,1800,5,7.06E+42,3,1.92E+37,19,9.51E+40,42.85,37.28,40.98
3,1840,5,3.53E+43,3,5.75E+37,19,1.81E+42,43.55,37.76,42.26
3,1880,5,1.76E+44,3,1.73E+38,21,3.80E+43,44.25,38.24,43.58
3,1920,4,7.06E+44,3,5.18E+38,21,7.97E+44,44.85,38.71,44.90
3,1960,4,2.82E+45,3,1.55E+39,23,1.83E+46,45.45,39.19,46.26
3,2000,1000,2.82E+48,1.00E+14,1.55E+53,1.00E+02,1.83E+48,48.45,53.19,48.26
3,2050,50,1.41E+50,6,9.32E+53,2,3.67E+48,50.15,53.97,48.56
3,2100,45,6.35E+51,6,5.59E+54,2,7.33E+48,51.80,54.75,48.87
3,2150,40,2.54E+53,6,3.35E+55,2,1.47E+49,53.41,55.53,49.17
3,2200,35,8.90E+54,6,2.01E+56,2,2.93E+49,54.95,56.30,49.47
3,2250,30,2.67E+56,6,1.21E+57,5,1.47E+50,56.43,57.08,50.17
3,2300,25,6.67E+57,6,7.24E+57,10,1.47E+51,57.82,57.86,51.17
3,2350,20,1.33E+59,6,4.35E+58,15,2.20E+52,59.13,58.64,52.34
3,2400,15,2.00E+60,6,2.61E+59,20,4.40E+53,60.30,59.42,53.64
3,2450,10,2.00E+61,6,1.56E+60,30,1.32E+55,61.30,60.19,55.12
3,2500,8,1.60E+62,6,9.39E+60,40,5.28E+56,62.20,60.97,56.72
3,2550,6,9.61E+62,6,5.63E+61,50,2.64E+58,62.98,61.75,58.42
3,2600,4,3.84E+63,6,3.38E+62,50,1.32E+60,63.58,62.53,60.12
3,2650,4,1.54E+64,6,2.03E+63,50,6.60E+61,64.19,63.31,61.82
3,2700,3,4.61E+64,6,1.22E+64,50,3.30E+63,64.66,64.09,63.52
3,2750,3,1.38E+65,6,7.30E+64,63,2.08E+65,65.14,64.86,65.32
3,2800,3,4.15E+65,6,4.38E+65,75,1.56E+67,65.62,65.64,67.19
3,2850,2,8.30E+65,6,2.63E+66,75,1.17E+69,65.92,66.42,69.07
3,2900,2,1.66E+66,6,1.58E+67,75,8.77E+70,66.22,67.20,70.94
3,2950,2,3.32E+66,6,9.46E+67,75,6.58E+72,66.52,67.98,72.82
3,3000,1000,3.32E+69,1.00E+11,9.46E+78,1.00E+02,6.58E+74,69.52,78.98,74.82
3,3050,70,2.32E+71,6,5.68E+79,2,1.32E+75,71.37,79.75,75.12
3,3100,65,1.51E+73,6,3.41E+80,2,2.63E+75,73.18,80.53,75.42
3,3150,60,9.06E+74,6,2.04E+81,2,5.26E+75,74.96,81.31,75.72
3,3200,55,4.99E+76,6,1.23E+82,2,1.05E+76,76.70,82.09,76.02
3,3250,50,2.49E+78,6,7.36E+82,5,5.26E+76,78.40,82.87,76.72
3,3300,45,1.12E+80,6,4.41E+83,10,5.26E+77,80.05,83.64,77.72
3,3350,40,4.49E+81,6,2.65E+84,15,7.89E+78,81.65,84.42,78.90
3,3400,35,1.57E+83,6,1.59E+85,20,1.58E+80,83.20,85.20,80.20
3,3450,30,4.71E+84,6,9.53E+85,30,4.74E+81,84.67,85.98,81.68
3,3500,25,1.18E+86,6,5.72E+86,40,1.89E+83,86.07,86.76,83.28
3,3550,20,2.36E+87,6,3.43E+87,50,9.47E+84,87.37,87.54,84.98
3,3600,15,3.53E+88,6,2.06E+88,50,4.74E+86,88.55,88.31,86.68
3,3650,10,3.53E+89,6,1.24E+89,50,2.37E+88,89.55,89.09,88.37
3,3700,10,3.53E+90,6,7.41E+89,50,1.18E+90,90.55,89.87,90.07
3,3750,5,1.77E+91,6,4.45E+90,75,8.88E+91,91.25,90.65,91.95
3,3800,5,8.83E+91,6,2.67E+91,75,6.66E+93,91.95,91.43,93.82
3,3850,2,1.77E+92,6,1.60E+92,75,5.00E+95,92.25,92.20,95.70
3,3900,2,3.53E+92,6,9.61E+92,75,3.75E+97,92.55,92.98,97.57
3,3950,2,7.07E+92,6,5.77E+93,75,2.81E+99,92.85,93.76,99.45
3,4000,1000,7.07E+95,1.00E+11,5.77E+104,1.00E+02,2.81E+101,95.85,104.76,101.45
3,4050,70,4.95E+97,5,2.88E+105,2,5.62E+101,97.69,105.46,101.75
3,4100,65,3.22E+99,5,1.44E+106,2,1.12E+102,99.51,106.16,102.05
3,4150,60,1.93E+101,5,7.21E+106,2,2.25E+102,101.29,106.86,102.35
3,4200,55,1.06E+103,5,3.60E+107,2,4.50E+102,103.03,107.56,102.65
3,4250,50,5.31E+104,5,1.80E+108,5,2.25E+103,104.72,108.26,103.35
3,4300,45,2.39E+106,5,9.01E+108,10,2.25E+104,106.38,108.95,104.35
3,4350,40,9.55E+107,5,4.50E+109,15,3.37E+105,107.98,109.65,105.53
3,4400,35,3.34E+109,5,2.25E+110,20,6.74E+106,109.52,110.35,106.83
3,4450,30,1.00E+111,5,1.13E+111,30,2.02E+108,111.00,111.05,108.31
3,4500,25,2.51E+112,5,5.63E+111,40,8.09E+109,112.40,111.75,109.91
3,4550,20,5.01E+113,5,2.82E+112,50,4.05E+111,113.70,112.45,111.61
3,4600,15,7.52E+114,5,1.41E+113,50,2.02E+113,114.88,113.15,113.31
3,4650,10,7.52E+115,5,7.04E+113,50,1.01E+115,115.88,113.85,115.01
3,4700,10,7.52E+116,5,3.52E+114,50,5.06E+116,116.88,114.55,116.70
3,4750,5,3.76E+117,5,1.76E+115,50,2.53E+118,117.58,115.25,118.40
3,4800,5,1.88E+118,5,8.80E+115,50,1.26E+120,118.27,115.94,120.10
3,4850,2,3.76E+118,5,4.40E+116,50,6.32E+121,118.58,116.64,121.80
3,4900,2,7.52E+118,5,2.20E+117,50,3.16E+123,118.88,117.34,123.50
3,4950,2,1.50E+119,5,1.10E+118,50,1.58E+125,119.18,118.04,125.20
3,5000,100,1.50E+121,1.00E+12,1.10E+130,1.00E+02,1.58E+127,121.18,130.04,127.20
3,5050,70,1.05E+123,3,3.30E+130,2,3.16E+127,123.02,130.52,127.50
3,5100,65,6.84E+124,3,9.90E+130,2,6.32E+127,124.84,131.00,127.80
3,5150,60,4.11E+126,3,2.97E+131,2,1.26E+128,126.61,131.47,128.10
3,5200,55,2.26E+128,3,8.91E+131,2,2.53E+128,128.35,131.95,128.40
3,5250,50,1.13E+130,3,2.67E+132,5,1.26E+129,130.05,132.43,129.10
3,5300,45,5.08E+131,3,8.02E+132,10,1.26E+130,131.71,132.90,130.10
3,5350,40,2.03E+133,3,2.40E+133,15,1.90E+131,133.31,133.38,131.28
3,5400,35,7.11E+134,3,7.21E+133,20,3.79E+132,134.85,133.86,132.58
3,5450,30,2.13E+136,3,2.16E+134,30,1.14E+134,136.33,134.34,134.06
3,5500,25,5.34E+137,3,6.49E+134,40,4.55E+135,137.73,134.81,135.66
3,5550,20,1.07E+139,3,1.95E+135,50,2.28E+137,139.03,135.29,137.36
3,5600,15,1.60E+140,3,5.84E+135,50,1.14E+139,140.20,135.77,139.06
3,5650,10,1.60E+141,3,1.75E+136,50,5.69E+140,141.20,136.24,140.76
3,5700,10,1.60E+142,3,5.26E+136,50,2.85E+142,142.20,136.72,142.45
3,5750,5,8.00E+142,3,1.58E+137,50,1.42E+144,142.90,137.20,144.15
3,5800,5,4.00E+143,3,4.73E+137,50,7.11E+145,143.60,137.68,145.85
3,5850,2,8.00E+143,3,1.42E+138,75,5.33E+147,143.90,138.15,147.73
3,5900,2,1.60E+144,3,4.26E+138,75,4.00E+149,144.20,138.63,149.60
3,5950,2,3.20E+144,3,1.28E+139,75,3.00E+151,144.51,139.11,151.48
3,6000,10,3.20E+145,1.00E+13,1.28E+152,1.00E+02,3.00E+153,145.51,152.11,153.48
4,10,4,4.00E+00,2,2.00E+00,2,2.00E+00,0.60,0.30,0.30
4,30,4,1.60E+01,2,4.00E+00,2,4.00E+00,1.20,0.60,0.60
4,50,4,6.40E+01,2,8.00E+00,2,8.00E+00,1.81,0.90,0.90
4,70,4,2.56E+02,2,1.60E+01,2,1.60E+01,2.41,1.20,1.20
4,90,4,1.02E+03,2,3.20E+01,2,3.20E+01,3.01,1.51,1.51
4,110,4,4.10E+03,2,6.40E+01,2,6.40E+01,3.61,1.81,1.81
4,130,4,1.64E+04,2,1.28E+02,2,1.28E+02,4.21,2.11,2.11
4,150,4,6.55E+04,2,2.56E+02,2,2.56E+02,4.82,2.41,2.41
4,170,4,2.62E+05,2,5.12E+02,2,5.12E+02,5.42,2.71,2.71
4,190,4,1.05E+06,2,1.02E+03,2,1.02E+03,6.02,3.01,3.01
4,210,4,4.19E+06,2,2.05E+03,2,2.05E+03,6.62,3.31,3.31
4,230,4,1.68E+07,2,4.10E+03,2,4.10E+03,7.22,3.61,3.61
4,250,4,6.71E+07,2,8.19E+03,2,8.19E+03,7.83,3.91,3.91
4,270,4,2.68E+08,2,1.64E+04,2,1.64E+04,8.43,4.21,4.21
4,290,4,1.07E+09,2,3.28E+04,3,4.92E+04,9.03,4.52,4.69
4,310,4,4.29E+09,2,6.55E+04,3,1.47E+05,9.63,4.82,5.17
4,330,4,1.72E+10,2,1.31E+05,3,4.42E+05,10.24,5.12,5.65
4,350,4,6.87E+10,2,2.62E+05,3,1.33E+06,10.84,5.42,6.12
4,370,4,2.75E+11,2,5.24E+05,3,3.98E+06,11.44,5.72,6.60
4,400,4,1.10E+12,2,1.05E+06,3,1.19E+07,12.04,6.02,7.08
4,430,3,3.30E+12,2,2.10E+06,3,3.58E+07,12.52,6.32,7.55
4,460,3,9.90E+12,2,4.19E+06,3,1.07E+08,13.00,6.62,8.03
4,490,3,2.97E+13,2,8.39E+06,4,4.30E+08,13.47,6.92,8.63
4,520,3,8.91E+13,2,1.68E+07,4,1.72E+09,13.95,7.22,9.24
4,550,3,2.67E+14,2,3.36E+07,4,6.88E+09,14.43,7.53,9.84
4,580,3,8.02E+14,2,6.71E+07,4,2.75E+10,14.90,7.83,10.44
4,610,3,2.40E+15,2,1.34E+08,4,1.10E+11,15.38,8.13,11.04
4,640,3,7.21E+15,2,2.68E+08,4,4.40E+11,15.86,8.43,11.64
4,670,3,2.16E+16,2,5.37E+08,4,1.76E+12,16.34,8.73,12.25
4,700,3,6.49E+16,2,1.07E+09,4,7.04E+12,16.81,9.03,12.85
4,730,3,1.95E+17,2,2.15E+09,4,2.82E+13,17.29,9.33,13.45
4,760,3,5.84E+17,2,4.29E+09,5,1.41E+14,17.77,9.63,14.15
4,790,3,1.75E+18,2,8.59E+09,5,7.04E+14,18.24,9.93,14.85
4,820,3,5.26E+18,2,1.72E+10,5,3.52E+15,18.72,10.24,15.55
4,850,3,1.58E+19,2,3.44E+10,5,1.76E+16,19.20,10.54,16.25
4,880,3,4.73E+19,2,6.87E+10,6,1.06E+17,19.68,10.84,17.02
4,910,3,1.42E+20,2,1.37E+11,6,6.34E+17,20.15,11.14,17.80
4,940,3,4.26E+20,2,2.75E+11,7,4.44E+18,20.63,11.44,18.65
4,970,3,1.28E+21,2,5.50E+11,8,3.55E+19,21.11,11.74,19.55
4,1000,10000,1.28E+25,1.00E+16,5.50E+27,1.00E+02,3.55E+21,25.11,27.74,21.55
4,1040,10,1.28E+26,3,1.65E+28,5,1.78E+22,26.11,28.22,22.25
4,1080,10,1.28E+27,3,4.95E+28,5,8.88E+22,27.11,28.69,22.95
4,1120,10,1.28E+28,3,1.48E+29,5,4.44E+23,28.11,29.17,23.65
4,1160,9,1.15E+29,3,4.45E+29,7,3.11E+24,29.06,29.65,24.49
4,1200,9,1.04E+30,3,1.34E+30,7,2.17E+25,30.01,30.13,25.34
4,1240,8,8.28E+30,3,4.01E+30,7,1.52E+26,30.92,30.60,26.18
