StartRank,EndRank,PrizeType,PrizeID,TierID,Rewards,ResourceRewards,AvatarReward,Diamonds,TitanPoint,HolidayCurrency,SkillPoint,Perk,EquipmentShards,Pet,Weapon,PremiumWeapon
0,0,Type1,10001,N,"Avatar:AvatarSuperTournament1,Diamonds:900,TitanPoints:210,HolidayCurrency:300,SkillPoint:30,Perk:24","Diamonds:900,TitanPoints:210,HolidayCurrency:300,SkillPoint:30,Perk:24",Avatar:AvatarSuperTournament1,900,210,300,30,24,0,0,0,0
1,1,Type1,10001,M,"Avatar:AvatarSuperTournament1,Diamonds:750,TitanPoints:150,HolidayCurrency:250,SkillPoint:21,Perk:18","Diamonds:750,TitanPoints:150,HolidayCurrency:250,SkillPoint:21,Perk:18",Avatar:AvatarSuperTournament1,750,150,250,21,18,0,0,0,0
2,2,Type1,10001,M,"Avatar:AvatarSuperTournament2,Diamonds:450,TitanPoints:105,HolidayCurrency:230,SkillPoint:21,Perk:15","Diamonds:450,TitanPoints:105,HolidayCurrency:230,SkillPoint:21,Perk:15",Avatar:AvatarSuperTournament2,450,105,230,21,15,0,0,0,0
3,10,Type1,10001,L,"Avatar:AvatarSuperTournament3,Diamonds:300,TitanPoints:90,HolidayCurrency:200,SkillPoint:15,Perk:12","Diamonds:300,TitanPoints:90,HolidayCurrency:200,SkillPoint:15,Perk:12",Avatar:AvatarSuperTournament3,300,90,200,15,12,0,0,0,0
11,25,Type1,10001,K,"Avatar:AvatarSuperTournament4,Diamonds:225,TitanPoints:75,HolidayCurrency:180,SkillPoint:15,Perk:9","Diamonds:225,TitanPoints:75,HolidayCurrency:180,SkillPoint:15,Perk:9",Avatar:AvatarSuperTournament4,225,75,180,15,9,0,0,0,0
26,50,Type1,10001,J,"Avatar:AvatarSuperTournament4,Diamonds:150,TitanPoints:60,HolidayCurrency:160,SkillPoint:6,Perk:6","Diamonds:150,TitanPoints:60,HolidayCurrency:160,SkillPoint:6,Perk:6",Avatar:AvatarSuperTournament4,150,60,160,6,6,0,0,0,0
51,80,Type1,10001,I,"Avatar:AvatarSuperTournament4,Diamonds:90,TitanPoints:45,HolidayCurrency:140,SkillPoint:6,Perk:3","Diamonds:90,TitanPoints:45,HolidayCurrency:140,SkillPoint:6,Perk:3",Avatar:AvatarSuperTournament4,90,45,140,6,3,0,0,0,0
81,130,Type1,10001,H,"Avatar:AvatarSuperTournament4,Diamonds:60,TitanPoints:30,HolidayCurrency:120,SkillPoint:6,Perk:3","Diamonds:60,TitanPoints:30,HolidayCurrency:120,SkillPoint:6,Perk:3",Avatar:AvatarSuperTournament4,60,30,120,6,3,0,0,0,0
131,200,Type1,10001,H,"Avatar:AvatarSuperTournament4,Diamonds:30,TitanPoints:15,HolidayCurrency:100,SkillPoint:6,Perk:3","Diamonds:30,TitanPoints:15,HolidayCurrency:100,SkillPoint:6,Perk:3",Avatar:AvatarSuperTournament4,30,15,100,6,3,0,0,0,0
0,0,Type2,10011,N,"Avatar:AvatarSuperTournament1,Diamonds:2400,TitanPoints:600,HolidayCurrency:300,EquipmentShards:320,Pet:32","Diamonds:2400,TitanPoints:600,HolidayCurrency:300,EquipmentShards:320,Pet:32",Avatar:AvatarSuperTournament1,2400,600,300,0,0,320,32,0,0
1,1,Type2,10011,M,"Avatar:AvatarSuperTournament1,Diamonds:2400,TitanPoints:600,HolidayCurrency:300,EquipmentShards:320,Pet:32","Diamonds:2400,TitanPoints:600,HolidayCurrency:300,EquipmentShards:320,Pet:32",Avatar:AvatarSuperTournament1,2400,600,300,0,0,320,32,0,0
2,2,Type2,10011,L,"Avatar:AvatarSuperTournament2,Diamonds:2400,TitanPoints:600,HolidayCurrency:300,EquipmentShards:320,Pet:32","Diamonds:2400,TitanPoints:600,HolidayCurrency:300,EquipmentShards:320,Pet:32",Avatar:AvatarSuperTournament2,2400,600,300,0,0,320,32,0,0
3,3,Type2,10011,K,"Avatar:AvatarSuperTournament3,Diamonds:2400,TitanPoints:600,HolidayCurrency:300,EquipmentShards:320,Pet:32","Diamonds:2400,TitanPoints:600,HolidayCurrency:300,EquipmentShards:320,Pet:32",Avatar:AvatarSuperTournament3,2400,600,300,0,0,320,32,0,0
4,4,Type2,10011,J,"Avatar:AvatarSuperTournament4,Diamonds:2400,TitanPoints:600,HolidayCurrency:300,EquipmentShards:320,Pet:32","Diamonds:2400,TitanPoints:600,HolidayCurrency:300,EquipmentShards:320,Pet:32",Avatar:AvatarSuperTournament4,2400,600,300,0,0,320,32,0,0
5,5,Type2,10011,J,"Avatar:AvatarSuperTournament4,Diamonds:2400,TitanPoints:600,HolidayCurrency:300,EquipmentShards:320,Pet:32","Diamonds:2400,TitanPoints:600,HolidayCurrency:300,EquipmentShards:320,Pet:32",Avatar:AvatarSuperTournament4,2400,600,300,0,0,320,32,0,0
6,6,Type2,10011,J,"Avatar:AvatarSuperTournament4,Diamonds:2400,TitanPoints:600,HolidayCurrency:300,EquipmentShards:320,Pet:32","Diamonds:2400,TitanPoints:600,HolidayCurrency:300,EquipmentShards:320,Pet:32",Avatar:AvatarSuperTournament4,2400,600,300,0,0,320,32,0,0
7,8,Type2,10011,J,"Avatar:AvatarSuperTournament4,Diamonds:2400,TitanPoints:600,HolidayCurrency:300,EquipmentShards:320,Pet:32","Diamonds:2400,TitanPoints:600,HolidayCurrency:300,EquipmentShards:320,Pet:32",Avatar:AvatarSuperTournament4,2400,600,300,0,0,320,32,0,0
9,10,Type2,10011,I,"Avatar:AvatarSuperTournament4,Diamonds:2400,TitanPoints:600,HolidayCurrency:300,EquipmentShards:320,Pet:32","Diamonds:2400,TitanPoints:600,HolidayCurrency:300,EquipmentShards:320,Pet:32",Avatar:AvatarSuperTournament4,2400,600,300,0,0,320,32,0,0
0,0,Type2,10010,N,"Avatar:AvatarSuperTournament1,Diamonds:2400,TitanPoints:600,HolidayCurrency:300,EquipmentShards:320,Pet:32","Diamonds:2400,TitanPoints:600,HolidayCurrency:300,EquipmentShards:320,Pet:32",Avatar:AvatarSuperTournament1,2400,600,300,0,0,320,32,0,0
1,1,Type2,10010,M,"Avatar:AvatarSuperTournament1,Diamonds:1400,TitanPoints:400,HolidayCurrency:250,EquipmentShards:240,Pet:24","Diamonds:1400,TitanPoints:400,HolidayCurrency:250,EquipmentShards:240,Pet:24",Avatar:AvatarSuperTournament1,1400,400,250,0,0,240,24,0,0
2,2,Type2,10010,L,"Avatar:AvatarSuperTournament2,Diamonds:1100,TitanPoints:300,HolidayCurrency:230,EquipmentShards:210,Pet:20","Diamonds:1100,TitanPoints:300,HolidayCurrency:230,EquipmentShards:210,Pet:20",Avatar:AvatarSuperTournament2,1100,300,230,0,0,210,20,0,0
3,6,Type2,10010,K,"Avatar:AvatarSuperTournament3,Diamonds:900,TitanPoints:250,HolidayCurrency:200,EquipmentShards:180,Pet:18","Diamonds:900,TitanPoints:250,HolidayCurrency:200,EquipmentShards:180,Pet:18",Avatar:AvatarSuperTournament3,900,250,200,0,0,180,18,0,0
7,8,Type2,10010,J,"Avatar:AvatarSuperTournament4,Diamonds:800,TitanPoints:200,HolidayCurrency:180,EquipmentShards:150,Pet:16","Diamonds:800,TitanPoints:200,HolidayCurrency:180,EquipmentShards:150,Pet:16",Avatar:AvatarSuperTournament4,800,200,180,0,0,150,16,0,0
9,10,Type2,10010,J,"Avatar:AvatarSuperTournament4,Diamonds:700,TitanPoints:160,HolidayCurrency:160,EquipmentShards:120,Pet:14","Diamonds:700,TitanPoints:160,HolidayCurrency:160,EquipmentShards:120,Pet:14",Avatar:AvatarSuperTournament4,700,160,160,0,0,120,14,0,0
11,12,Type2,10010,J,"Avatar:AvatarSuperTournament4,Diamonds:600,TitanPoints:140,HolidayCurrency:140,EquipmentShards:100,Pet:14","Diamonds:600,TitanPoints:140,HolidayCurrency:140,EquipmentShards:100,Pet:14",Avatar:AvatarSuperTournament4,600,140,140,0,0,100,14,0,0
13,16,Type2,10010,J,"Avatar:AvatarSuperTournament4,Diamonds:500,TitanPoints:120,HolidayCurrency:120,EquipmentShards:80,Pet:12","Diamonds:500,TitanPoints:120,HolidayCurrency:120,EquipmentShards:80,Pet:12",Avatar:AvatarSuperTournament4,500,120,120,0,0,80,12,0,0
17,20,Type2,10010,I,"Avatar:AvatarSuperTournament4,Diamonds:400,TitanPoints:100,HolidayCurrency:100,EquipmentShards:60,Pet:10","Diamonds:400,TitanPoints:100,HolidayCurrency:100,EquipmentShards:60,Pet:10",Avatar:AvatarSuperTournament4,400,100,100,0,0,60,10,0,0
0,0,Type2,10009,N,"Avatar:AvatarSuperTournament1,Diamonds:2400,TitanPoints:500,HolidayCurrency:300,EquipmentShards:280,Pet:32","Diamonds:2400,TitanPoints:500,HolidayCurrency:300,EquipmentShards:280,Pet:32",Avatar:AvatarSuperTournament1,2400,500,300,0,0,280,32,0,0
1,1,Type2,10009,M,"Avatar:AvatarSuperTournament1,Diamonds:1300,TitanPoints:300,HolidayCurrency:250,EquipmentShards:210,Pet:24","Diamonds:1300,TitanPoints:300,HolidayCurrency:250,EquipmentShards:210,Pet:24",Avatar:AvatarSuperTournament1,1300,300,250,0,0,210,24,0,0
2,2,Type2,10009,L,"Avatar:AvatarSuperTournament2,Diamonds:1000,TitanPoints:250,HolidayCurrency:230,EquipmentShards:180,Pet:20","Diamonds:1000,TitanPoints:250,HolidayCurrency:230,EquipmentShards:180,Pet:20",Avatar:AvatarSuperTournament2,1000,250,230,0,0,180,20,0,0
3,6,Type2,10009,K,"Avatar:AvatarSuperTournament3,Diamonds:800,TitanPoints:200,HolidayCurrency:200,EquipmentShards:150,Pet:18","Diamonds:800,TitanPoints:200,HolidayCurrency:200,EquipmentShards:150,Pet:18",Avatar:AvatarSuperTournament3,800,200,200,0,0,150,18,0,0
7,8,Type2,10009,J,"Avatar:AvatarSuperTournament4,Diamonds:700,TitanPoints:160,HolidayCurrency:180,EquipmentShards:120,Pet:16","Diamonds:700,TitanPoints:160,HolidayCurrency:180,EquipmentShards:120,Pet:16",Avatar:AvatarSuperTournament4,700,160,180,0,0,120,16,0,0
9,12,Type2,10009,J,"Avatar:AvatarSuperTournament4,Diamonds:600,TitanPoints:120,HolidayCurrency:160,EquipmentShards:100,Pet:14","Diamonds:600,TitanPoints:120,HolidayCurrency:160,EquipmentShards:100,Pet:14",Avatar:AvatarSuperTournament4,600,120,160,0,0,100,14,0,0
13,20,Type2,10009,J,"Avatar:AvatarSuperTournament4,Diamonds:500,TitanPoints:100,HolidayCurrency:140,EquipmentShards:80,Pet:12","Diamonds:500,TitanPoints:100,HolidayCurrency:140,EquipmentShards:80,Pet:12",Avatar:AvatarSuperTournament4,500,100,140,0,0,80,12,0,0
21,30,Type2,10009,I,"Avatar:AvatarSuperTournament4,Diamonds:400,TitanPoints:80,HolidayCurrency:120,EquipmentShards:70,Pet:10","Diamonds:400,TitanPoints:80,HolidayCurrency:120,EquipmentShards:70,Pet:10",Avatar:AvatarSuperTournament4,400,80,120,0,0,70,10,0,0
31,50,Type2,10009,I,"Avatar:AvatarSuperTournament4,Diamonds:300,TitanPoints:70,HolidayCurrency:100,EquipmentShards:60,Pet:8","Diamonds:300,TitanPoints:70,HolidayCurrency:100,EquipmentShards:60,Pet:8",Avatar:AvatarSuperTournament4,300,70,100,0,0,60,8,0,0
0,0,Type2,10008,N,"Avatar:AvatarSuperTournament1,Diamonds:3600,TitanPoints:600,HolidayCurrency:300,EquipmentShards:360,Pet:45","Diamonds:3600,TitanPoints:600,HolidayCurrency:300,EquipmentShards:360,Pet:45",Avatar:AvatarSuperTournament1,3600,600,300,0,0,360,45,0,0
1,1,Type2,10008,M,"Avatar:AvatarSuperTournament1,Diamonds:1950,TitanPoints:375,HolidayCurrency:250,EquipmentShards:240,Pet:30","Diamonds:1950,TitanPoints:375,HolidayCurrency:250,EquipmentShards:240,Pet:30",Avatar:AvatarSuperTournament1,1950,375,250,0,0,240,30,0,0
2,2,Type2,10008,L,"Avatar:AvatarSuperTournament2,Diamonds:1500,TitanPoints:300,HolidayCurrency:230,EquipmentShards:195,Pet:27","Diamonds:1500,TitanPoints:300,HolidayCurrency:230,EquipmentShards:195,Pet:27",Avatar:AvatarSuperTournament2,1500,300,230,0,0,195,27,0,0
3,12,Type2,10008,K,"Avatar:AvatarSuperTournament3,Diamonds:1050,TitanPoints:210,HolidayCurrency:200,EquipmentShards:150,Pet:24","Diamonds:1050,TitanPoints:210,HolidayCurrency:200,EquipmentShards:150,Pet:24",Avatar:AvatarSuperTournament3,1050,210,200,0,0,150,24,0,0
13,21,Type2,10008,J,"Avatar:AvatarSuperTournament4,Diamonds:900,TitanPoints:150,HolidayCurrency:180,EquipmentShards:120,Pet:21","Diamonds:900,TitanPoints:150,HolidayCurrency:180,EquipmentShards:120,Pet:21",Avatar:AvatarSuperTournament4,900,150,180,0,0,120,21,0,0
22,30,Type2,10008,J,"Avatar:AvatarSuperTournament4,Diamonds:750,TitanPoints:120,HolidayCurrency:160,EquipmentShards:105,Pet:18","Diamonds:750,TitanPoints:120,HolidayCurrency:160,EquipmentShards:105,Pet:18",Avatar:AvatarSuperTournament4,750,120,160,0,0,105,18,0,0
31,60,Type2,10008,J,"Avatar:AvatarSuperTournament4,Diamonds:600,TitanPoints:105,HolidayCurrency:140,EquipmentShards:90,Pet:15","Diamonds:600,TitanPoints:105,HolidayCurrency:140,EquipmentShards:90,Pet:15",Avatar:AvatarSuperTournament4,600,105,140,0,0,90,15,0,0
61,90,Type2,10008,I,"Avatar:AvatarSuperTournament4,Diamonds:450,TitanPoints:90,HolidayCurrency:120,EquipmentShards:75,Pet:12","Diamonds:450,TitanPoints:90,HolidayCurrency:120,EquipmentShards:75,Pet:12",Avatar:AvatarSuperTournament4,450,90,120,0,0,75,12,0,0
91,150,Type2,10008,I,"Avatar:AvatarSuperTournament4,Diamonds:300,TitanPoints:75,HolidayCurrency:100,EquipmentShards:60,Pet:9","Diamonds:300,TitanPoints:75,HolidayCurrency:100,EquipmentShards:60,Pet:9",Avatar:AvatarSuperTournament4,300,75,100,0,0,60,9,0,0
0,0,Type2,10007,N,"Avatar:AvatarSuperTournament1,Diamonds:3000,TitanPoints:600,HolidayCurrency:300,EquipmentShards:330,Pet:45","Diamonds:3000,TitanPoints:600,HolidayCurrency:300,EquipmentShards:330,Pet:45",Avatar:AvatarSuperTournament1,3000,600,300,0,0,330,45,0,0
1,1,Type2,10007,M,"Avatar:AvatarSuperTournament1,Diamonds:1800,TitanPoints:375,HolidayCurrency:250,EquipmentShards:240,Pet:30","Diamonds:1800,TitanPoints:375,HolidayCurrency:250,EquipmentShards:240,Pet:30",Avatar:AvatarSuperTournament1,1800,375,250,0,0,240,30,0,0
2,2,Type2,10007,L,"Avatar:AvatarSuperTournament2,Diamonds:1500,TitanPoints:300,HolidayCurrency:230,EquipmentShards:180,Pet:27","Diamonds:1500,TitanPoints:300,HolidayCurrency:230,EquipmentShards:180,Pet:27",Avatar:AvatarSuperTournament2,1500,300,230,0,0,180,27,0,0
3,12,Type2,10007,K,"Avatar:AvatarSuperTournament3,Diamonds:1050,TitanPoints:210,HolidayCurrency:200,EquipmentShards:150,Pet:24","Diamonds:1050,TitanPoints:210,HolidayCurrency:200,EquipmentShards:150,Pet:24",Avatar:AvatarSuperTournament3,1050,210,200,0,0,150,24,0,0
13,21,Type2,10007,J,"Avatar:AvatarSuperTournament4,Diamonds:900,TitanPoints:150,HolidayCurrency:180,EquipmentShards:120,Pet:21","Diamonds:900,TitanPoints:150,HolidayCurrency:180,EquipmentShards:120,Pet:21",Avatar:AvatarSuperTournament4,900,150,180,0,0,120,21,0,0
22,30,Type2,10007,J,"Avatar:AvatarSuperTournament4,Diamonds:750,TitanPoints:120,HolidayCurrency:160,EquipmentShards:105,Pet:18","Diamonds:750,TitanPoints:120,HolidayCurrency:160,EquipmentShards:105,Pet:18",Avatar:AvatarSuperTournament4,750,120,160,0,0,105,18,0,0
31,60,Type2,10007,J,"Avatar:AvatarSuperTournament4,Diamonds:600,TitanPoints:105,HolidayCurrency:140,EquipmentShards:90,Pet:15","Diamonds:600,TitanPoints:105,HolidayCurrency:140,EquipmentShards:90,Pet:15",Avatar:AvatarSuperTournament4,600,105,140,0,0,90,15,0,0
61,90,Type2,10007,I,"Avatar:AvatarSuperTournament4,Diamonds:450,TitanPoints:90,HolidayCurrency:120,EquipmentShards:75,Pet:12","Diamonds:450,TitanPoints:90,HolidayCurrency:120,EquipmentShards:75,Pet:12",Avatar:AvatarSuperTournament4,450,90,120,0,0,75,12,0,0
91,150,Type2,10007,I,"Avatar:AvatarSuperTournament4,Diamonds:300,TitanPoints:75,HolidayCurrency:100,EquipmentShards:60,Pet:9","Diamonds:300,TitanPoints:75,HolidayCurrency:100,EquipmentShards:60,Pet:9",Avatar:AvatarSuperTournament4,300,75,100,0,0,60,9,0,0
0,0,Type2,10006,N,"Avatar:AvatarSuperTournament1,Diamonds:2700,TitanPoints:450,HolidayCurrency:300,EquipmentShards:300,Pet:42","Diamonds:2700,TitanPoints:450,HolidayCurrency:300,EquipmentShards:300,Pet:42",Avatar:AvatarSuperTournament1,2700,450,300,0,0,300,42,0,0
1,1,Type2,10006,M,"Avatar:AvatarSuperTournament1,Diamonds:1800,TitanPoints:300,HolidayCurrency:250,EquipmentShards:210,Pet:27","Diamonds:1800,TitanPoints:300,HolidayCurrency:250,EquipmentShards:210,Pet:27",Avatar:AvatarSuperTournament1,1800,300,250,0,0,210,27,0,0
2,2,Type2,10006,L,"Avatar:AvatarSuperTournament2,Diamonds:1350,TitanPoints:225,HolidayCurrency:230,EquipmentShards:165,Pet:24","Diamonds:1350,TitanPoints:225,HolidayCurrency:230,EquipmentShards:165,Pet:24",Avatar:AvatarSuperTournament2,1350,225,230,0,0,165,24,0,0
3,10,Type2,10006,K,"Avatar:AvatarSuperTournament3,Diamonds:900,TitanPoints:150,HolidayCurrency:200,EquipmentShards:135,Pet:21","Diamonds:900,TitanPoints:150,HolidayCurrency:200,EquipmentShards:135,Pet:21",Avatar:AvatarSuperTournament3,900,150,200,0,0,135,21,0,0
11,25,Type2,10006,J,"Avatar:AvatarSuperTournament4,Diamonds:600,TitanPoints:120,HolidayCurrency:180,EquipmentShards:90,Pet:18","Diamonds:600,TitanPoints:120,HolidayCurrency:180,EquipmentShards:90,Pet:18",Avatar:AvatarSuperTournament4,600,120,180,0,0,90,18,0,0
26,50,Type2,10006,J,"Avatar:AvatarSuperTournament4,Diamonds:450,TitanPoints:90,HolidayCurrency:160,EquipmentShards:75,Pet:15","Diamonds:450,TitanPoints:90,HolidayCurrency:160,EquipmentShards:75,Pet:15",Avatar:AvatarSuperTournament4,450,90,160,0,0,75,15,0,0
51,80,Type2,10006,J,"Avatar:AvatarSuperTournament4,Diamonds:375,TitanPoints:75,HolidayCurrency:140,EquipmentShards:60,Pet:12","Diamonds:375,TitanPoints:75,HolidayCurrency:140,EquipmentShards:60,Pet:12",Avatar:AvatarSuperTournament4,375,75,140,0,0,60,12,0,0
81,130,Type2,10006,I,"Avatar:AvatarSuperTournament4,Diamonds:300,TitanPoints:60,HolidayCurrency:120,EquipmentShards:45,Pet:9","Diamonds:300,TitanPoints:60,HolidayCurrency:120,EquipmentShards:45,Pet:9",Avatar:AvatarSuperTournament4,300,60,120,0,0,45,9,0,0
131,200,Type2,10006,I,"Avatar:AvatarSuperTournament4,Diamonds:150,TitanPoints:45,HolidayCurrency:100,EquipmentShards:30,Pet:9","Diamonds:150,TitanPoints:45,HolidayCurrency:100,EquipmentShards:30,Pet:9",Avatar:AvatarSuperTournament4,150,45,100,0,0,30,9,0,0
0,0,Type2,10005,N,"Avatar:AvatarSuperTournament1,Diamonds:2100,TitanPoints:300,HolidayCurrency:300,EquipmentShards:270,Pet:36","Diamonds:2100,TitanPoints:300,HolidayCurrency:300,EquipmentShards:270,Pet:36",Avatar:AvatarSuperTournament1,2100,300,300,0,0,270,36,0,0
1,1,Type2,10005,M,"Avatar:AvatarSuperTournament1,Diamonds:1350,TitanPoints:210,HolidayCurrency:250,EquipmentShards:180,Pet:24","Diamonds:1350,TitanPoints:210,HolidayCurrency:250,EquipmentShards:180,Pet:24",Avatar:AvatarSuperTournament1,1350,210,250,0,0,180,24,0,0
2,2,Type2,10005,L,"Avatar:AvatarSuperTournament2,Diamonds:1050,TitanPoints:150,HolidayCurrency:230,EquipmentShards:150,Pet:21","Diamonds:1050,TitanPoints:150,HolidayCurrency:230,EquipmentShards:150,Pet:21",Avatar:AvatarSuperTournament2,1050,150,230,0,0,150,21,0,0
3,10,Type2,10005,K,"Avatar:AvatarSuperTournament3,Diamonds:750,TitanPoints:105,HolidayCurrency:200,EquipmentShards:120,Pet:18","Diamonds:750,TitanPoints:105,HolidayCurrency:200,EquipmentShards:120,Pet:18",Avatar:AvatarSuperTournament3,750,105,200,0,0,120,18,0,0
11,25,Type2,10005,K,"Avatar:AvatarSuperTournament4,Diamonds:600,TitanPoints:90,HolidayCurrency:180,EquipmentShards:90,Pet:18","Diamonds:600,TitanPoints:90,HolidayCurrency:180,EquipmentShards:90,Pet:18",Avatar:AvatarSuperTournament4,600,90,180,0,0,90,18,0,0
26,50,Type2,10005,J,"Avatar:AvatarSuperTournament4,Diamonds:450,TitanPoints:75,HolidayCurrency:160,EquipmentShards:60,Pet:15","Diamonds:450,TitanPoints:75,HolidayCurrency:160,EquipmentShards:60,Pet:15",Avatar:AvatarSuperTournament4,450,75,160,0,0,60,15,0,0
51,80,Type2,10005,I,"Avatar:AvatarSuperTournament4,Diamonds:300,TitanPoints:60,HolidayCurrency:140,EquipmentShards:45,Pet:12","Diamonds:300,TitanPoints:60,HolidayCurrency:140,EquipmentShards:45,Pet:12",Avatar:AvatarSuperTournament4,300,60,140,0,0,45,12,0,0
81,130,Type2,10005,I,"Avatar:AvatarSuperTournament4,Diamonds:225,TitanPoints:45,HolidayCurrency:120,EquipmentShards:30,Pet:9","Diamonds:225,TitanPoints:45,HolidayCurrency:120,EquipmentShards:30,Pet:9",Avatar:AvatarSuperTournament4,225,45,120,0,0,30,9,0,0
131,200,Type2,10005,H,"Avatar:AvatarSuperTournament4,Diamonds:90,TitanPoints:30,HolidayCurrency:100,EquipmentShards:15,Pet:6","Diamonds:90,TitanPoints:30,HolidayCurrency:100,EquipmentShards:15,Pet:6",Avatar:AvatarSuperTournament4,90,30,100,0,0,15,6,0,0
0,0,Type2,10004,N,"Avatar:AvatarSuperTournament1,Diamonds:1800,TitanPoints:210,HolidayCurrency:300,EquipmentShards:240,Pet:30","Diamonds:1800,TitanPoints:210,HolidayCurrency:300,EquipmentShards:240,Pet:30",Avatar:AvatarSuperTournament1,1800,210,300,0,0,240,30,0,0
1,1,Type2,10004,M,"Avatar:AvatarSuperTournament1,Diamonds:1200,TitanPoints:150,HolidayCurrency:250,EquipmentShards:165,Pet:21","Diamonds:1200,TitanPoints:150,HolidayCurrency:250,EquipmentShards:165,Pet:21",Avatar:AvatarSuperTournament1,1200,150,250,0,0,165,21,0,0
2,2,Type2,10004,M,"Avatar:AvatarSuperTournament2,Diamonds:900,TitanPoints:105,HolidayCurrency:230,EquipmentShards:120,Pet:18","Diamonds:900,TitanPoints:105,HolidayCurrency:230,EquipmentShards:120,Pet:18",Avatar:AvatarSuperTournament2,900,105,230,0,0,120,18,0,0
3,10,Type2,10004,L,"Avatar:AvatarSuperTournament3,Diamonds:600,TitanPoints:90,HolidayCurrency:200,EquipmentShards:90,Pet:18","Diamonds:600,TitanPoints:90,HolidayCurrency:200,EquipmentShards:90,Pet:18",Avatar:AvatarSuperTournament3,600,90,200,0,0,90,18,0,0
11,25,Type2,10004,K,"Avatar:AvatarSuperTournament4,Diamonds:450,TitanPoints:75,HolidayCurrency:180,EquipmentShards:60,Pet:15","Diamonds:450,TitanPoints:75,HolidayCurrency:180,EquipmentShards:60,Pet:15",Avatar:AvatarSuperTournament4,450,75,180,0,0,60,15,0,0
26,50,Type2,10004,J,"Avatar:AvatarSuperTournament4,Diamonds:300,TitanPoints:60,HolidayCurrency:160,EquipmentShards:45,Pet:12","Diamonds:300,TitanPoints:60,HolidayCurrency:160,EquipmentShards:45,Pet:12",Avatar:AvatarSuperTournament4,300,60,160,0,0,45,12,0,0
51,80,Type2,10004,I,"Avatar:AvatarSuperTournament4,Diamonds:225,TitanPoints:45,HolidayCurrency:140,EquipmentShards:30,Pet:9","Diamonds:225,TitanPoints:45,HolidayCurrency:140,EquipmentShards:30,Pet:9",Avatar:AvatarSuperTournament4,225,45,140,0,0,30,9,0,0
81,130,Type2,10004,H,"Avatar:AvatarSuperTournament4,Diamonds:90,TitanPoints:30,HolidayCurrency:120,EquipmentShards:15,Pet:6","Diamonds:90,TitanPoints:30,HolidayCurrency:120,EquipmentShards:15,Pet:6",Avatar:AvatarSuperTournament4,90,30,120,0,0,15,6,0,0
131,200,Type2,10004,H,"Avatar:AvatarSuperTournament4,Diamonds:60,TitanPoints:15,HolidayCurrency:100,EquipmentShards:15,Pet:3","Diamonds:60,TitanPoints:15,HolidayCurrency:100,EquipmentShards:15,Pet:3",Avatar:AvatarSuperTournament4,60,15,100,0,0,15,3,0,0
0,0,Type2,10003,N,"Avatar:AvatarSuperTournament1,Diamonds:1350,TitanPoints:210,HolidayCurrency:300,EquipmentShards:240,Pet:30","Diamonds:1350,TitanPoints:210,HolidayCurrency:300,EquipmentShards:240,Pet:30",Avatar:AvatarSuperTournament1,1350,210,300,0,0,240,30,0,0
1,1,Type2,10003,M,"Avatar:AvatarSuperTournament1,Diamonds:1050,TitanPoints:150,HolidayCurrency:250,EquipmentShards:165,Pet:21","Diamonds:1050,TitanPoints:150,HolidayCurrency:250,EquipmentShards:165,Pet:21",Avatar:AvatarSuperTournament1,1050,150,250,0,0,165,21,0,0
2,2,Type2,10003,M,"Avatar:AvatarSuperTournament2,Diamonds:675,TitanPoints:105,HolidayCurrency:230,EquipmentShards:120,Pet:18","Diamonds:675,TitanPoints:105,HolidayCurrency:230,EquipmentShards:120,Pet:18",Avatar:AvatarSuperTournament2,675,105,230,0,0,120,18,0,0
3,10,Type2,10003,L,"Avatar:AvatarSuperTournament3,Diamonds:525,TitanPoints:90,HolidayCurrency:200,EquipmentShards:90,Pet:18","Diamonds:525,TitanPoints:90,HolidayCurrency:200,EquipmentShards:90,Pet:18",Avatar:AvatarSuperTournament3,525,90,200,0,0,90,18,0,0
11,25,Type2,10003,K,"Avatar:AvatarSuperTournament4,Diamonds:375,TitanPoints:75,HolidayCurrency:180,EquipmentShards:60,Pet:15","Diamonds:375,TitanPoints:75,HolidayCurrency:180,EquipmentShards:60,Pet:15",Avatar:AvatarSuperTournament4,375,75,180,0,0,60,15,0,0
26,50,Type2,10003,J,"Avatar:AvatarSuperTournament4,Diamonds:300,TitanPoints:60,HolidayCurrency:160,EquipmentShards:45,Pet:12","Diamonds:300,TitanPoints:60,HolidayCurrency:160,EquipmentShards:45,Pet:12",Avatar:AvatarSuperTournament4,300,60,160,0,0,45,12,0,0
51,80,Type2,10003,I,"Avatar:AvatarSuperTournament4,Diamonds:225,TitanPoints:45,HolidayCurrency:140,EquipmentShards:30,Pet:9","Diamonds:225,TitanPoints:45,HolidayCurrency:140,EquipmentShards:30,Pet:9",Avatar:AvatarSuperTournament4,225,45,140,0,0,30,9,0,0
81,130,Type2,10003,H,"Avatar:AvatarSuperTournament4,Diamonds:90,TitanPoints:30,HolidayCurrency:120,EquipmentShards:15,Pet:6","Diamonds:90,TitanPoints:30,HolidayCurrency:120,EquipmentShards:15,Pet:6",Avatar:AvatarSuperTournament4,90,30,120,0,0,15,6,0,0
