CardA,CardB,CardC,ExcludeCards,DeckID,MinWorld,MaxWorld,MinFloor,MaxFloor,Notes
SuperheatMetal,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","SuperheatMetal,RandomAffliction,RandomAffliction",24,25,1,999,Standard - Armor
LimbSupport,RandomAffliction,RandomBurst,"BurningAttack,BurstCount,Fuse,MirrorForce,MoonBeam,PlagueAttack,Purify,RazorWind,RuneAttack,SkullBash,WhipOfLightning,FlakShot,Fragmentize,CelestialStatic,SandsOfTime","LimbSupport,RandomAffliction,RandomBurst",26,26,1,999,Standard - No Armor
BurstBoost,BurstCount,RandomBurst,"CelestialStatic,Haymaker,MirrorForce,Purify,WhipOfLightning,FlakShot,Fragmentize","BurstBoost,BurstCount,RandomBurst",26,26,1,999,Standard - No Armor
LimbSupport,RandomAffliction,RandomBurst,"ChainLightning,BurstCount,RazorWind,Purify,SkullBash,MoonBeam,WhipOfLightning,BurningAttack,DecayingAttack,RuneAttack,MirrorForce,PowerBubble,Fuse,SandsOfTime","LimbSupport,RandomAffliction,RandomBurst",27,27,1,999,Standard - Armor
BurstBoost,BurstCount,RandomBurst,"Haymaker,Purify,WhipOfLightning,ChainLightning,CelestialStatic,MirrorForce","BurstBoost,BurstCount,RandomBurst",27,27,1,999,Standard - Armor
SpinalTap,Fragmentize,RandomBurst,"CelestialStatic,FlakShot,Haymaker,MirrorForce,Purify,RazorWind,WhipOfLightning","SpinalTap,Fragmentize,RandomBurst",27,27,1,999,Standard - Armor
SuperheatMetal,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","SuperheatMetal,RandomAffliction,RandomAffliction",27,27,1,999,Standard - Armor
RandomAffliction,Fuse,MentalFocus,"DecayingAttack,PoisonAttack,PowerBubble,RuneAttack,Shadow","RandomAffliction,Fuse,MentalFocus",28,28,1,999,Affliction World
RandomAffliction,RuneAttack,AstralEcho,"Fuse,SandsOfTime","RandomAffliction,RuneAttack,AstralEcho",28,28,1,999,Affliction World
RandomAffliction,RuneAttack,ImpactAttack,"BurningAttack,Fuse,PlagueAttack,SandsOfTime","RandomAffliction,RuneAttack,ImpactAttack",28,28,1,999,Affliction World
RandomAffliction,Shadow,InnerTruth,"BurningAttack,Disease,Fuse,PlagueAttack,PoisonAttack,Swarm,SandsOfTime","RandomAffliction,Shadow,InnerTruth",28,28,1,999,Affliction World
PowerBubble,RuinousRust,RandomSupport,"AstralEcho,BurstBoost,CrushingVoid,ExecutionersAxe,ImpactAttack,InnerTruth,LimbSupport,MentalFocus,SpinalTap,SuperheatMetal,TeamTactics,TriangleSupport","PowerBubble,RuinousRust,RandomSupport",28,28,1,999,Affliction World
RandomAffliction,Swarm,CrushingVoid,RuneAttack,"RandomAffliction,Swarm,CrushingVoid",28,28,1,999,Affliction World
RandomAffliction,PlagueAttack,MentalFocus,"DecayingAttack,PoisonAttack,PowerBubble,Shadow","RandomAffliction,PlagueAttack,MentalFocus",28,28,1,999,Affliction World
RandomAffliction,BurningAttack,SuperheatMetal,"DecayingAttack,Disease,PoisonAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","RandomAffliction,BurningAttack,SuperheatMetal",28,28,1,999,Affliction World
TotemFairySkill,Purify,RandomAffliction,"BurningAttack,DecayingAttack,Disease,Fuse,MagicPotion,PlagueAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","TotemFairySkill,Purify,RandomAffliction",29,32,1,999,Standard
TriangleSupport,WhipOfLightning,RandomAffliction,"DecayingAttack,Fuse,PoisonAttack,PowerBubble,Shadow,SandsOfTime","TriangleSupport,WhipOfLightning,RandomAffliction",29,32,1,999,Standard
InnerTruth,RandomAffliction,RandomAffliction,"BurningAttack,Disease,Fuse,PlagueAttack,Swarm,MagicPotion,SandsOfTime","InnerTruth,RandomAffliction,RandomAffliction",29,32,1,999,Standard
MentalFocus,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuinousRust,RuneAttack,Shadow","MentalFocus,RandomAffliction,RandomAffliction",29,32,1,999,Standard
ExecutionersAxe,RuneAttack,RandomBurst,"BurstCount,CelestialStatic,ChainLightning,FlakShot,Fragmentize,Haymaker,LimbBurst,MirrorForce,Purify,WhipOfLightning,Weaken","ExecutionersAxe,RuneAttack,RandomBurst",29,32,1,999,Standard
FinisherAttack,Haymaker,RandomBurst,"BurstCount,CelestialStatic,FlakShot,Fragmentize,LimbBurst,MirrorForce,Purify,WhipOfLightning","FinisherAttack,Haymaker,RandomBurst",29,32,1,999,Standard
ImpactAttack,RandomBurst,RandomAffliction,"BurstCount,CelestialStatic,FlakShot,Fragmentize,MirrorForce,MoonBeam,Purify,RuinousRust,SkullBash,WhipOfLightning,SandsOfTime,Weaken","ImpactAttack,RandomBurst,RandomAffliction",29,32,1,999,Standard
CrushingVoid,RandomAffliction,RandomBurst,"BurningAttack,BurstCount,CelestialStatic,ChainLightning,DecayingAttack,Disease,FlakShot,Fragmentize,Fuse,MirrorForce,MoonBeam,PlagueAttack,PoisonAttack,Purify,RuinousRust,RuneAttack,SkullBash,WhipOfLightning,SandsOfTime,Weaken","CrushingVoid,RandomAffliction,RandomBurst",29,32,1,999,Standard
LimbSupport,RandomAffliction,RandomBurst,"ChainLightning,BurstCount,RazorWind,Purify,SkullBash,MoonBeam,WhipOfLightning,BurningAttack,DecayingAttack,RuneAttack,MirrorForce,PowerBubble,Fuse,SandsOfTime,Weaken","LimbSupport,RandomAffliction,RandomBurst",29,30,1,999,Standard - Armor
AstralEcho,RandomAffliction,RandomBurst,"MoonBeam,Fragmentize,SkullBash,RazorWind,BurstCount,Purify,LimbBurst,MirrorForce,BurningAttack,PoisonAttack,DecayingAttack,Fuse,Shadow,PlagueAttack,Disease,PowerBubble,RuneAttack,SandsOfTime","AstralEcho,RandomAffliction,RandomBurst",29,30,1,999,Standard - Armor
BurstBoost,BurstCount,RandomBurst,"Haymaker,Purify,WhipOfLightning,ChainLightning,CelestialStatic,MirrorForce","BurstBoost,BurstCount,RandomBurst",29,30,1,999,Standard - Armor
SpinalTap,Fragmentize,RandomBurst,"CelestialStatic,FlakShot,Haymaker,MirrorForce,Purify,RazorWind,WhipOfLightning","SpinalTap,Fragmentize,RandomBurst",29,30,1,999,Standard - Armor
SuperheatMetal,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","SuperheatMetal,RandomAffliction,RandomAffliction",29,30,1,999,Standard - Armor
LimbSupport,RandomAffliction,RandomBurst,"BurningAttack,BurstCount,Fuse,MirrorForce,MoonBeam,PlagueAttack,Purify,RazorWind,RuneAttack,SkullBash,WhipOfLightning,FlakShot,Fragmentize,CelestialStatic,SandsOfTime","LimbSupport,RandomAffliction,RandomBurst",31,31,1,999,Standard - No Armor
BurstBoost,BurstCount,RandomBurst,"CelestialStatic,Haymaker,MirrorForce,Purify,WhipOfLightning,FlakShot,Fragmentize","BurstBoost,BurstCount,RandomBurst",31,31,1,999,Standard - No Armor
LimbSupport,RandomAffliction,RandomBurst,"ChainLightning,BurstCount,RazorWind,Purify,SkullBash,MoonBeam,WhipOfLightning,BurningAttack,DecayingAttack,RuneAttack,MirrorForce,PowerBubble,Fuse,SandsOfTime,Weaken","LimbSupport,RandomAffliction,RandomBurst",32,32,1,999,Standard - Armor
AstralEcho,RandomAffliction,RandomBurst,"MoonBeam,Fragmentize,SkullBash,RazorWind,BurstCount,Purify,LimbBurst,MirrorForce,BurningAttack,PoisonAttack,DecayingAttack,Fuse,Shadow,PlagueAttack,Disease,PowerBubble,RuneAttack,SandsOfTime","AstralEcho,RandomAffliction,RandomBurst",32,32,1,999,Standard - Armor
BurstBoost,BurstCount,RandomBurst,"Haymaker,Purify,WhipOfLightning,ChainLightning,CelestialStatic,MirrorForce","BurstBoost,BurstCount,RandomBurst",32,32,1,999,Standard - Armor
SpinalTap,Fragmentize,RandomBurst,"CelestialStatic,FlakShot,Haymaker,MirrorForce,Purify,RazorWind,WhipOfLightning","SpinalTap,Fragmentize,RandomBurst",32,32,1,999,Standard - Armor
SuperheatMetal,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","SuperheatMetal,RandomAffliction,RandomAffliction",32,32,1,999,Standard - Armor
SkullBash,RandomBurst,ExecutionersAxe,"CelestialStatic,FlakShot,Fragmentize,Haymaker,LimbBurst,MirrorForce,MoonBeam,Purify,RazorWind,WhipOfLightning","SkullBash,RandomBurst,ExecutionersAxe",33,33,1,999,Burst World
LimbBurst,RandomBurst,RandomSupport,"BurstBoost,CrushingVoid,ExecutionersAxe,FinisherAttack,ImpactAttack,InnerTruth,MentalFocus,MirrorForce,MoonBeam,Purify,SkullBash,SpinalTap,SuperheatMetal,TeamTactics,TotemFairySkill,TriangleSupport,WhipOfLightning","LimbBurst,RandomBurst,RandomSupport",33,33,1,999,Burst World
MoonBeam,RandomBurst,ExecutionersAxe,"CelestialStatic,FlakShot,Fragmentize,Haymaker,LimbBurst,MirrorForce,Purify,RazorWind,SkullBash,WhipOfLightning","MoonBeam,RandomBurst,ExecutionersAxe",33,33,1,999,Burst World
RazorWind,RandomBurst,RandomSupport,"AstralEcho,BurstBoost,CelestialStatic,ExecutionersAxe,FinisherAttack,FlakShot,Fragmentize,InnerTruth,LimbSupport,MentalFocus,MirrorForce,Purify,SpinalTap,SuperheatMetal,TeamTactics,TotemFairySkill,TriangleSupport,WhipOfLightning","RazorWind,RandomBurst,RandomSupport",33,33,1,999,Burst World
BurstCount,RandomBurst,BurstBoost,"CelestialStatic,FlakShot,Haymaker,MirrorForce,Purify,WhipOfLightning","BurstCount,RandomBurst,BurstBoost",33,33,1,999,Burst World
Haymaker,RandomBurst,RandomSupport,"BurstBoost,BurstCount,CelestialStatic,CrushingVoid,ExecutionersAxe,FlakShot,Fragmentize,ImpactAttack,InnerTruth,LimbSupport,MentalFocus,MirrorForce,Purify,SpinalTap,SuperheatMetal,TeamTactics,TriangleSupport,WhipOfLightning","Haymaker,RandomBurst,RandomSupport",33,33,1,999,Burst World
Fragmentize,RandomBurst,RandomSupport,"AstralEcho,BurstBoost,CelestialStatic,CrushingVoid,ExecutionersAxe,FinisherAttack,FlakShot,ImpactAttack,InnerTruth,LimbBurst,LimbSupport,MentalFocus,MirrorForce,MoonBeam,Purify,RazorWind,SkullBash,TeamTactics,TotemFairySkill,TriangleSupport,WhipOfLightning","Fragmentize,RandomBurst,RandomSupport",33,33,1,999,Burst World
FlakShot,RandomBurst,BurstBoost,"CelestialStatic,Haymaker,MirrorForce,Purify,RazorWind,WhipOfLightning,Weaken","FlakShot,RandomBurst,BurstBoost",33,33,1,999,Burst World
TotemFairySkill,Purify,RandomAffliction,"BurningAttack,DecayingAttack,Disease,Fuse,MagicPotion,PlagueAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","TotemFairySkill,Purify,RandomAffliction",34,37,1,999,Standard
TriangleSupport,WhipOfLightning,RandomAffliction,"DecayingAttack,Fuse,PoisonAttack,PowerBubble,Shadow,SandsOfTime","TriangleSupport,WhipOfLightning,RandomAffliction",34,37,1,999,Standard
InnerTruth,RandomAffliction,RandomAffliction,"BurningAttack,Disease,Fuse,PlagueAttack,Swarm,MagicPotion,SandsOfTime","InnerTruth,RandomAffliction,RandomAffliction",34,37,1,999,Standard
MentalFocus,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuinousRust,RuneAttack,Shadow","MentalFocus,RandomAffliction,RandomAffliction",34,37,1,999,Standard
ExecutionersAxe,RuneAttack,RandomBurst,"BurstCount,CelestialStatic,ChainLightning,FlakShot,Fragmentize,Haymaker,LimbBurst,MirrorForce,Purify,WhipOfLightning,Weaken","ExecutionersAxe,RuneAttack,RandomBurst",34,37,1,999,Standard
FinisherAttack,Haymaker,RandomBurst,"BurstCount,CelestialStatic,FlakShot,Fragmentize,LimbBurst,MirrorForce,Purify,WhipOfLightning","FinisherAttack,Haymaker,RandomBurst",34,37,1,999,Standard
ImpactAttack,RandomBurst,RandomAffliction,"BurstCount,CelestialStatic,FlakShot,Fragmentize,MirrorForce,MoonBeam,Purify,RuinousRust,SkullBash,WhipOfLightning,SandsOfTime,Weaken","ImpactAttack,RandomBurst,RandomAffliction",34,37,1,999,Standard
CrushingVoid,RandomAffliction,RandomBurst,"BurningAttack,BurstCount,CelestialStatic,ChainLightning,DecayingAttack,Disease,FlakShot,Fragmentize,Fuse,MirrorForce,MoonBeam,PlagueAttack,PoisonAttack,Purify,RuinousRust,RuneAttack,SkullBash,WhipOfLightning,SandsOfTime,Weaken","CrushingVoid,RandomAffliction,RandomBurst",34,37,1,999,Standard
LimbSupport,RandomAffliction,RandomBurst,"ChainLightning,BurstCount,RazorWind,Purify,SkullBash,MoonBeam,WhipOfLightning,BurningAttack,DecayingAttack,RuneAttack,MirrorForce,PowerBubble,Fuse,SandsOfTime","LimbSupport,RandomAffliction,RandomBurst",34,35,1,999,Standard - Armor
AstralEcho,RandomAffliction,RandomBurst,"MoonBeam,Fragmentize,SkullBash,RazorWind,BurstCount,Purify,LimbBurst,MirrorForce,BurningAttack,PoisonAttack,DecayingAttack,Fuse,Shadow,PlagueAttack,Disease,PowerBubble,RuneAttack,SandsOfTime,Weaken","AstralEcho,RandomAffliction,RandomBurst",34,35,1,999,Standard - Armor
BurstBoost,BurstCount,RandomBurst,"Haymaker,Purify,WhipOfLightning,ChainLightning,CelestialStatic,MirrorForce","BurstBoost,BurstCount,RandomBurst",34,35,1,999,Standard - Armor
SpinalTap,Fragmentize,RandomBurst,"CelestialStatic,FlakShot,Haymaker,MirrorForce,Purify,RazorWind,WhipOfLightning","SpinalTap,Fragmentize,RandomBurst",34,35,1,999,Standard - Armor
SuperheatMetal,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","SuperheatMetal,RandomAffliction,RandomAffliction",34,35,1,999,Standard - Armor
LimbSupport,RandomAffliction,RandomBurst,"BurningAttack,BurstCount,Fuse,MirrorForce,MoonBeam,PlagueAttack,Purify,RazorWind,RuneAttack,SkullBash,WhipOfLightning,FlakShot,Fragmentize,CelestialStatic,SandsOfTime","LimbSupport,RandomAffliction,RandomBurst",36,36,1,999,Standard - No Armor
BurstBoost,BurstCount,RandomBurst,"CelestialStatic,Haymaker,MirrorForce,Purify,WhipOfLightning,FlakShot,Fragmentize","BurstBoost,BurstCount,RandomBurst",36,36,1,999,Standard - No Armor
LimbSupport,RandomAffliction,RandomBurst,"ChainLightning,BurstCount,RazorWind,Purify,SkullBash,MoonBeam,WhipOfLightning,BurningAttack,DecayingAttack,RuneAttack,MirrorForce,PowerBubble,Fuse,SandsOfTime","LimbSupport,RandomAffliction,RandomBurst",37,37,1,999,Standard - Armor
BurstBoost,BurstCount,RandomBurst,"Haymaker,Purify,WhipOfLightning,ChainLightning,CelestialStatic,MirrorForce","BurstBoost,BurstCount,RandomBurst",37,37,1,999,Standard - Armor
SpinalTap,Fragmentize,RandomBurst,"CelestialStatic,FlakShot,Haymaker,MirrorForce,Purify,RazorWind,WhipOfLightning","SpinalTap,Fragmentize,RandomBurst",37,37,1,999,Standard - Armor
SuperheatMetal,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","SuperheatMetal,RandomAffliction,RandomAffliction",37,37,1,999,Standard - Armor
RandomAffliction,Fuse,MentalFocus,"DecayingAttack,PoisonAttack,PowerBubble,RuneAttack,Shadow","RandomAffliction,Fuse,MentalFocus",38,38,1,999,Affliction World
RandomAffliction,RuneAttack,AstralEcho,"Fuse,SandsOfTime","RandomAffliction,RuneAttack,AstralEcho",38,38,1,999,Affliction World
RandomAffliction,RuneAttack,ImpactAttack,"BurningAttack,Fuse,PlagueAttack,SandsOfTime","RandomAffliction,RuneAttack,ImpactAttack",38,38,1,999,Affliction World
RandomAffliction,Shadow,InnerTruth,"BurningAttack,Disease,Fuse,PlagueAttack,PoisonAttack,Swarm,SandsOfTime","RandomAffliction,Shadow,InnerTruth",38,38,1,999,Affliction World
PowerBubble,RuinousRust,RandomSupport,"AstralEcho,BurstBoost,CrushingVoid,ExecutionersAxe,ImpactAttack,InnerTruth,LimbSupport,MentalFocus,SpinalTap,SuperheatMetal,TeamTactics,TriangleSupport","PowerBubble,RuinousRust,RandomSupport",38,38,1,999,Affliction World
RandomAffliction,Swarm,CrushingVoid,RuneAttack,"RandomAffliction,Swarm,CrushingVoid",38,38,1,999,Affliction World
RandomAffliction,PlagueAttack,MentalFocus,"DecayingAttack,PoisonAttack,PowerBubble,Shadow","RandomAffliction,PlagueAttack,MentalFocus",38,38,1,999,Affliction World
RandomAffliction,BurningAttack,SuperheatMetal,"DecayingAttack,Disease,PoisonAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","RandomAffliction,BurningAttack,SuperheatMetal",38,38,1,999,Affliction World
TotemFairySkill,Purify,RandomAffliction,"BurningAttack,DecayingAttack,Disease,Fuse,MagicPotion,PlagueAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","TotemFairySkill,Purify,RandomAffliction",39,42,1,999,Standard
TriangleSupport,WhipOfLightning,RandomAffliction,"DecayingAttack,Fuse,PoisonAttack,PowerBubble,Shadow,SandsOfTime","TriangleSupport,WhipOfLightning,RandomAffliction",39,42,1,999,Standard
InnerTruth,RandomAffliction,RandomAffliction,"BurningAttack,Disease,Fuse,PlagueAttack,Swarm,MagicPotion,SandsOfTime","InnerTruth,RandomAffliction,RandomAffliction",39,42,1,999,Standard
MentalFocus,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuinousRust,RuneAttack,Shadow","MentalFocus,RandomAffliction,RandomAffliction",39,42,1,999,Standard
ExecutionersAxe,RuneAttack,RandomBurst,"BurstCount,CelestialStatic,ChainLightning,FlakShot,Fragmentize,Haymaker,LimbBurst,MirrorForce,Purify,WhipOfLightning,Weaken","ExecutionersAxe,RuneAttack,RandomBurst",39,42,1,999,Standard
FinisherAttack,Haymaker,RandomBurst,"BurstCount,CelestialStatic,FlakShot,Fragmentize,LimbBurst,MirrorForce,Purify,WhipOfLightning","FinisherAttack,Haymaker,RandomBurst",39,42,1,999,Standard
ImpactAttack,RandomBurst,RandomAffliction,"BurstCount,CelestialStatic,FlakShot,Fragmentize,MirrorForce,MoonBeam,Purify,RuinousRust,SkullBash,WhipOfLightning,SandsOfTime,Weaken","ImpactAttack,RandomBurst,RandomAffliction",39,42,1,999,Standard
CrushingVoid,RandomAffliction,RandomBurst,"BurningAttack,BurstCount,CelestialStatic,ChainLightning,DecayingAttack,Disease,FlakShot,Fragmentize,Fuse,MirrorForce,MoonBeam,PlagueAttack,PoisonAttack,Purify,RuinousRust,RuneAttack,SkullBash,WhipOfLightning,SandsOfTime,Weaken","CrushingVoid,RandomAffliction,RandomBurst",39,42,1,999,Standard
LimbSupport,RandomAffliction,RandomBurst,"ChainLightning,BurstCount,RazorWind,Purify,SkullBash,MoonBeam,WhipOfLightning,BurningAttack,DecayingAttack,RuneAttack,MirrorForce,PowerBubble,Fuse,SandsOfTime,Weaken","LimbSupport,RandomAffliction,RandomBurst",39,40,1,999,Standard - Armor
AstralEcho,RandomAffliction,RandomBurst,"MoonBeam,Fragmentize,SkullBash,RazorWind,BurstCount,Purify,LimbBurst,MirrorForce,BurningAttack,PoisonAttack,DecayingAttack,Fuse,Shadow,PlagueAttack,Disease,PowerBubble,RuneAttack,SandsOfTime","AstralEcho,RandomAffliction,RandomBurst",39,40,1,999,Standard - Armor
BurstBoost,BurstCount,RandomBurst,"Haymaker,Purify,WhipOfLightning,ChainLightning,CelestialStatic,MirrorForce","BurstBoost,BurstCount,RandomBurst",39,40,1,999,Standard - Armor
SpinalTap,Fragmentize,RandomBurst,"CelestialStatic,FlakShot,Haymaker,MirrorForce,Purify,RazorWind,WhipOfLightning","SpinalTap,Fragmentize,RandomBurst",39,40,1,999,Standard - Armor
SuperheatMetal,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","SuperheatMetal,RandomAffliction,RandomAffliction",39,40,1,999,Standard - Armor
LimbSupport,RandomAffliction,RandomBurst,"BurningAttack,BurstCount,Fuse,MirrorForce,MoonBeam,PlagueAttack,Purify,RazorWind,RuneAttack,SkullBash,WhipOfLightning,FlakShot,Fragmentize,CelestialStatic,SandsOfTime","LimbSupport,RandomAffliction,RandomBurst",41,41,1,999,Standard - No Armor
BurstBoost,BurstCount,RandomBurst,"CelestialStatic,Haymaker,MirrorForce,Purify,WhipOfLightning,FlakShot,Fragmentize","BurstBoost,BurstCount,RandomBurst",41,41,1,999,Standard - No Armor
LimbSupport,RandomAffliction,RandomBurst,"ChainLightning,BurstCount,RazorWind,Purify,SkullBash,MoonBeam,WhipOfLightning,BurningAttack,DecayingAttack,RuneAttack,MirrorForce,PowerBubble,Fuse,SandsOfTime,Weaken","LimbSupport,RandomAffliction,RandomBurst",42,42,1,999,Standard - Armor
AstralEcho,RandomAffliction,RandomBurst,"MoonBeam,Fragmentize,SkullBash,RazorWind,BurstCount,Purify,LimbBurst,MirrorForce,BurningAttack,PoisonAttack,DecayingAttack,Fuse,Shadow,PlagueAttack,Disease,PowerBubble,RuneAttack,SandsOfTime","AstralEcho,RandomAffliction,RandomBurst",42,42,1,999,Standard - Armor
BurstBoost,BurstCount,RandomBurst,"Haymaker,Purify,WhipOfLightning,ChainLightning,CelestialStatic,MirrorForce","BurstBoost,BurstCount,RandomBurst",42,42,1,999,Standard - Armor
SpinalTap,Fragmentize,RandomBurst,"CelestialStatic,FlakShot,Haymaker,MirrorForce,Purify,RazorWind,WhipOfLightning","SpinalTap,Fragmentize,RandomBurst",42,42,1,999,Standard - Armor
SuperheatMetal,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","SuperheatMetal,RandomAffliction,RandomAffliction",42,42,1,999,Standard - Armor
SkullBash,RandomBurst,ExecutionersAxe,"CelestialStatic,FlakShot,Fragmentize,Haymaker,LimbBurst,MirrorForce,MoonBeam,Purify,RazorWind,WhipOfLightning","SkullBash,RandomBurst,ExecutionersAxe",43,43,1,999,Burst World
LimbBurst,RandomBurst,RandomSupport,"BurstBoost,CrushingVoid,ExecutionersAxe,FinisherAttack,ImpactAttack,InnerTruth,MentalFocus,MirrorForce,MoonBeam,Purify,SkullBash,SpinalTap,SuperheatMetal,TeamTactics,TotemFairySkill,TriangleSupport,WhipOfLightning","LimbBurst,RandomBurst,RandomSupport",43,43,1,999,Burst World
MoonBeam,RandomBurst,ExecutionersAxe,"CelestialStatic,FlakShot,Fragmentize,Haymaker,LimbBurst,MirrorForce,Purify,RazorWind,SkullBash,WhipOfLightning","MoonBeam,RandomBurst,ExecutionersAxe",43,43,1,999,Burst World
RazorWind,RandomBurst,RandomSupport,"AstralEcho,BurstBoost,CelestialStatic,ExecutionersAxe,FinisherAttack,FlakShot,Fragmentize,InnerTruth,LimbSupport,MentalFocus,MirrorForce,Purify,SpinalTap,SuperheatMetal,TeamTactics,TotemFairySkill,TriangleSupport,WhipOfLightning","RazorWind,RandomBurst,RandomSupport",43,43,1,999,Burst World
BurstCount,RandomBurst,BurstBoost,"CelestialStatic,FlakShot,Haymaker,MirrorForce,Purify,WhipOfLightning","BurstCount,RandomBurst,BurstBoost",43,43,1,999,Burst World
Haymaker,RandomBurst,RandomSupport,"BurstBoost,BurstCount,CelestialStatic,CrushingVoid,ExecutionersAxe,FlakShot,Fragmentize,ImpactAttack,InnerTruth,LimbSupport,MentalFocus,MirrorForce,Purify,SpinalTap,SuperheatMetal,TeamTactics,TriangleSupport,WhipOfLightning","Haymaker,RandomBurst,RandomSupport",43,43,1,999,Burst World
Fragmentize,RandomBurst,RandomSupport,"AstralEcho,BurstBoost,CelestialStatic,CrushingVoid,ExecutionersAxe,FinisherAttack,FlakShot,ImpactAttack,InnerTruth,LimbBurst,LimbSupport,MentalFocus,MirrorForce,MoonBeam,Purify,RazorWind,SkullBash,TeamTactics,TotemFairySkill,TriangleSupport,WhipOfLightning","Fragmentize,RandomBurst,RandomSupport",43,43,1,999,Burst World
FlakShot,RandomBurst,BurstBoost,"CelestialStatic,Haymaker,MirrorForce,Purify,RazorWind,WhipOfLightning,Weaken","FlakShot,RandomBurst,BurstBoost",43,43,1,999,Burst World
TotemFairySkill,Purify,RandomAffliction,"BurningAttack,DecayingAttack,Disease,Fuse,MagicPotion,PlagueAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","TotemFairySkill,Purify,RandomAffliction",44,47,1,999,Standard
TriangleSupport,WhipOfLightning,RandomAffliction,"DecayingAttack,Fuse,PoisonAttack,PowerBubble,Shadow,SandsOfTime","TriangleSupport,WhipOfLightning,RandomAffliction",44,47,1,999,Standard
InnerTruth,RandomAffliction,RandomAffliction,"BurningAttack,Disease,Fuse,PlagueAttack,Swarm,MagicPotion,SandsOfTime","InnerTruth,RandomAffliction,RandomAffliction",44,47,1,999,Standard
MentalFocus,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuinousRust,RuneAttack,Shadow","MentalFocus,RandomAffliction,RandomAffliction",44,47,1,999,Standard
ExecutionersAxe,RuneAttack,RandomBurst,"BurstCount,CelestialStatic,ChainLightning,FlakShot,Fragmentize,Haymaker,LimbBurst,MirrorForce,Purify,WhipOfLightning,Weaken","ExecutionersAxe,RuneAttack,RandomBurst",44,47,1,999,Standard
FinisherAttack,Haymaker,RandomBurst,"BurstCount,CelestialStatic,FlakShot,Fragmentize,LimbBurst,MirrorForce,Purify,WhipOfLightning","FinisherAttack,Haymaker,RandomBurst",44,47,1,999,Standard
ImpactAttack,RandomBurst,RandomAffliction,"BurstCount,CelestialStatic,FlakShot,Fragmentize,MirrorForce,MoonBeam,Purify,RuinousRust,SkullBash,WhipOfLightning,SandsOfTime,Weaken","ImpactAttack,RandomBurst,RandomAffliction",44,47,1,999,Standard
CrushingVoid,RandomAffliction,RandomBurst,"BurningAttack,BurstCount,CelestialStatic,ChainLightning,DecayingAttack,Disease,FlakShot,Fragmentize,Fuse,MirrorForce,MoonBeam,PlagueAttack,PoisonAttack,Purify,RuinousRust,RuneAttack,SkullBash,WhipOfLightning,SandsOfTime,Weaken","CrushingVoid,RandomAffliction,RandomBurst",44,47,1,999,Standard
LimbSupport,RandomAffliction,RandomBurst,"ChainLightning,BurstCount,RazorWind,Purify,SkullBash,MoonBeam,WhipOfLightning,BurningAttack,DecayingAttack,RuneAttack,MirrorForce,PowerBubble,Fuse,SandsOfTime","LimbSupport,RandomAffliction,RandomBurst",44,45,1,999,Standard - Armor
AstralEcho,RandomAffliction,RandomBurst,"MoonBeam,Fragmentize,SkullBash,RazorWind,BurstCount,Purify,LimbBurst,MirrorForce,BurningAttack,PoisonAttack,DecayingAttack,Fuse,Shadow,PlagueAttack,Disease,PowerBubble,RuneAttack,SandsOfTime,Weaken","AstralEcho,RandomAffliction,RandomBurst",44,45,1,999,Standard - Armor
BurstBoost,BurstCount,RandomBurst,"Haymaker,Purify,WhipOfLightning,ChainLightning,CelestialStatic,MirrorForce","BurstBoost,BurstCount,RandomBurst",44,45,1,999,Standard - Armor
SpinalTap,Fragmentize,RandomBurst,"CelestialStatic,FlakShot,Haymaker,MirrorForce,Purify,RazorWind,WhipOfLightning","SpinalTap,Fragmentize,RandomBurst",44,45,1,999,Standard - Armor
