PlayerLevel,ExperienceCost,DecksAvailable,SkillsPerDeck,ShopTier,PlayerRaidProgressionBundle
1115,1874233,24,3,6,
1116,1877175,24,3,6,
1117,1880118,24,3,6,
1118,1883062,24,3,6,
1119,1886007,24,3,6,
1120,1888953,24,3,6,
1121,1891900,24,3,6,
1122,1894848,24,3,6,
1123,1897797,24,3,6,
1124,1900747,24,3,6,
1125,1903698,24,3,6,
1126,1906650,24,3,6,
1127,1909603,24,3,6,
1128,1912557,24,3,6,
1129,1915512,24,3,6,
1130,1918468,24,3,6,
1131,1921425,24,3,6,
1132,1924383,24,3,6,
1133,1927342,24,3,6,
1134,1930302,24,3,6,
1135,1933263,24,3,6,
1136,1936225,24,3,6,
1137,1939188,24,3,6,
1138,1942152,24,3,6,
1139,1945117,24,3,6,
1140,1948083,24,3,6,
1141,1951050,24,3,6,
1142,1954018,24,3,6,
1143,1956987,24,3,6,
1144,1959957,24,3,6,
1145,1962928,24,3,6,
1146,1965900,24,3,6,
1147,1968873,24,3,6,
1148,1971847,24,3,6,
1149,1974822,24,3,6,
1150,1977798,24,3,6,
1151,1980775,24,3,6,
1152,1983753,24,3,6,
1153,1986732,24,3,6,
1154,1989712,24,3,6,
1155,1992693,24,3,6,
1156,1995675,24,3,6,
1157,1998658,24,3,6,
1158,2001642,24,3,6,
1159,2004627,24,3,6,
1160,2007613,24,3,6,
1161,2010600,24,3,6,
1162,2013588,24,3,6,
1163,2016577,24,3,6,
1164,2019567,24,3,6,
1165,2022558,24,3,6,
1166,2025550,24,3,6,
1167,2028543,24,3,6,
1168,2031537,24,3,6,
1169,2034532,24,3,6,
1170,2037528,24,3,6,
1171,2040525,24,3,6,
1172,2043523,24,3,6,
1173,2046522,24,3,6,
1174,2049522,24,3,6,
1175,2052523,24,3,6,
1176,2055525,24,3,6,
1177,2058528,24,3,6,
1178,2061532,24,3,6,
1179,2064537,24,3,6,
1180,2067543,24,3,6,
1181,2070550,24,3,6,
1182,2073558,24,3,6,
1183,2076567,24,3,6,
1184,2079577,24,3,6,
1185,2082588,24,3,6,
1186,2085600,24,3,6,
1187,2088613,24,3,6,
1188,2091627,24,3,6,
1189,2094642,24,3,6,
1190,2097658,24,3,6,
1191,2100675,24,3,6,
1192,2103693,24,3,6,
1193,2106712,24,3,6,
1194,2109732,24,3,6,
1195,2112753,24,3,6,
1196,2115775,24,3,6,
1197,2118798,24,3,6,
1198,2121822,24,3,6,
1199,2124847,24,3,6,
1200,2127873,24,3,6,
1201,2130900,24,3,6,
1202,2133928,24,3,6,
1203,2136957,24,3,6,
1204,2139987,24,3,6,
1205,2143018,24,3,6,
1206,2146050,24,3,6,
1207,2149083,24,3,6,
1208,2152117,24,3,6,
1209,2155152,24,3,6,
1210,2158188,24,3,6,
1211,2161225,24,3,6,
1212,2164263,24,3,6,
1213,2167302,24,3,6,
1214,2170342,24,3,6,
1215,2173383,24,3,6,
1216,2176425,24,3,6,
1217,2179468,24,3,6,
1218,2182512,24,3,6,
1219,2185557,24,3,6,
1220,2188603,24,3,6,
1221,2191650,24,3,6,
1222,2194698,24,3,6,
1223,2197747,24,3,6,
1224,2200797,24,3,6,
1225,2203848,24,3,6,
1226,2206900,24,3,6,
1227,2209953,24,3,6,
1228,2213007,24,3,6,
1229,2216062,24,3,6,
1230,2219118,24,3,6,
1231,2222175,24,3,6,
1232,2225233,24,3,6,
1233,2228292,24,3,6,
1234,2231352,24,3,6,
1235,2234413,24,3,6,
1236,2237475,24,3,6,
1237,2240538,24,3,6,
1238,2243602,24,3,6,
1239,2246667,24,3,6,
1240,2249733,24,3,6,
1241,2252800,24,3,6,
1242,2255868,24,3,6,
1243,2258937,24,3,6,
1244,2262007,24,3,6,
1245,2265078,24,3,6,
1246,2268150,24,3,6,
1247,2271223,24,3,6,
1248,2274297,24,3,6,
1249,2277372,24,3,6,
1250,2280448,24,3,6,
1251,2283525,24,3,6,
1252,2286603,24,3,6,
1253,2289682,24,3,6,
1254,2292762,24,3,6,
1255,2295843,24,3,6,
1256,2298925,24,3,6,
1257,2302008,24,3,6,
1258,2305092,24,3,6,
1259,2308177,24,3,6,
1260,2311263,24,3,6,
1261,2314350,24,3,6,
1262,2317438,24,3,6,
1263,2320527,24,3,6,
1264,2323617,24,3,6,
1265,2326708,24,3,6,
1266,2329800,24,3,6,
1267,2332893,24,3,6,
1268,2335987,24,3,6,
1269,2339082,24,3,6,
1270,2342178,24,3,6,
1271,2345275,24,3,6,
1272,2348373,24,3,6,
1273,2351472,24,3,6,
1274,2354572,24,3,6,
1275,2357673,24,3,6,
1276,2360775,24,3,6,
1277,2363878,24,3,6,
1278,2366982,24,3,6,
1279,2370087,24,3,6,
1280,2373193,24,3,6,
1281,2376300,24,3,6,
1282,2379408,24,3,6,
1283,2382517,24,3,6,
1284,2385627,24,3,6,
1285,2388738,24,3,6,
1286,2391850,24,3,6,
1287,2394963,24,3,6,
1288,2398077,24,3,6,
1289,2401192,24,3,6,
1290,2404308,24,3,6,
1291,2407425,24,3,6,
1292,2410543,24,3,6,
1293,2413662,24,3,6,
1294,2416782,24,3,6,
1295,2419903,24,3,6,
1296,2423025,24,3,6,
1297,2426148,24,3,6,
1298,2429272,24,3,6,
1299,2432397,24,3,6,
1300,2435523,24,3,6,
1301,2438650,24,3,6,
1302,2441778,24,3,6,
1303,2444907,24,3,6,
1304,2448037,24,3,6,
1305,2451168,24,3,6,
1306,2454300,24,3,6,
1307,2457433,24,3,6,
1308,2460567,24,3,6,
1309,2463702,24,3,6,
1310,2466838,24,3,6,
1311,2469975,24,3,6,
1312,2473113,24,3,6,
1313,2476252,24,3,6,
1314,2479392,24,3,6,
1315,2482533,24,3,6,
1316,2485675,24,3,6,
1317,2488818,24,3,6,
1318,2491962,24,3,6,
1319,2495107,24,3,6,
1320,2498253,24,3,6,
1321,2501400,24,3,6,
1322,2504548,24,3,6,
1323,2507697,24,3,6,
1324,2510847,24,3,6,
1325,2513998,24,3,6,
1326,2517150,24,3,6,
1327,2520303,24,3,6,
1328,2523457,24,3,6,
1329,2526612,24,3,6,
1330,2529768,24,3,6,
1331,2532925,24,3,6,
1332,2536083,24,3,6,
1333,2539242,24,3,6,
1334,2542402,24,3,6,
1335,2545563,24,3,6,
1336,2548725,24,3,6,
1337,2551888,24,3,6,
1338,2555052,24,3,6,
1339,2558217,24,3,6,
1340,2561383,24,3,6,
1341,2564550,24,3,6,
1342,2567718,24,3,6,
1343,2570887,24,3,6,
1344,2574057,24,3,6,
1345,2577228,24,3,6,
1346,2580400,24,3,6,
1347,2583573,24,3,6,
1348,2586747,24,3,6,
1349,2589922,24,3,6,
1350,2593098,24,3,6,
1351,2596275,24,3,6,
1352,2599453,24,3,6,
1353,2602632,24,3,6,
1354,2605812,24,3,6,
1355,2608993,24,3,6,
1356,2612175,24,3,6,
1357,2615358,24,3,6,
1358,2618542,24,3,6,
1359,2621727,24,3,6,
1360,2624913,24,3,6,
1361,2628100,24,3,6,
1362,2631288,24,3,6,
1363,2634477,24,3,6,
1364,2637667,24,3,6,
1365,2640858,24,3,6,
1366,2644050,24,3,6,
1367,2647243,24,3,6,
1368,2650437,24,3,6,
1369,2653632,24,3,6,
1370,2656828,24,3,6,
1371,2660025,24,3,6,
1372,2663223,24,3,6,
1373,2666422,24,3,6,
1374,2669622,24,3,6,
1375,2672823,24,3,6,
1376,2676025,24,3,6,
1377,2679228,24,3,6,
1378,2682432,24,3,6,
1379,2685637,24,3,6,
1380,2688843,24,3,6,
1381,2692050,24,3,6,
1382,2695258,24,3,6,
1383,2698467,24,3,6,
1384,2701677,24,3,6,
1385,2704888,24,3,6,
1386,2708100,24,3,6,
1387,2711313,24,3,6,
1388,2714527,24,3,6,
1389,2717742,24,3,6,
1390,2720958,24,3,6,
1391,2724175,24,3,6,
1392,2727393,24,3,6,
1393,2730612,24,3,6,
1394,2733832,24,3,6,
1395,2737053,24,3,6,
1396,2740275,24,3,6,
1397,2743498,24,3,6,
1398,2746722,24,3,6,
1399,2749947,24,3,6,
1400,2753173,24,3,6,
1401,2756400,24,3,6,
1402,2759628,24,3,6,
1403,2762857,24,3,6,
1404,2766087,24,3,6,
1405,2769318,24,3,6,
1406,2772550,24,3,6,
1407,2775783,24,3,6,
1408,2779017,24,3,6,
1409,2782252,24,3,6,
1410,2785488,24,3,6,
1411,2788725,24,3,6,
1412,2791963,24,3,6,
1413,2795202,24,3,6,
1414,2798442,24,3,6,
1415,2801683,24,3,6,
1416,2804925,24,3,6,
1417,2808168,24,3,6,
1418,2811412,24,3,6,
1419,2814657,24,3,6,
1420,2817903,24,3,6,
1421,2821150,24,3,6,
1422,2824398,24,3,6,
1423,2827647,24,3,6,
1424,2830897,24,3,6,
1425,2834148,24,3,6,
1426,2837400,24,3,6,
1427,2840653,24,3,6,
1428,2843907,24,3,6,
1429,2847162,24,3,6,
1430,2850418,24,3,6,
1431,2853675,24,3,6,
1432,2856933,24,3,6,
1433,2860192,24,3,6,
1434,2863452,24,3,6,
1435,2866713,24,3,6,
1436,2869975,24,3,6,
1437,2873238,24,3,6,
1438,2876502,24,3,6,
1439,2879767,24,3,6,
1440,2883033,24,3,6,
1441,2886300,24,3,6,
1442,2889568,24,3,6,
1443,2892837,24,3,6,
1444,2896107,24,3,6,
1445,2899378,24,3,6,
1446,2902650,24,3,6,
1447,2905923,24,3,6,
1448,2909197,24,3,6,
1449,2912472,24,3,6,
1450,2915748,24,3,6,
1451,2919025,24,3,6,
1452,2922303,24,3,6,
1453,2925582,24,3,6,
1454,2928862,24,3,6,
1455,2932143,24,3,6,
1456,2935425,24,3,6,
1457,2938708,24,3,6,
1458,2941992,24,3,6,
1459,2945277,24,3,6,
1460,2948563,24,3,6,
1461,2951850,24,3,6,
1462,2955138,24,3,6,
1463,2958427,24,3,6,
1464,2961717,24,3,6,
1465,2965008,24,3,6,
1466,2968300,24,3,6,
1467,2971593,24,3,6,
1468,2974887,24,3,6,
1469,2978182,24,3,6,
1470,2981478,24,3,6,
1471,2984775,24,3,6,
1472,2988073,24,3,6,
1473,2991372,24,3,6,
1474,2994672,24,3,6,
1475,2997973,24,3,6,
1476,3001275,24,3,6,
1477,3004578,24,3,6,
1478,3007882,24,3,6,
1479,3011187,24,3,6,
1480,3014493,24,3,6,
1481,3017800,24,3,6,
1482,3021108,24,3,6,
1483,3024417,24,3,6,
1484,3027727,24,3,6,
1485,3031038,24,3,6,
1486,3034350,24,3,6,
1487,3037663,24,3,6,
1488,3040977,24,3,6,
1489,3044292,24,3,6,
1490,3047608,24,3,6,
1491,3050925,24,3,6,
1492,3054243,24,3,6,
1493,3057562,24,3,6,
1494,3060882,24,3,6,
1495,3064203,24,3,6,
1496,3067525,24,3,6,
1497,3070848,24,3,6,
1498,3074172,24,3,6,
1499,3077497,24,3,6,
1500,3080823,24,3,6,
1501,3084153,24,3,6,
1502,3087488,24,3,6,
1503,3090828,24,3,6,
1504,3094173,24,3,6,
1505,3097523,24,3,6,
1506,3100878,24,3,6,
1507,3104238,24,3,6,
1508,3107603,24,3,6,
1509,3110973,24,3,6,
1510,3114348,24,3,6,
1511,3117728,24,3,6,
1512,3121113,24,3,6,
1513,3124503,24,3,6,
1514,3127898,24,3,6,
1515,3131298,24,3,6,
1516,3134703,24,3,6,
1517,3138113,24,3,6,
1518,3141528,24,3,6,
1519,3144948,24,3,6,
1520,3148373,24,3,6,
1521,3151803,24,3,6,
1522,3155238,24,3,6,
1523,3158678,24,3,6,
1524,3162123,24,3,6,
1525,3165573,24,3,6,
1526,3169028,24,3,6,
1527,3172488,24,3,6,
1528,3175953,24,3,6,
1529,3179423,24,3,6,
1530,3182898,24,3,6,
1531,3186378,24,3,6,
1532,3189863,24,3,6,
1533,3193353,24,3,6,
1534,3196848,24,3,6,
1535,3200348,24,3,6,
1536,3203853,24,3,6,
1537,3207363,24,3,6,
1538,3210878,24,3,6,
1539,3214398,24,3,6,
1540,3217923,24,3,6,
1541,3221453,24,3,6,
1542,3224988,24,3,6,
1543,3228528,24,3,6,
1544,3232073,24,3,6,
1545,3235623,24,3,6,
1546,3239178,24,3,6,
1547,3242738,24,3,6,
1548,3246303,24,3,6,
1549,3249873,24,3,6,
1550,3253448,24,3,6,
1551,3257028,24,3,6,
1552,3260613,24,3,6,
1553,3264203,24,3,6,
1554,3267798,24,3,6,
1555,3271398,24,3,6,
1556,3275003,24,3,6,
1557,3278613,24,3,6,
1558,3282228,24,3,6,
1559,3285848,24,3,6,
1560,3289473,24,3,6,
1561,3293103,24,3,6,
1562,3296738,24,3,6,
1563,3300378,24,3,6,
1564,3304023,24,3,6,
1565,3307673,24,3,6,
1566,3311328,24,3,6,
1567,3314988,24,3,6,
1568,3318653,24,3,6,
1569,3322323,24,3,6,
1570,3325998,24,3,6,
1571,3329678,24,3,6,
1572,3333363,24,3,6,
1573,3337053,24,3,6,
1574,3340748,24,3,6,
1575,3344448,24,3,6,
1576,3348153,24,3,6,
1577,3351863,24,3,6,
1578,3355578,24,3,6,
1579,3359298,24,3,6,
1580,3363023,24,3,6,
1581,3366753,24,3,6,
1582,3370488,24,3,6,
1583,3374228,24,3,6,
1584,3377973,24,3,6,
1585,3381723,24,3,6,
1586,3385478,24,3,6,
1587,3389238,24,3,6,
1588,3393003,24,3,6,
1589,3396773,24,3,6,
1590,3400548,24,3,6,
1591,3404328,24,3,6,
1592,3408113,24,3,6,
1593,3411903,24,3,6,
1594,3415698,24,3,6,
1595,3419498,24,3,6,
1596,3423303,24,3,6,
1597,3427113,24,3,6,
1598,3430928,24,3,6,
1599,3434748,24,3,6,
1600,3438573,24,3,6,
1601,3442403,24,3,6,
1602,3446238,24,3,6,
1603,3450078,24,3,6,
1604,3453923,24,3,6,
1605,3457773,24,3,6,
1606,3461628,24,3,6,
1607,3465488,24,3,6,
1608,3469353,24,3,6,
1609,3473223,24,3,6,
1610,3477098,24,3,6,
1611,3480978,24,3,6,
1612,3484863,24,3,6,
1613,3488753,24,3,6,
1614,3492648,24,3,6,
1615,3496548,24,3,6,
1616,3500453,24,3,6,
1617,3504363,24,3,6,
1618,3508278,24,3,6,
1619,3512198,24,3,6,
1620,3516123,24,3,6,
1621,3520053,24,3,6,
1622,3523988,24,3,6,
1623,3527928,24,3,6,
1624,3531873,24,3,6,
1625,3535823,24,3,6,
1626,3539778,24,3,6,
1627,3543738,24,3,6,
1628,3547703,24,3,6,
1629,3551673,24,3,6,
1630,3555648,24,3,6,
1631,3559628,24,3,6,
1632,3563613,24,3,6,
1633,3567603,24,3,6,
1634,3571598,24,3,6,
1635,3575598,24,3,6,
1636,3579603,24,3,6,
1637,3583613,24,3,6,
1638,3587628,24,3,6,
1639,3591648,24,3,6,
1640,3595673,24,3,6,
1641,3599703,24,3,6,
1642,3603738,24,3,6,
1643,3607778,24,3,6,
1644,3611823,24,3,6,
1645,3615873,24,3,6,
1646,3619928,24,3,6,
1647,3623988,24,3,6,
1648,3628053,24,3,6,
1649,3632123,24,3,6,
1650,3636198,24,3,6,
1651,3640278,24,3,6,
1652,3644363,24,3,6,
1653,3648453,24,3,6,
1654,3652548,24,3,6,
1655,3656648,24,3,6,
1656,3660753,24,3,6,
1657,3664863,24,3,6,
1658,3668978,24,3,6,
1659,3673098,24,3,6,
1660,3677223,24,3,6,
1661,3681353,24,3,6,
1662,3685488,24,3,6,
1663,3689628,24,3,6,
1664,3693773,24,3,6,
1665,3697923,24,3,6,
1666,3702078,24,3,6,
1667,3706238,24,3,6,
1668,3710403,24,3,6,
1669,3714573,24,3,6,
1670,3718748,24,3,6,
1671,3722928,24,3,6,
1672,3727113,24,3,6,
1673,3731303,24,3,6,
1674,3735498,24,3,6,
1675,3739698,24,3,6,
1676,3743903,24,3,6,
1677,3748113,24,3,6,
1678,3752328,24,3,6,
1679,3756548,24,3,6,
1680,3760773,24,3,6,
1681,3765003,24,3,6,
1682,3769238,24,3,6,
1683,3773478,24,3,6,
1684,3777723,24,3,6,
1685,3781973,24,3,6,
1686,3786228,24,3,6,
1687,3790488,24,3,6,
1688,3794753,24,3,6,
1689,3799023,24,3,6,
1690,3803298,24,3,6,
1691,3807578,24,3,6,
1692,3811863,24,3,6,
1693,3816153,24,3,6,
1694,3820448,24,3,6,
1695,3824748,24,3,6,
1696,3829053,24,3,6,
1697,3833363,24,3,6,
1698,3837678,24,3,6,
1699,3841998,24,3,6,
1700,3846323,24,3,6,
1701,3850653,24,3,6,
1702,3854988,24,3,6,
1703,3859328,24,3,6,
1704,3863673,24,3,6,
1705,3868023,24,3,6,
1706,3872378,24,3,6,
1707,3876738,24,3,6,
1708,3881103,24,3,6,
1709,3885473,24,3,6,
1710,3889848,24,3,6,
1711,3894228,24,3,6,
1712,3898613,24,3,6,
1713,3903003,24,3,6,
1714,3907398,24,3,6,
1715,3911798,24,3,6,
1716,3916203,24,3,6,
1717,3920613,24,3,6,
1718,3925028,24,3,6,
1719,3929448,24,3,6,
1720,3933873,24,3,6,
1721,3938303,24,3,6,
1722,3942738,24,3,6,
1723,3947178,24,3,6,
1724,3951623,24,3,6,
1725,3956073,24,3,6,
1726,3960528,24,3,6,
1727,3964988,24,3,6,
1728,3969453,24,3,6,
1729,3973923,24,3,6,
1730,3978398,24,3,6,
1731,3982878,24,3,6,
1732,3987363,24,3,6,
1733,3991853,24,3,6,
1734,3996348,24,3,6,
1735,4000848,24,3,6,
1736,4005353,24,3,6,
1737,4009863,24,3,6,
1738,4014378,24,3,6,
1739,4018898,24,3,6,
1740,4023423,24,3,6,
1741,4027953,24,3,6,
1742,4032488,24,3,6,
1743,4037028,24,3,6,
1744,4041573,24,3,6,
1745,4046123,24,3,6,
1746,4050678,24,3,6,
1747,4055238,24,3,6,
1748,4059803,24,3,6,
1749,4064373,24,3,6,
1750,4068948,24,3,6,
1751,4073528,24,3,6,
1752,4078113,24,3,6,
1753,4082703,24,3,6,
1754,4087298,24,3,6,
1755,4091898,24,3,6,
1756,4096503,24,3,6,
1757,4101113,24,3,6,
1758,4105728,24,3,6,
1759,4110348,24,3,6,
1760,4114973,24,3,6,
1761,4119603,24,3,6,
1762,4124238,24,3,6,
1763,4128878,24,3,6,
1764,4133523,24,3,6,
1765,4138173,24,3,6,
1766,4142828,24,3,6,
1767,4147488,24,3,6,
1768,4152153,24,3,6,
1769,4156823,24,3,6,
1770,4161498,24,3,6,
1771,4166178,24,3,6,
1772,4170863,24,3,6,
1773,4175553,24,3,6,
1774,4180248,24,3,6,
1775,4184948,24,3,6,
1776,4189653,24,3,6,
1777,4194363,24,3,6,
1778,4199078,24,3,6,
1779,4203798,24,3,6,
1780,4208523,24,3,6,
1781,4213253,24,3,6,
1782,4217988,24,3,6,
1783,4222728,24,3,6,
1784,4227473,24,3,6,
1785,4232223,24,3,6,
1786,4236978,24,3,6,
1787,4241738,24,3,6,
1788,4246503,24,3,6,
1789,4251273,24,3,6,
1790,4256048,24,3,6,
1791,4260828,24,3,6,
1792,4265613,24,3,6,
1793,4270403,24,3,6,
1794,4275198,24,3,6,
1795,4279998,24,3,6,
1796,4284803,24,3,6,
1797,4289613,24,3,6,
1798,4294428,24,3,6,
1799,4299248,24,3,6,
1800,4304073,24,3,6,
1801,4308903,24,3,6,
1802,4313738,24,3,6,
1803,4318578,24,3,6,
1804,4323423,24,3,6,
1805,4328273,24,3,6,
1806,4333128,24,3,6,
1807,4337988,24,3,6,
1808,4342853,24,3,6,
1809,4347723,24,3,6,
1810,4352598,24,3,6,
1811,4357478,24,3,6,
1812,4362363,24,3,6,
1813,4367253,24,3,6,
1814,4372148,24,3,6,
1815,4377048,24,3,6,
1816,4381953,24,3,6,
1817,4386863,24,3,6,
1818,4391778,24,3,6,
1819,4396698,24,3,6,
1820,4401623,24,3,6,
1821,4406553,24,3,6,
1822,4411488,24,3,6,
1823,4416428,24,3,6,
1824,4421373,24,3,6,
1825,4426323,24,3,6,
1826,4431278,24,3,6,
1827,4436238,24,3,6,
1828,4441203,24,3,6,
1829,4446173,24,3,6,
1830,4451148,24,3,6,
1831,4456128,24,3,6,
1832,4461113,24,3,6,
1833,4466103,24,3,6,
1834,4471098,24,3,6,
1835,4476098,24,3,6,
1836,4481103,24,3,6,
1837,4486113,24,3,6,
1838,4491128,24,3,6,
1839,4496148,24,3,6,
1840,4501173,24,3,6,
1841,4506203,24,3,6,
1842,4511238,24,3,6,
1843,4516278,24,3,6,
1844,4521323,24,3,6,
1845,4526373,24,3,6,
1846,4531428,24,3,6,
1847,4536488,24,3,6,
1848,4541553,24,3,6,
1849,4546623,24,3,6,
1850,4551698,24,3,6,
1851,4556778,24,3,6,
1852,4561863,24,3,6,
1853,4566953,24,3,6,
1854,4572048,24,3,6,
1855,4577148,24,3,6,
1856,4582253,24,3,6,
1857,4587363,24,3,6,
1858,4592478,24,3,6,
1859,4597598,24,3,6,
1860,4602723,24,3,6,
1861,4607853,24,3,6,
1862,4612988,24,3,6,
1863,4618128,24,3,6,
1864,4623273,24,3,6,
1865,4628423,24,3,6,
1866,4633578,24,3,6,
1867,4638738,24,3,6,
1868,4643903,24,3,6,
1869,4649073,24,3,6,
1870,4654248,24,3,6,
1871,4659428,24,3,6,
1872,4664613,24,3,6,
1873,4669803,24,3,6,
1874,4674998,24,3,6,
1875,4680198,24,3,6,
1876,4685403,24,3,6,
1877,4690613,24,3,6,
1878,4695828,24,3,6,
1879,4701048,24,3,6,
1880,4706273,24,3,6,
1881,4711503,24,3,6,
1882,4716738,24,3,6,
1883,4721978,24,3,6,
1884,4727223,24,3,6,
1885,4732473,24,3,6,
1886,4737728,24,3,6,
1887,4742988,24,3,6,
1888,4748253,24,3,6,
1889,4753523,24,3,6,
1890,4758798,24,3,6,
1891,4764078,24,3,6,
1892,4769363,24,3,6,
1893,4774653,24,3,6,
1894,4779948,24,3,6,
1895,4785248,24,3,6,
1896,4790553,24,3,6,
1897,4795863,24,3,6,
1898,4801178,24,3,6,
1899,4806498,24,3,6,
1900,4811823,24,3,6,
1901,4817153,24,3,6,
1902,4822488,24,3,6,
1903,4827828,24,3,6,
1904,4833173,24,3,6,
1905,4838523,24,3,6,
1906,4843878,24,3,6,
1907,4849238,24,3,6,
1908,4854603,24,3,6,
1909,4859973,24,3,6,
1910,4865348,24,3,6,
1911,4870728,24,3,6,
1912,4876113,24,3,6,
1913,4881503,24,3,6,
1914,4886898,24,3,6,
1915,4892298,24,3,6,
1916,4897703,24,3,6,
1917,4903113,24,3,6,
1918,4908528,24,3,6,
1919,4913948,24,3,6,
1920,4919373,24,3,6,
1921,4924803,24,3,6,
1922,4930238,24,3,6,
1923,4935678,24,3,6,
1924,4941123,24,3,6,
1925,4946573,24,3,6,
1926,4952028,24,3,6,
1927,4957488,24,3,6,
1928,4962953,24,3,6,
1929,4968423,24,3,6,
1930,4973898,24,3,6,
1931,4979378,24,3,6,
1932,4984863,24,3,6,
1933,4990353,24,3,6,
1934,4995848,24,3,6,
1935,5001348,24,3,6,
1936,5006853,24,3,6,
1937,5012363,24,3,6,
1938,5017878,24,3,6,
1939,5023398,24,3,6,
1940,5028923,24,3,6,
1941,5034453,24,3,6,
1942,5039988,24,3,6,
1943,5045528,24,3,6,
1944,5051073,24,3,6,
1945,5056623,24,3,6,
1946,5062178,24,3,6,
1947,5067738,24,3,6,
1948,5073303,24,3,6,
1949,5078873,24,3,6,
1950,5084448,24,3,6,
1951,5090028,24,3,6,
1952,5095613,24,3,6,
1953,5101203,24,3,6,
1954,5106798,24,3,6,
1955,5112398,24,3,6,
1956,5118003,24,3,6,
1957,5123613,24,3,6,
1958,5129228,24,3,6,
1959,5134848,24,3,6,
1960,5140473,24,3,6,
1961,5146103,24,3,6,
1962,5151738,24,3,6,
1963,5157378,24,3,6,
1964,5163023,24,3,6,
1965,5168673,24,3,6,
1966,5174328,24,3,6,
1967,5179988,24,3,6,
1968,5185653,24,3,6,
1969,5191323,24,3,6,
1970,5196998,24,3,6,
1971,5202678,24,3,6,
1972,5208363,24,3,6,
1973,5214053,24,3,6,
1974,5219748,24,3,6,
1975,5225448,24,3,6,
1976,5231153,24,3,6,
1977,5236863,24,3,6,
1978,5242578,24,3,6,
1979,5248298,24,3,6,
1980,5254023,24,3,6,
1981,5259753,24,3,6,
1982,5265488,24,3,6,
1983,5271228,24,3,6,
1984,5276973,24,3,6,
1985,5282723,24,3,6,
1986,5288478,24,3,6,
1987,5294238,24,3,6,
1988,5300003,24,3,6,
1989,5305773,24,3,6,
1990,5311548,24,3,6,
1991,5317328,24,3,6,
1992,5323113,24,3,6,
1993,5328903,24,3,6,
1994,5334698,24,3,6,
1995,5340498,24,3,6,
1996,5346303,24,3,6,
1997,5352113,24,3,6,
1998,5357928,24,3,6,
1999,5363748,24,3,6,
2000,5369573,24,3,6,
